"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior no univ. incompleta (065)",129,82,21,10,16
"Superior no univ. completa (066)",572,227,116,136,93
"Superior univ. incompleta (067)",89,37,19,13,20
"Superior univ. completa (068)",330,104,62,75,89
"De 06 a 14 años (070)",19,17,1,1,
"Sin nivel (071)",1,1,,,
"Primaria (073)",13,11,1,1,
"Secundaria (074)",5,5,,,
"De 15 a 29 años (080)",516,367,63,29,57
"Sin nivel (081)",18,16,2,,
"Primaria (083)",67,63,3,1,
"Secundaria (084)",202,171,18,6,7
"Superior no univ. incompleta (085)",59,50,6,2,1
"Superior no univ. completa (086)",105,45,20,16,24
"Superior univ. incompleta (087)",15,6,5,,4
"Superior univ. completa (088)",50,16,9,4,21
"De 30 a 44 años (090)",807,385,142,164,116
"Sin nivel (091)",17,15,1,,1
"Primaria (093)",91,73,9,3,6
"Secundaria (094)",117,87,12,8,10
"Superior no univ. incompleta (095)",47,25,11,7,4
"Superior no univ. completa (096)",317,120,64,94,39
"Superior univ. incompleta (097)",48,17,11,10,10
"Superior univ. completa (098)",170,48,34,42,46
"De 45 a 64 años (100)",506,278,78,65,85
"Sin nivel (101)",44,43,,1,
"Primaria (103)",85,75,5,2,3
"Secundaria (104)",88,52,16,4,16
"Superior no univ. incompleta (105)",23,7,4,1,11
"Superior no univ. completa (106)",143,57,32,25,29
"Superior univ. incompleta (107)",24,13,2,3,6
"Superior univ. completa (108)",99,31,19,29,20
"De 65 y más años (110)",105,97,4,1,3
"Sin nivel (111)",33,32,1,,
"Primaria (113)",40,39,1,,
"Secundaria (114)",12,11,1,,
"Superior no univ. completa (116)",7,5,,1,1
"Superior univ. incompleta (117)",2,1,1,,
"Superior univ. completa (118)",11,9,,,2
,,,,,
"RURAL (120)",3938,3428,305,133,72
"Sin nivel (121)",1086,1013,51,16,6
"Educación inicial (122)",12,10,1,1,
"Primaria (123)",1574,1430,105,36,3
"Secundaria (124)",808,704,57,23,24
"Superior no univ. incompleta (125)",86,64,10,5,7
"Superior no univ. completa (126)",254,144,56,35,19
"Superior univ. incompleta (127)",40,24,5,3,8
"Superior univ. completa (128)",78,39,20,14,5
"De 06 a 14 años (130)",58,58,,,
"Sin nivel (131)",11,11,,,
"Primaria (133)",39,39,,,
"Secundaria (134)",8,8,,,
"De 15 a 29 años (140)",1188,1044,80,40,24
"Sin nivel (141)",134,123,7,4,
"Educación inicial (142)",1,1,,,
"Primaria (143)",439,397,29,13,
"Secundaria (144)",476,423,31,9,13
"Superior no univ. incompleta (145)",45,39,1,1,4
"Superior no univ. completa (146)",65,44,8,10,3
"Superior univ. incompleta (147)",12,9,1,,2
"Superior univ. completa (148)",16,8,3,3,2
"De 30 a 44 años (150)",1354,1128,129,64,33
"Sin nivel (151)",288,263,14,7,4
"Educación inicial (152)",11,9,1,1,
"Primaria (153)",591,537,39,12,3
"Secundaria (154)",224,187,22,10,5
"Superior no univ. incompleta (155)",33,21,7,3,2
"Superior no univ. completa (156)",143,78,31,21,13
"Superior univ. incompleta (157)",16,8,2,2,4
"Superior univ. completa (158)",48,25,13,8,2
"De 45 a 64 años (160)",992,867,85,27,13
"Sin nivel (161)",422,391,25,4,2
"Primaria (163)",409,366,32,11,
"Secundaria (164)",87,75,4,3,5
"Superior no univ. incompleta (165)",8,4,2,1,1
"Superior no univ. completa (166)",44,20,17,4,3
"Superior univ. incompleta (167)",10,6,2,1,1
"Superior univ. completa (168)",12,5,3,3,1
"De 65 y más años (170)",346,331,11,2,2
"Sin nivel (171)",231,225,5,1,
"Primaria (173)",96,91,5,,
"Secundaria (174)",13,11,,1,1
"Superior no univ. completa (176)",2,2,,,
"Superior univ. incompleta (177)",2,1,,,1
"Superior univ. completa (178)",2,1,1,,
