"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",473,317,97,43,16
"Hogares privados con servicio doméstico (041)",245,245,,,
"Organiz. y organos extraterritoriales (042)",2,,1,,1
"Actividad economica no especificada (043)",655,468,69,63,55
"Mujeres (044)",12240,9886,874,684,796
"Agric., ganadería, caza y silvicultura (045)",2598,2406,144,42,6
"Explotación de minas y canteras (047)",5,2,,2,1
"Industrias manufactureras (048)",515,361,79,69,6
"Suministro de electricidad, gas y agua (049)",9,2,,5,2
"Construcción (050)",53,12,10,12,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3426,3259,132,33,2
"Venta, mant.y rep. veh.autom y motoc. (052)",76,64,10,1,1
"Comercio al por mayor (053)",129,113,9,6,1
"Comercio al por menor (054)",3221,3082,113,26,
"Hoteles y restaurantes (055)",1618,1492,106,16,4
"Trans., almac. y comunicaciones (056)",174,139,17,11,7
"Intermediación financiera (057)",39,5,10,20,4
"Activid.inmobil., empres. y alquileres (058)",250,143,39,46,22
"Admin.pub. y defensa; p. segur soc.afil (059)",206,,,,206
"Enseñanza (060)",861,156,200,341,164
"Servicios sociales y de salud (061)",435,101,18,9,307
"Otras activ. serv.comun.soc y personales (062)",484,423,38,18,5
"Hogares privados con servicio doméstico (063)",851,851,,,
"Actividad economica no especificada (065)",716,534,81,60,41
,,,,,
"URBANA (066)",26549,20003,2328,1773,2445
"Agric., ganadería, caza y silvicultura (067)",5076,4577,371,104,24
"Pesca (068)",44,43,,1,
"Explotación de minas y canteras (069)",55,25,17,6,7
"Industrias manufactureras (070)",1479,1082,219,151,27
"Suministro de electricidad, gas y agua (071)",66,13,6,42,5
"Construcción (072)",1503,1043,199,175,86
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",6427,5963,349,106,9
"Venta, mant.y rep. veh.autom y motoc. (074)",643,560,69,10,4
"Comercio al por mayor (075)",301,232,40,24,5
"Comercio al por menor (076)",5483,5171,240,72,
"Hoteles y restaurantes (077)",1986,1767,182,29,8
"Trans., almac. y comunicaciones (078)",2613,2258,166,132,57
"Intermediación financiera (079)",95,24,25,32,14
"Activid.inmobil., empres. y alquileres (080)",940,525,152,153,110
"Admin.pub. y defensa; p. segur soc.afil (081)",1097,,,,1097
"Enseñanza (082)",1621,221,346,646,408
"Servicios sociales y de salud (083)",664,148,24,16,476
"Otras activ. serv.comun.soc y personales (084)",923,711,130,61,21
"Hogares privados con servicio doméstico (085)",845,845,,,
"Organiz. y organos extraterritoriales (086)",2,,1,,1
"Actividad economica no especificada (087)",1113,758,141,119,95
"Hombres (088)",16962,12579,1574,1118,1691
"Agric., ganadería, caza y silvicultura (089)",4229,3853,282,75,19
"Pesca (090)",44,43,,1,
"Explotación de minas y canteras (091)",51,24,17,4,6
"Industrias manufactureras (092)",1041,774,160,86,21
"Suministro de electricidad, gas y agua (093)",57,11,6,37,3
"Construcción (094)",1452,1031,191,163,67
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",3256,2951,225,73,7
"Venta, mant.y rep. veh.autom y motoc. (096)",572,501,59,9,3
"Comercio al por mayor (097)",177,123,32,18,4
"Comercio al por menor (098)",2507,2327,134,46,
"Hoteles y restaurantes (099)",536,439,79,14,4
"Trans., almac. y comunicaciones (100)",2452,2129,150,122,51
"Intermediación financiera (101)",56,19,15,12,10
"Activid.inmobil., empres. y alquileres (102)",697,388,113,108,88
"Admin.pub. y defensa; p. segur soc.afil (103)",903,,,,903
"Enseñanza (104)",826,97,167,312,250
"Servicios sociales y de salud (105)",263,56,10,7,190
"Otras activ. serv.comun.soc y personales (106)",451,299,93,43,16
"Hogares privados con servicio doméstico (107)",112,112,,,
"Organiz. y organos extraterritoriales (108)",2,,1,,1
"Actividad economica no especificada (109)",534,353,65,61,55
"Mujeres (110)",9587,7424,754,655,754
"Agric., ganadería, caza y silvicultura (111)",847,724,89,29,5
"Explotación de minas y canteras (113)",4,1,,2,1
"Industrias manufactureras (114)",438,308,59,65,6
"Suministro de electricidad, gas y agua (115)",9,2,,5,2
"Construcción (116)",51,12,8,12,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3171,3012,124,33,2
"Venta, mant.y rep. veh.autom y motoc. (118)",71,59,10,1,1
"Comercio al por mayor (119)",124,109,8,6,1
"Comercio al por menor (120)",2976,2844,106,26,
"Hoteles y restaurantes (121)",1450,1328,103,15,4
"Trans., almac. y comunicaciones (122)",161,129,16,10,6
"Intermediación financiera (123)",39,5,10,20,4
"Activid.inmobil., empres. y alquileres (124)",243,137,39,45,22
"Admin.pub. y defensa; p. segur soc.afil (125)",194,,,,194
"Enseñanza (126)",795,124,179,334,158
"Servicios sociales y de salud (127)",401,92,14,9,286
"Otras activ. serv.comun.soc y personales (128)",472,412,37,18,5
"Hogares privados con servicio doméstico (129)",733,733,,,
"Actividad economica no especificada (131)",579,405,76,58,40
,,,,,
"RURAL (132)",17656,16949,460,92,155
"Agric., ganadería, caza y silvicultura (133)",15454,15125,282,43,4
"Pesca (134)",3,3,,,
"Explotación de minas y canteras (135)",10,5,2,,3
"Industrias manufactureras (136)",266,192,61,13,
"Suministro de electricidad, gas y agua (137)",1,,,1,
"Construcción (138)",104,73,19,8,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",500,470,27,3,
"Venta, mant.y rep. veh.autom y motoc. (140)",51,42,8,1,
"Comercio al por mayor (141)",20,14,5,1,
"Comercio al por menor (142)",429,414,14,1,
"Hoteles y restaurantes (143)",190,186,3,1,
"Trans., almac. y comunicaciones (144)",297,283,8,4,2
"Activid.inmobil., empres. y alquileres (146)",23,15,3,4,1
"Admin.pub. y defensa; p. segur soc.afil (147)",93,,,,93
"Enseñanza (148)",118,59,37,10,12
"Servicios sociales y de salud (149)",54,14,4,1,35
"Otras activ. serv.comun.soc y personales (150)",34,29,5,,
"Hogares privados con servicio doméstico (151)",251,251,,,
"Actividad economica no especificada (153)",258,244,9,4,1
"Hombres (154)",15003,14487,340,63,113
"Agric., ganadería, caza y silvicultura (155)",13703,13443,227,30,3
"Pesca (156)",3,3,,,
"Explotación de minas y canteras (157)",9,4,2,,3
"Industrias manufactureras (158)",189,139,41,9,
"Suministro de electricidad, gas y agua (159)",1,,,1,
"Construcción (160)",102,73,17,8,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",245,223,19,3,
"Venta, mant.y rep. veh.autom y motoc. (162)",46,37,8,1,
"Comercio al por mayor (163)",15,10,4,1,
"Comercio al por menor (164)",184,176,7,1,
"Hoteles y restaurantes (165)",22,22,,,
"Trans., almac. y comunicaciones (166)",284,273,7,3,1
"Activid.inmobil., empres. y alquileres (168)",16,9,3,3,1
"Admin.pub. y defensa; p. segur soc.afil (169)",81,,,,81
"Enseñanza (170)",52,27,16,3,6
"Servicios sociales y de salud (171)",20,5,,1,14
"Otras activ. serv.comun.soc y personales (172)",22,18,4,,
"Hogares privados con servicio doméstico (173)",133,133,,,
"Actividad economica no especificada (175)",121,115,4,2,
"Mujeres (176)",2653,2462,120,29,42
"Agric., ganadería, caza y silvicultura (177)",1751,1682,55,13,1
"Explotación de minas y canteras (179)",1,1,,,
"Industrias manufactureras (180)",77,53,20,4,
"Construcción (182)",2,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",255,247,8,,
"Venta, mant.y rep. veh.autom y motoc. (184)",5,5,,,
"Comercio al por mayor (185)",5,4,1,,
"Comercio al por menor (186)",245,238,7,,
"Hoteles y restaurantes (187)",168,164,3,1,
"Trans., almac. y comunicaciones (188)",13,10,1,1,1
"Activid.inmobil., empres. y alquileres (190)",7,6,,1,
"Admin.pub. y defensa; p. segur soc.afil (191)",12,,,,12
"Enseñanza (192)",66,32,21,7,6
"Servicios sociales y de salud (193)",34,9,4,,21
"Otras activ. serv.comun.soc y personales (194)",12,11,1,,
"Hogares privados con servicio doméstico (195)",118,118,,,
"Actividad economica no especificada (197)",137,129,5,2,1
