"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trabajador(a) del hogar (044)",73,15,2,31,17,3,1,4,
"Pensionista (045)",113,4,,20,27,6,20,4,32
"Otro(a) no pariente (046)",744,65,11,196,233,61,90,35,53
"Hombres (048)",40099,3554,1081,12312,13168,2324,3647,1488,2525
"Jefe o Jefa (049)",16622,993,6,5057,5383,1012,2085,532,1554
"Esposa(o)/ compa¤era(o) (050)",748,52,,212,277,42,92,17,56
"Hijo(a)/ hijastro(a) (051)",16174,1703,769,5013,5460,919,996,704,610
"Yerno/ nuera (052)",887,13,2,117,375,96,139,48,97
"Nieto(a) (053)",2556,488,243,870,686,89,70,81,29
"Padres/ suegros (054)",293,75,,181,19,1,6,4,7
"Otro(a) pariente (055)",2336,193,53,739,807,138,195,84,127
"Trabajador(a) del hogar (056)",6,,,2,2,2,,,
"Pensionista (057)",79,4,,14,23,4,16,2,16
"Otro(a) no pariente (058)",398,33,8,107,136,21,48,16,29
"Mujeres (060)",41965,5406,1125,13097,11965,2344,4350,1339,2339
"Jefe o Jefa (061)",5761,1003,4,1933,1321,283,706,117,394
"Esposa(o)/ compa¤era(o) (062)",13788,1618,23,4344,4025,728,1782,269,999
"Hijo(a)/ hijastro(a) (063)",15785,1650,761,4721,4834,982,1410,736,691
"Yerno/ nuera (064)",910,20,,123,390,104,162,42,69
"Nieto(a) (065)",2408,483,262,865,563,68,57,73,37
"Padres/ suegros (066)",669,293,,296,50,9,12,3,6
"Otro(a) pariente (067)",2197,292,70,691,666,127,174,74,103
"Trabajador(a) del hogar (068)",67,15,2,29,15,1,1,4,
"Pensionista (069)",34,,,6,4,2,4,2,16
"Otro(a) no pariente (070)",346,32,3,89,97,40,42,19,24
,,,,,,,,,
"RURAL (072)",6237,1071,163,2754,1681,200,256,66,46
"Jefe o Jefa (073)",1693,312,1,820,446,24,64,7,19
"Esposa(o)/ compa¤era(o) (074)",1189,276,3,575,254,19,52,8,2
"Hijo(a)/ hijastro(a) (075)",2533,334,113,1028,754,134,105,43,22
"Yerno/ nuera (076)",149,1,,43,78,3,22,,2
"Nieto(a) (077)",364,79,38,152,79,10,1,5,
"Padres/ suegros (078)",41,21,,18,1,,1,,
"Otro(a) pariente (079)",240,44,7,106,61,8,10,3,1
"Trabajador(a) del hogar (080)",1,,,1,,,,,
"Pensionista (081)",1,,,,1,,,,
"Otro(a) no pariente (082)",26,4,1,11,7,2,1,,
"Hombres (084)",3225,424,94,1431,962,114,125,36,39
"Jefe o Jefa (085)",1319,169,1,662,383,21,58,7,18
"Esposa(o)/ compa¤era(o) (086)",89,14,,39,27,4,3,2,
"Hijo(a)/ hijastro(a) (087)",1369,173,65,553,422,71,44,23,18
"Yerno/ nuera (088)",75,,,21,39,2,11,,2
"Nieto(a) (089)",190,39,23,68,48,7,1,4,
"Padres/ suegros (090)",18,9,,9,,,,,
"Otro(a) pariente (091)",146,20,4,70,37,7,7,,1
"Pensionista (093)",1,,,,1,,,,
"Otro(a) no pariente (094)",18,,1,9,5,2,1,,
"Mujeres (096)",3012,647,69,1323,719,86,131,30,7
"Jefe o Jefa (097)",374,143,,158,63,3,6,,1
"Esposa(o)/ compa¤era(o) (098)",1100,262,3,536,227,15,49,6,2
"Hijo(a)/ hijastro(a) (099)",1164,161,48,475,332,63,61,20,4
"Yerno/ nuera (100)",74,1,,22,39,1,11,,
"Nieto(a) (101)",174,40,15,84,31,3,,1,
"Padres/ suegros (102)",23,12,,9,1,,1,,
"Otro(a) pariente (103)",94,24,3,36,24,1,3,3,
"Trabajador(a) del hogar (104)",1,,,1,,,,,
"Otro(a) no pariente (106)",8,4,,2,2,,,,
