"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",13,13,,,
"Trabajador familiar no remunerado (061)",63,60,3,,
"Trabajador del hogar (062)",8,8,,,
"De 15 a 29 años (064)",1261,1077,99,35,50
"Empleado (065)",151,61,21,21,48
"Obrero (066)",202,156,37,7,2
"Trabajador independiente (067)",521,496,25,,
"Empleador o patrono (068)",21,15,2,4,
"Trabajador familiar no remunerado (069)",268,251,14,3,
"Trabajador del hogar (070)",98,98,,,
"De 30 a 44 años (072)",1864,1473,151,93,147
"Empleado (073)",368,91,55,86,136
"Obrero (074)",221,173,31,6,11
"Trabajador independiente (075)",1041,986,55,,
"Empleador o patrono (076)",33,29,4,,
"Trabajador familiar no remunerado (077)",136,129,6,1,
"Trabajador del hogar (078)",65,65,,,
"De 45 a 64 años (080)",1360,1113,101,71,75
"Empleado (081)",230,64,33,63,70
"Obrero (082)",137,108,18,6,5
"Trabajador independiente (083)",838,796,42,,
"Empleador o patrono (084)",23,16,6,1,
"Trabajador familiar no remunerado (085)",77,74,2,1,
"Trabajador del hogar (086)",55,55,,,
"De 65 y más años (088)",384,361,16,1,6
"Empleado (089)",9,3,1,,5
"Obrero (090)",32,29,2,1,
"Trabajador independiente (091)",288,277,11,,
"Empleador o patrono (092)",11,10,1,,
"Trabajador familiar no remunerado (093)",30,28,1,,1
"Trabajador del hogar (094)",14,14,,,
,,,,,
"RURAL (096)",4335,4036,275,13,11
"Empleado (097)",67,41,12,5,9
"Obrero (098)",635,495,132,6,2
"Trabajador independiente (099)",2507,2447,60,,
"Empleador o patrono (100)",150,127,23,,
"Trabajador familiar no remunerado (101)",892,842,48,2,
"Trabajador del hogar (102)",84,84,,,
"De 06 a 14 años (104)",236,211,25,,
"Obrero (106)",24,19,5,,
"Trabajador independiente (107)",36,33,3,,
"Trabajador familiar no remunerado (109)",169,152,17,,
"Trabajador del hogar (110)",7,7,,,
"De 15 a 29 años (112)",1836,1698,125,7,6
"Empleado (113)",26,15,4,2,5
"Obrero (114)",332,257,71,3,1
"Trabajador independiente (115)",861,842,19,,
"Empleador o patrono (116)",49,42,7,,
"Trabajador familiar no remunerado (117)",521,495,24,2,
"Trabajador del hogar (118)",47,47,,,
"De 30 a 44 años (120)",1302,1232,62,4,4
"Empleado (121)",32,20,5,3,4
"Obrero (122)",156,130,25,1,
"Trabajador independiente (123)",908,890,18,,
"Empleador o patrono (124)",55,47,8,,
"Trabajador familiar no remunerado (125)",129,123,6,,
"Trabajador del hogar (126)",22,22,,,
"De 45 a 64 años (128)",779,723,53,2,1
"Empleado (129)",9,6,3,,
"Obrero (130)",102,73,26,2,1
"Trabajador independiente (131)",565,546,19,,
"Empleador o patrono (132)",35,31,4,,
"Trabajador familiar no remunerado (133)",61,60,1,,
"Trabajador del hogar (134)",7,7,,,
"De 65 y más años (136)",182,172,10,,
"Obrero (138)",21,16,5,,
"Trabajador independiente (139)",137,136,1,,
"Empleador o patrono (140)",11,7,4,,
"Trabajador familiar no remunerado (141)",12,12,,,
"Trabajador del hogar (142)",1,1,,,
