"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",628,560,61,4,3
"Educación inicial (062)",8,8,,,
"Primaria (063)",1812,1454,279,59,20
"Secundaria (064)",1319,1013,176,75,55
"Superior no univ. incompleta (065)",111,72,14,14,11
"Superior no univ. completa (066)",348,159,61,68,60
"Superior univ. incompleta (067)",63,31,9,5,18
"Superior univ. completa (068)",197,54,36,50,57
"De 06 a 14 años (070)",129,105,19,5,
"Sin nivel (071)",5,3,2,,
"Educación inicial (072)",2,2,,,
"Primaria (073)",93,79,11,3,
"Secundaria (074)",29,21,6,2,
"De 15 a 29 años (080)",1025,765,136,68,56
"Sin nivel (081)",33,28,5,,
"Educación inicial (082)",2,2,,,
"Primaria (083)",247,205,30,11,1
"Secundaria (084)",526,417,63,28,18
"Superior no univ. incompleta (085)",46,27,8,5,6
"Superior no univ. completa (086)",124,66,22,18,18
"Superior univ. incompleta (087)",17,9,1,,7
"Superior univ. completa (088)",30,11,7,6,6
"De 30 a 44 años (090)",1645,1165,242,129,109
"Sin nivel (091)",106,90,14,1,1
"Educación inicial (092)",4,4,,,
"Primaria (093)",685,549,102,27,7
"Secundaria (094)",511,383,76,31,21
"Superior no univ. incompleta (095)",45,31,4,8,2
"Superior no univ. completa (096)",176,75,26,39,36
"Superior univ. incompleta (097)",20,10,4,1,5
"Superior univ. completa (098)",98,23,16,22,37
"De 45 a 64 años (100)",1235,928,185,67,55
"Sin nivel (101)",284,256,25,2,1
"Primaria (103)",572,445,104,13,10
"Secundaria (104)",225,168,27,14,16
"Superior no univ. incompleta (105)",19,13,2,1,3
"Superior no univ. completa (106)",44,16,11,11,6
"Superior univ. incompleta (107)",24,11,3,4,6
"Superior univ. completa (108)",67,19,13,22,13
"De 65 y más años (110)",452,388,54,6,4
"Sin nivel (111)",200,183,15,1,1
"Primaria (113)",215,176,32,5,2
"Secundaria (114)",28,24,4,,
"Superior no univ. incompleta (115)",1,1,,,
"Superior no univ. completa (116)",4,2,2,,
"Superior univ. incompleta (117)",2,1,1,,
"Superior univ. completa (118)",2,1,,,1
,,,,,
"RURAL (120)",3147,2626,398,46,77
"Sin nivel (121)",511,473,34,,4
"Educación inicial (122)",5,4,1,,
"Primaria (123)",1595,1348,215,12,20
"Secundaria (124)",853,701,112,15,25
"Superior no univ. incompleta (125)",51,32,7,3,9
"Superior no univ. completa (126)",73,43,15,6,9
"Superior univ. incompleta (127)",14,6,1,2,5
"Superior univ. completa (128)",45,19,13,8,5
"De 06 a 14 años (130)",69,69,,,
"Sin nivel (131)",2,2,,,
"Primaria (133)",48,48,,,
"Secundaria (134)",19,19,,,
"De 15 a 29 años (140)",838,693,111,18,16
"Sin nivel (141)",28,26,2,,
"Educación inicial (142)",3,3,,,
"Primaria (143)",312,266,39,4,3
"Secundaria (144)",432,353,58,11,10
"Superior no univ. incompleta (145)",27,20,6,1,
"Superior no univ. completa (146)",25,16,5,1,3
"Superior univ. incompleta (147)",3,2,1,,
"Superior univ. completa (148)",8,7,,1,
"De 30 a 44 años (150)",1179,958,167,11,43
"Sin nivel (151)",141,128,11,,2
"Educación inicial (152)",2,1,1,,
"Primaria (153)",663,549,96,5,13
"Secundaria (154)",296,241,42,2,11
"Superior no univ. incompleta (155)",15,5,1,1,8
"Superior no univ. completa (156)",37,22,10,2,3
"Superior univ. incompleta (157)",5,2,,1,2
"Superior univ. completa (158)",20,10,6,,4
"De 45 a 64 años (160)",779,657,89,16,17
"Sin nivel (161)",190,176,13,,1
"Primaria (163)",455,387,62,2,4
"Secundaria (164)",93,79,8,2,4
"Superior no univ. incompleta (165)",9,7,,1,1
"Superior no univ. completa (166)",11,5,,3,3
"Superior univ. incompleta (167)",6,2,,1,3
"Superior univ. completa (168)",15,1,6,7,1
"De 65 y más años (170)",282,249,31,1,1
"Sin nivel (171)",150,141,8,,1
"Primaria (173)",117,98,18,1,
"Secundaria (174)",13,9,4,,
"Superior univ. completa (178)",2,1,1,,
