"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trabajador(a) del hogar (044)",107,3,,34,59,2,5,4,
"Pensionista (045)",164,4,,44,71,6,3,7,29
"Otro(a) no pariente (046)",1310,79,29,273,575,79,67,83,125
"Hombres (048)",53073,3278,1408,16024,22267,2004,2181,2540,3371
"Jefe o Jefa (049)",20648,491,12,6516,8864,795,1200,837,1933
"Esposa(o)/ compa¤era(o) (050)",1285,38,,364,613,52,60,54,104
"Hijo(a)/ hijastro(a) (051)",20926,1730,923,5989,8807,797,590,1216,874
"Yerno/ nuera (052)",1341,13,2,113,769,70,136,78,160
"Nieto(a) (053)",3862,675,350,1491,1072,91,39,112,32
"Padres/ suegros (054)",469,67,1,302,78,6,7,3,5
"Otro(a) pariente (055)",3697,235,102,1069,1669,139,114,197,172
"Trabajador(a) del hogar (056)",10,,,1,8,,1,,
"Pensionista (057)",121,1,,36,51,4,1,5,23
"Otro(a) no pariente (058)",714,28,18,143,336,50,33,38,68
"Mujeres (060)",54100,5314,1293,17312,19612,1883,2762,2541,3383
"Jefe o Jefa (061)",8352,973,4,3023,2727,253,469,291,612
"Esposa(o)/ compa¤era(o) (062)",16097,1219,12,5389,6111,600,1053,490,1223
"Hijo(a)/ hijastro(a) (063)",19913,1699,865,5659,7562,747,898,1313,1170
"Yerno/ nuera (064)",1104,6,1,99,688,55,103,78,74
"Nieto(a) (065)",3627,627,328,1498,924,49,34,120,47
"Padres/ suegros (066)",1092,438,,520,103,7,12,,12
"Otro(a) pariente (067)",3179,295,72,953,1187,139,153,198,182
"Trabajador(a) del hogar (068)",97,3,,33,51,2,4,4,
"Pensionista (069)",43,3,,8,20,2,2,2,6
"Otro(a) no pariente (070)",596,51,11,130,239,29,34,45,57
,,,,,,,,,
"RURAL (072)",18377,2909,465,6724,6802,395,297,452,333
"Jefe o Jefa (073)",5159,832,1,1969,1944,106,83,109,115
"Esposa(o)/ compa¤era(o) (074)",3445,773,7,1258,1147,68,67,40,85
"Hijo(a)/ hijastro(a) (075)",7189,806,344,2605,2796,162,126,256,94
"Yerno/ nuera (076)",326,8,1,54,222,10,6,9,16
"Nieto(a) (077)",890,167,84,359,236,17,1,20,6
"Padres/ suegros (078)",214,131,,68,9,,,,6
"Otro(a) pariente (079)",1027,178,25,357,399,31,12,17,8
"Trabajador(a) del hogar (080)",3,,,1,2,,,,
"Pensionista (081)",5,,,2,3,,,,
"Otro(a) no pariente (082)",119,14,3,51,44,1,2,1,3
"Hombres (084)",9679,1070,233,3628,3931,231,132,276,178
"Jefe o Jefa (085)",4180,465,,1641,1718,96,69,90,101
"Esposa(o)/ compa¤era(o) (086)",154,13,,47,78,2,1,9,4
"Hijo(a)/ hijastro(a) (087)",3935,405,166,1428,1591,90,53,154,48
"Yerno/ nuera (088)",182,5,,27,125,7,4,4,10
"Nieto(a) (089)",464,73,49,191,129,11,,8,3
"Padres/ suegros (090)",73,26,,38,3,,,,6
"Otro(a) pariente (091)",597,73,16,213,250,25,5,10,5
"Pensionista (093)",4,,,1,3,,,,
"Otro(a) no pariente (094)",90,10,2,42,34,,,1,1
"Mujeres (096)",8698,1839,232,3096,2871,164,165,176,155
"Jefe o Jefa (097)",979,367,1,328,226,10,14,19,14
"Esposa(o)/ compa¤era(o) (098)",3291,760,7,1211,1069,66,66,31,81
"Hijo(a)/ hijastro(a) (099)",3254,401,178,1177,1205,72,73,102,46
"Yerno/ nuera (100)",144,3,1,27,97,3,2,5,6
"Nieto(a) (101)",426,94,35,168,107,6,1,12,3
"Padres/ suegros (102)",141,105,,30,6,,,,
"Otro(a) pariente (103)",430,105,9,144,149,6,7,7,3
"Trabajador(a) del hogar (104)",3,,,1,2,,,,
"Pensionista (105)",1,,,1,,,,,
"Otro(a) no pariente (106)",29,4,1,9,10,1,2,,2
