"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",183,172,1,110,48,8,5,,,,11,250
"De 25 a 29 años (024)",199,187,,60,72,28,25,2,,,12,406
"De 30 a 34 años (025)",211,209,1,39,70,54,36,8,1,,2,553
"De 35 a 39 años (026)",251,248,1,30,72,69,60,13,3,,3,755
"De 40 a 44 años (027)",252,249,,19,74,60,62,26,7,1,3,852
"De 45 a 49 años (028)",198,195,,19,42,46,53,23,10,2,3,730
"De 50 y más años (029)",357,355,2,21,36,57,98,67,50,24,2,1808
"Desocupada (030)",23,21,,3,6,5,6,1,,,2,61
"De 20 a 24 años (033)",3,2,,2,,,,,,,1,2
"De 30 a 34 años (035)",3,3,,,1,2,,,,,,8
"De 35 a 39 años (036)",5,5,,,1,2,1,1,,,,19
"De 40 a 44 años (037)",5,4,,,3,,1,,,,1,10
"De 45 a 49 años (038)",3,3,,1,,,2,,,,,9
"De 50 y más años (039)",4,4,,,1,1,2,,,,,13
"No PEA (040)",4475,4366,16,840,931,719,910,519,293,138,109,16192
"De 12 a 14 años (041)",19,6,,6,,,,,,,13,6
"De 15 a 19 años (042)",256,229,4,185,36,4,,,,,27,269
"De 20 a 24 años (043)",575,547,3,285,195,53,11,,,,28,881
"De 25 a 29 años (044)",587,572,3,162,221,114,69,3,,,15,1258
"De 30 a 34 años (045)",562,554,2,73,173,151,126,27,2,,8,1598
"De 35 a 39 años (046)",500,498,1,45,124,116,138,56,17,1,2,1764
"De 40 a 44 años (047)",395,391,,26,60,82,124,71,21,7,4,1655
"De 45 a 49 años (048)",346,343,1,9,50,71,106,61,33,12,3,1586
"De 50 y más años (049)",1235,1226,2,49,72,128,336,301,220,118,9,7175
,,,,,,,,,,,,
"URBANA (060)",3741,3637,13,654,879,706,732,379,202,72,104,12646
"De 12 a 14 años (061)",16,5,,5,,,,,,,11,5
"De 15 a 19 años (062)",112,93,2,75,14,2,,,,,19,109
"De 20 a 24 años (063)",311,283,2,174,92,13,2,,,,28,405
"De 25 a 29 años (064)",378,362,1,144,149,50,16,2,,,16,669
"De 30 a 34 años (065)",468,460,3,84,171,135,62,5,,,8,1122
"De 35 a 39 años (066)",478,475,1,53,161,130,103,23,4,,3,1395
"De 40 a 44 años (067)",460,454,,36,121,120,121,45,10,1,6,1545
"De 45 a 49 años (068)",359,354,,26,79,94,103,37,12,3,5,1284
"De 50 y más años (069)",1159,1151,4,57,92,162,325,267,176,68,8,6112
"PEA (070)",1166,1134,3,212,321,247,220,77,40,14,32,3530
"De 12 a 14 años (071)",1,1,,1,,,,,,,,1
"De 15 a 19 años (072)",17,16,,12,4,,,,,,1,20
"De 20 a 24 años (073)",75,63,,45,15,3,,,,,12,84
"De 25 a 29 años (074)",100,92,,39,40,9,3,1,,,8,164
"De 30 a 34 años (075)",136,134,1,35,53,31,13,1,,,2,295
"De 35 a 39 años (076)",185,183,,24,63,53,39,4,,,2,506
"De 40 a 44 años (077)",211,208,,19,71,56,46,12,4,,3,636
"De 45 a 49 años (078)",155,153,,18,40,43,37,11,3,1,2,497
"De 50 y más años (079)",286,284,2,19,35,52,82,48,33,13,2,1327
"Ocupada (080)",1146,1116,3,210,315,243,215,76,40,14,30,3477
"De 12 a 14 años (081)",1,1,,1,,,,,,,,1
"De 15 a 19 años (082)",17,16,,12,4,,,,,,1,20
"De 20 a 24 años (083)",73,62,,44,15,3,,,,,11,83
"De 25 a 29 años (084)",100,92,,39,40,9,3,1,,,8,164
"De 30 a 34 años (085)",133,131,1,35,52,29,13,1,,,2,287
"De 35 a 39 años (086)",181,179,,24,62,52,38,3,,,2,490
"De 40 a 44 años (087)",207,205,,19,68,56,46,12,4,,2,630
"De 45 a 49 años (088)",152,150,,17,40,43,35,11,3,1,2,488
"De 50 y más años (089)",282,280,2,19,34,51,80,48,33,13,2,1314
"Desocupada (090)",20,18,,2,6,4,5,1,,,2,53
"De 20 a 24 años (093)",2,1,,1,,,,,,,1,1
"De 30 a 34 años (095)",3,3,,,1,2,,,,,,8
"De 35 a 39 años (096)",4,4,,,1,1,1,1,,,,16
"De 40 a 44 años (097)",4,3,,,3,,,,,,1,6
"De 45 a 49 años (098)",3,3,,1,,,2,,,,,9
"De 50 y más años (099)",4,4,,,1,1,2,,,,,13
"No PEA (100)",2575,2503,10,442,558,459,512,302,162,58,72,9116
"De 12 a 14 años (101)",15,4,,4,,,,,,,11,4
"De 15 a 19 años (102)",95,77,2,63,10,2,,,,,18,89
"De 20 a 24 años (103)",236,220,2,129,77,10,2,,,,16,321
"De 25 a 29 años (104)",278,270,1,105,109,41,13,1,,,8,505
"De 30 a 34 años (105)",332,326,2,49,118,104,49,4,,,6,827
"De 35 a 39 años (106)",293,292,1,29,98,77,64,19,4,,1,889
"De 40 a 44 años (107)",249,246,,17,50,64,75,33,6,1,3,909
"De 45 a 49 años (108)",204,201,,8,39,51,66,26,9,2,3,787
"De 50 y más años (109)",873,867,2,38,57,110,243,219,143,55,6,4785
,,,,,,,,,,,,
"RURAL (120)",2471,2422,8,536,480,340,523,280,162,93,49,9026
"De 12 a 14 años (121)",8,3,,3,,,,,,,5,3
"De 15 a 19 años (122)",202,191,2,157,30,2,,,,,11,223
"De 20 a 24 años (123)",450,438,2,223,151,48,14,,,,12,728
"De 25 a 29 años (124)",408,397,2,78,144,92,78,3,,,11,995
"De 30 a 34 años (125)",308,306,,28,73,72,100,30,3,,2,1037
"De 35 a 39 años (126)",278,276,1,22,36,57,96,47,16,1,2,1143
"De 40 a 44 años (127)",192,190,,9,16,22,66,52,18,7,2,972
"De 45 a 49 años (128)",188,187,1,3,13,23,58,47,31,11,1,1041
"De 50 y más años (129)",437,434,,13,17,24,111,101,94,74,3,2884
"PEA (130)",571,559,2,138,107,80,125,63,31,13,12,1950
"De 12 a 14 años (131)",4,1,,1,,,,,,,3,1
"De 15 a 19 años (132)",41,39,,35,4,,,,,,2,43
"De 20 a 24 años (133)",111,111,1,67,33,5,5,,,,,168
"De 25 a 29 años (134)",99,95,,21,32,19,22,1,,,4,242
"De 30 a 34 años (135)",78,78,,4,18,25,23,7,1,,,266
"De 35 a 39 años (136)",71,70,1,6,10,18,22,10,3,,1,268
"De 40 a 44 años (137)",46,45,,,6,4,17,14,3,1,1,226
"De 45 a 49 años (138)",46,45,,2,2,3,18,12,7,1,1,242
"De 50 y más años (139)",75,75,,2,2,6,18,19,17,11,,494
"Ocupada (140)",568,556,2,137,107,79,124,63,31,13,12,1942
"De 12 a 14 años (141)",4,1,,1,,,,,,,3,1
"De 15 a 19 años (142)",41,39,,35,4,,,,,,2,43
"De 20 a 24 años (143)",110,110,1,66,33,5,5,,,,,167
"De 25 a 29 años (144)",99,95,,21,32,19,22,1,,,4,242
"De 30 a 34 años (145)",78,78,,4,18,25,23,7,1,,,266
"De 35 a 39 años (146)",70,69,1,6,10,17,22,10,3,,1,265
"De 40 a 44 años (147)",45,44,,,6,4,16,14,3,1,1,222
"De 45 a 49 años (148)",46,45,,2,2,3,18,12,7,1,1,242
"De 50 y más años (149)",75,75,,2,2,6,18,19,17,11,,494
"Desocupada (150)",3,3,,1,,1,1,,,,,8
"De 20 a 24 años (153)",1,1,,1,,,,,,,,1
"De 35 a 39 años (156)",1,1,,,,1,,,,,,3
"De 40 a 44 años (157)",1,1,,,,,1,,,,,4
"No PEA (160)",1900,1863,6,398,373,260,398,217,131,80,37,7076
"De 12 a 14 años (161)",4,2,,2,,,,,,,2,2
"De 15 a 19 años (162)",161,152,2,122,26,2,,,,,9,180
"De 20 a 24 años (163)",339,327,1,156,118,43,9,,,,12,560
"De 25 a 29 años (164)",309,302,2,57,112,73,56,2,,,7,753
"De 30 a 34 años (165)",230,228,,24,55,47,77,23,2,,2,771
"De 35 a 39 años (166)",207,206,,16,26,39,74,37,13,1,1,875
"De 40 a 44 años (167)",146,145,,9,10,18,49,38,15,6,1,746
"De 45 a 49 años (168)",142,142,1,1,11,20,40,35,24,10,,799
"De 50 y más años (169)",362,359,,11,15,18,93,82,77,63,3,2390
