"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (044)",104,1,35,19,33,16
"Desocupado (045)",227,2,90,65,56,14
"Mujeres (046)",2849,105,708,838,814,384
"Agric., ganadería, caza y silvicultura (047)",1513,73,265,359,515,301
"Pesca (048)",1,,,1,,
"Explotación de minas y canteras (049)",18,,8,9,1,
"Industrias manufactureras (050)",28,,3,13,8,4
"Construcción (052)",45,2,13,15,14,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",296,13,73,110,90,10
"Venta, mant.y rep. veh.autom.y motoc. (054)",1,,1,,,
"Comercio al por mayor (055)",2,,1,1,,
"Comercio al por menor (056)",293,13,71,109,90,10
"Hoteles y restaurantes (057)",198,4,57,57,59,21
"Trans., almac. y comunicaciones (058)",7,4,,2,1,
"Intermediación financiera (059)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (060)",17,,9,6,2,
"Admin.pub. y defensa; p. segur.soc afil (061)",93,,47,37,9,
"Enseñanza (062)",217,,62,118,37,
"Servicios sociales y de salud (063)",62,,29,30,3,
"Otras activ. serv.comun.soc y personales (064)",33,4,17,6,4,2
"Hogares privados con servicio doméstico (065)",57,1,30,9,12,5
"Actividad economica no especificada (067)",170,,38,41,53,38
"Desocupado (068)",91,4,55,24,6,2
,,,,,,
"URBANA (069)",6747,214,1690,2276,1789,778
"Agric., ganadería, caza y silvicultura (070)",3475,160,683,958,1039,635
"Pesca (071)",4,,1,1,2,
"Explotación de minas y canteras (072)",573,,197,282,90,4
"Industrias manufactureras (073)",110,,33,45,23,9
"Suministro de electricidad, gas y agua (074)",4,,,2,2,
"Construcción (075)",368,8,127,142,78,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",433,22,96,161,132,22
"Venta, mant.y rep. veh.autom.y motoc. (077)",12,,6,3,3,
"Comercio al por mayor (078)",8,,2,3,3,
"Comercio al por menor (079)",413,22,88,155,126,22
"Hoteles y restaurantes (080)",202,4,55,62,59,22
"Trans., almac. y comunicaciones (081)",101,12,36,37,15,1
"Intermediación financiera (082)",5,,3,1,1,
"Activid.inmobil., empres. y alquileres (083)",49,,18,27,4,
"Admin.pub. y defensa; p. segur.soc afil (084)",277,,101,107,67,2
"Enseñanza (085)",499,,99,254,142,4
"Servicios sociales y de salud (086)",99,,37,54,6,2
"Otras activ. serv.comun.soc y personales (087)",39,4,17,10,6,2
"Hogares privados con servicio doméstico (088)",55,1,29,9,12,4
"Actividad economica no especificada (090)",218,1,52,49,70,46
"Desocupado (091)",236,2,106,75,41,12
"Hombres (092)",4431,121,1118,1557,1127,508
"Agric., ganadería, caza y silvicultura (093)",2333,95,481,672,649,436
"Pesca (094)",4,,1,1,2,
"Explotación de minas y canteras (095)",555,,189,273,89,4
"Industrias manufactureras (096)",84,,32,32,15,5
"Suministro de electricidad, gas y agua (097)",4,,,2,2,
"Construcción (098)",336,7,118,130,69,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",149,9,26,57,44,13
"Venta, mant.y rep. veh.autom.y motoc. (100)",11,,5,3,3,
"Comercio al por mayor (101)",6,,1,2,3,
"Comercio al por menor (102)",132,9,20,52,38,13
"Hoteles y restaurantes (103)",23,,7,8,5,3
"Trans., almac. y comunicaciones (104)",95,8,36,35,15,1
"Intermediación financiera (105)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (106)",33,,10,21,2,
"Admin.pub. y defensa; p. segur.soc afil (107)",185,,55,70,58,2
"Enseñanza (108)",310,,47,153,106,4
"Servicios sociales y de salud (109)",44,,10,29,3,2
"Otras activ. serv.comun.soc y personales (110)",9,,2,4,3,
"Actividad economica no especificada (113)",88,1,29,14,29,15
"Desocupado (114)",177,1,74,56,35,11
"Mujeres (115)",2316,93,572,719,662,270
"Agric., ganadería, caza y silvicultura (116)",1142,65,202,286,390,199
"Explotación de minas y canteras (118)",18,,8,9,1,
"Industrias manufactureras (119)",26,,1,13,8,4
"Construcción (121)",32,1,9,12,9,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",284,13,70,104,88,9
"Venta, mant.y rep. veh.autom.y motoc. (123)",1,,1,,,
"Comercio al por mayor (124)",2,,1,1,,
"Comercio al por menor (125)",281,13,68,103,88,9
"Hoteles y restaurantes (126)",179,4,48,54,54,19
"Trans., almac. y comunicaciones (127)",6,4,,2,,
"Intermediación financiera (128)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (129)",16,,8,6,2,
"Admin.pub. y defensa; p. segur.soc afil (130)",92,,46,37,9,
"Enseñanza (131)",189,,52,101,36,
"Servicios sociales y de salud (132)",55,,27,25,3,
"Otras activ. serv.comun.soc y personales (133)",30,4,15,6,3,2
"Hogares privados con servicio doméstico (134)",55,1,29,9,12,4
"Actividad economica no especificada (136)",130,,23,35,41,31
"Desocupado (137)",59,1,32,19,6,1
,,,,,,
"RURAL (138)",1898,41,444,528,514,371
"Agric., ganadería, caza y silvicultura (139)",1368,33,235,354,401,345
"Pesca (140)",4,,3,1,,
"Explotación de minas y canteras (141)",21,,7,11,3,
"Industrias manufactureras (142)",18,,7,3,6,2
"Construcción (144)",142,1,57,46,31,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",33,3,8,15,6,1
"Comercio al por mayor (147)",3,,,2,1,
"Comercio al por menor (148)",30,3,8,13,5,1
"Hoteles y restaurantes (149)",23,,10,5,6,2
"Trans., almac. y comunicaciones (150)",12,,5,3,4,
"Activid.inmobil., empres. y alquileres (152)",4,,2,2,,
"Admin.pub. y defensa; p. segur.soc afil (153)",37,,17,14,5,1
"Enseñanza (154)",76,,25,39,12,
"Servicios sociales y de salud (155)",15,,4,10,1,
"Otras activ. serv.comun.soc y personales (156)",5,,3,,2,
"Hogares privados con servicio doméstico (157)",2,,1,,,1
"Actividad economica no especificada (159)",56,,21,11,16,8
"Desocupado (160)",82,4,39,14,21,4
"Hombres (161)",1365,29,308,409,362,257
"Agric., ganadería, caza y silvicultura (162)",997,25,172,281,276,243
"Pesca (163)",3,,3,,,
"Explotación de minas y canteras (164)",21,,7,11,3,
"Industrias manufactureras (165)",16,,5,3,6,2
"Construcción (167)",129,,53,43,26,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",21,3,5,9,4,
"Comercio al por mayor (170)",3,,,2,1,
"Comercio al por menor (171)",18,3,5,7,3,
"Hoteles y restaurantes (172)",4,,1,2,1,
"Trans., almac. y comunicaciones (173)",11,,5,3,3,
"Activid.inmobil., empres. y alquileres (175)",3,,1,2,,
"Admin.pub. y defensa; p. segur.soc afil (176)",36,,16,14,5,1
"Enseñanza (177)",48,,15,22,11,
"Servicios sociales y de salud (178)",8,,2,5,1,
"Otras activ. serv.comun.soc y personales (179)",2,,1,,1,
"Actividad economica no especificada (182)",16,,6,5,4,1
"Desocupado (183)",50,1,16,9,21,3
"Mujeres (184)",533,12,136,119,152,114
"Agric., ganadería, caza y silvicultura (185)",371,8,63,73,125,102
"Pesca (186)",1,,,1,,
"Industrias manufactureras (188)",2,,2,,,
"Construcción (190)",13,1,4,3,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",12,,3,6,2,1
"Comercio al por menor (194)",12,,3,6,2,1
"Hoteles y restaurantes (195)",19,,9,3,5,2
"Trans., almac. y comunicaciones (196)",1,,,,1,
"Activid.inmobil., empres. y alquileres (198)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc afil (199)",1,,1,,,
"Enseñanza (200)",28,,10,17,1,
"Servicios sociales y de salud (201)",7,,2,5,,
"Otras activ. serv.comun.soc y personales (202)",3,,2,,1,
"Hogares privados con servicio doméstico (203)",2,,1,,,1
"Actividad economica no especificada (205)",40,,15,6,12,7
"Desocupado (206)",32,3,23,5,,1
