"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Padres/ suegros (042)",4361,1663,,1917,494,32,113,28,114
"Otro(a) pariente (043)",22745,1913,527,5904,8355,1286,1228,1811,1721
"Trabajador(a) del hogar (044)",550,37,,184,263,28,11,24,3
"Pensionista (045)",427,19,,91,152,28,19,54,64
"Otro(a) no pariente (046)",4384,264,57,847,1663,273,319,452,509
"Hombres (048)",170757,10975,4875,44656,61377,9350,10742,12886,15896
"Jefe o Jefa (049)",62904,1911,20,15530,23056,3776,5858,3892,8861
"Esposa(o)/ compa¤era(o) (050)",4090,134,6,880,1780,254,281,293,462
"Hijo(a)/ hijastro(a) (051)",71422,5661,3407,19113,25372,3786,3045,6500,4538
"Yerno/ nuera (052)",4262,32,,360,1965,278,530,371,726
"Nieto(a) (053)",12067,2024,1148,4469,3139,357,138,648,144
"Padres/ suegros (054)",1274,248,,707,208,15,39,9,48
"Otro(a) pariente (055)",12106,832,263,3042,4808,711,673,936,841
"Trabajador(a) del hogar (056)",41,4,,10,20,4,,2,1
"Pensionista (057)",295,6,,72,108,16,13,33,47
"Otro(a) no pariente (058)",2296,123,31,473,921,153,165,202,228
"Mujeres (060)",176064,17543,4717,47392,56301,8784,11524,13357,16446
"Jefe o Jefa (061)",26109,3446,15,7398,7429,1311,2250,1415,2845
"Esposa(o)/ compa¤era(o) (062)",50726,4193,34,12721,17663,2804,4872,2656,5783
"Hijo(a)/ hijastro(a) (063)",67477,5354,3227,17995,21479,3369,3111,7005,5937
"Yerno/ nuera (064)",3982,34,3,371,2039,311,371,411,442
"Nieto(a) (065)",11315,1833,1148,4268,2829,241,120,683,193
"Padres/ suegros (066)",3087,1415,,1210,286,17,74,19,66
"Otro(a) pariente (067)",10639,1081,264,2862,3547,575,555,875,880
"Trabajador(a) del hogar (068)",509,33,,174,243,24,11,22,2
"Pensionista (069)",132,13,,19,44,12,6,21,17
"Otro(a) no pariente (070)",2088,141,26,374,742,120,154,250,281
,,,,,,,,,
"RURAL (072)",24372,4181,631,11577,6824,325,301,294,239
"Jefe o Jefa (073)",6622,1080,5,3443,1761,79,95,58,101
"Esposa(o)/ compa¤era(o) (074)",4388,1028,9,2191,981,50,55,54,20
"Hijo(a)/ hijastro(a) (075)",10110,1347,495,4511,3250,159,101,155,92
"Yerno/ nuera (076)",378,4,,123,208,7,23,7,6
"Nieto(a) (077)",1193,281,92,557,240,5,7,8,3
"Padres/ suegros (078)",358,215,,132,7,,2,,2
"Otro(a) pariente (079)",1162,199,30,543,333,23,14,12,8
"Trabajador(a) del hogar (080)",5,,,4,1,,,,
"Pensionista (081)",5,,,2,,,,,3
"Otro(a) no pariente (082)",151,27,,71,43,2,4,,4
"Hombres (084)",13084,1630,354,6390,4085,171,166,134,154
"Jefe o Jefa (085)",5292,613,5,2871,1546,61,77,45,74
"Esposa(o)/ compa¤era(o) (086)",273,24,,166,74,3,2,,4
"Hijo(a)/ hijastro(a) (087)",5717,697,277,2508,1955,82,60,81,57
"Yerno/ nuera (088)",161,2,,51,89,2,10,2,5
"Nieto(a) (089)",674,146,51,318,149,4,4,,2
"Padres/ suegros (090)",134,41,,88,4,,1,,
"Otro(a) pariente (091)",710,91,21,326,233,17,9,6,7
"Trabajador(a) del hogar (092)",1,,,1,,,,,
"Pensionista (093)",3,,,2,,,,,1
"Otro(a) no pariente (094)",119,16,,59,35,2,3,,4
"Mujeres (096)",11288,2551,277,5187,2739,154,135,160,85
"Jefe o Jefa (097)",1330,467,,572,215,18,18,13,27
"Esposa(o)/ compa¤era(o) (098)",4115,1004,9,2025,907,47,53,54,16
"Hijo(a)/ hijastro(a) (099)",4393,650,218,2003,1295,77,41,74,35
"Yerno/ nuera (100)",217,2,,72,119,5,13,5,1
"Nieto(a) (101)",519,135,41,239,91,1,3,8,1
"Padres/ suegros (102)",224,174,,44,3,,1,,2
"Otro(a) pariente (103)",452,108,9,217,100,6,5,6,1
"Trabajador(a) del hogar (104)",4,,,3,1,,,,
"Pensionista (105)",2,,,,,,,,2
"Otro(a) no pariente (106)",32,11,,12,8,,1,,
