"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",271,271,,,
"De 06 a 14 años (056)",416,359,45,11,1
"Empleado (057)",43,32,8,3,
"Obrero (058)",33,26,4,3,
"Trabajador independiente (059)",77,69,8,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",234,203,25,5,1
"Trabajador del hogar (062)",28,28,,,
"De 15 a 29 años (064)",4538,3610,459,215,254
"Empleado (065)",988,465,178,141,204
"Obrero (066)",853,627,117,59,50
"Trabajador independiente (067)",1842,1725,117,,
"Empleador o patrono (068)",61,53,6,2,
"Trabajador familiar no remunerado (069)",634,580,41,13,
"Trabajador del hogar (070)",160,160,,,
"De 30 a 44 años (072)",4864,3474,451,370,569
"Empleado (073)",1353,297,224,318,514
"Obrero (074)",692,519,78,42,53
"Trabajador independiente (075)",2304,2189,115,,
"Empleador o patrono (076)",87,76,6,3,2
"Trabajador familiar no remunerado (077)",379,344,28,7,
"Trabajador del hogar (078)",49,49,,,
"De 45 a 64 años (080)",3159,2564,212,146,237
"Empleado (081)",510,121,67,120,202
"Obrero (082)",419,326,38,22,33
"Trabajador independiente (083)",1871,1796,75,,
"Empleador o patrono (084)",77,61,12,3,1
"Trabajador familiar no remunerado (085)",254,232,20,1,1
"Trabajador del hogar (086)",28,28,,,
"De 65 y más años (088)",646,605,23,8,10
"Empleado (089)",27,14,5,3,5
"Obrero (090)",72,59,5,4,4
"Trabajador independiente (091)",446,435,11,,
"Empleador o patrono (092)",19,17,2,,
"Trabajador familiar no remunerado (093)",76,74,,1,1
"Trabajador del hogar (094)",6,6,,,
,,,,,
"RURAL (096)",14282,13286,663,183,150
"Empleado (097)",385,213,56,36,80
"Obrero (098)",2367,1952,230,117,68
"Trabajador independiente (099)",8379,8142,237,,
"Empleador o patrono (100)",322,295,20,7,
"Trabajador familiar no remunerado (101)",2755,2610,120,23,2
"Trabajador del hogar (102)",74,74,,,
"De 06 a 14 años (104)",250,234,14,2,
"Empleado (105)",4,4,,,
"Obrero (106)",26,22,2,2,
"Trabajador independiente (107)",23,22,1,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",191,180,11,,
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",5457,4993,314,89,61
"Empleado (113)",179,111,21,13,34
"Obrero (114)",1107,910,113,59,25
"Trabajador independiente (115)",2585,2489,96,,
"Empleador o patrono (116)",97,82,11,4,
"Trabajador familiar no remunerado (117)",1430,1342,73,13,2
"Trabajador del hogar (118)",59,59,,,
"De 30 a 44 años (120)",4544,4193,210,71,70
"Empleado (121)",163,80,26,17,40
"Obrero (122)",720,568,76,46,30
"Trabajador independiente (123)",2899,2820,79,,
"Empleador o patrono (124)",127,120,5,2,
"Trabajador familiar no remunerado (125)",629,599,24,6,
"Trabajador del hogar (126)",6,6,,,
"De 45 a 64 años (128)",3096,2961,105,14,16
"Empleado (129)",37,17,9,5,6
"Obrero (130)",415,366,32,7,10
"Trabajador independiente (131)",2164,2115,49,,
"Empleador o patrono (132)",77,73,4,,
"Trabajador familiar no remunerado (133)",400,387,11,2,
"Trabajador del hogar (134)",3,3,,,
"De 65 y más años (136)",935,905,20,7,3
"Empleado (137)",2,1,,1,
"Obrero (138)",99,86,7,3,3
"Trabajador independiente (139)",708,696,12,,
"Empleador o patrono (140)",20,19,,1,
"Trabajador familiar no remunerado (141)",105,102,1,2,
"Trabajador del hogar (142)",1,1,,,
