"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (061)",12,6,6,,
"Trabajador del hogar (062)",13,13,,,
"De 15 a 29 años (064)",635,458,42,21,114
"Empleado (065)",173,38,8,16,111
"Obrero (066)",93,69,18,3,3
"Trabajador independiente (067)",224,216,8,,
"Empleador o patrono (068)",1,1,,,
"Trabajador familiar no remunerado (069)",78,68,8,2,
"Trabajador del hogar (070)",66,66,,,
"De 30 a 44 años (072)",604,361,42,39,162
"Empleado (073)",238,32,20,30,156
"Obrero (074)",58,38,5,9,6
"Trabajador independiente (075)",251,236,15,,
"Empleador o patrono (076)",2,2,,,
"Trabajador familiar no remunerado (077)",45,43,2,,
"Trabajador del hogar (078)",10,10,,,
"De 45 a 64 años (080)",313,217,21,11,64
"Empleado (081)",84,6,7,11,60
"Obrero (082)",24,16,4,,4
"Trabajador independiente (083)",161,152,9,,
"Empleador o patrono (084)",4,4,,,
"Trabajador familiar no remunerado (085)",30,29,1,,
"Trabajador del hogar (086)",10,10,,,
"De 65 y más años (088)",29,20,5,3,1
"Empleado (089)",8,2,2,3,1
"Trabajador independiente (091)",17,15,2,,
"Trabajador familiar no remunerado (093)",4,3,1,,
,,,,,
"RURAL (096)",8750,8095,217,67,371
"Empleado (097)",575,111,66,41,357
"Obrero (098)",374,293,46,23,12
"Trabajador independiente (099)",5014,4938,76,,
"Empleador o patrono (100)",32,28,2,1,1
"Trabajador familiar no remunerado (101)",2729,2699,27,2,1
"Trabajador del hogar (102)",26,26,,,
"De 06 a 14 años (104)",194,188,4,2,
"Obrero (106)",7,5,1,1,
"Trabajador independiente (107)",41,40,1,,
"Trabajador familiar no remunerado (109)",143,140,2,1,
"Trabajador del hogar (110)",3,3,,,
"De 15 a 29 años (112)",3901,3719,81,18,83
"Empleado (113)",155,47,18,9,81
"Obrero (114)",183,154,19,9,1
"Trabajador independiente (115)",2006,1973,33,,
"Empleador o patrono (116)",11,10,,,1
"Trabajador familiar no remunerado (117)",1529,1518,11,,
"Trabajador del hogar (118)",17,17,,,
"De 30 a 44 años (120)",3048,2719,99,36,194
"Empleado (121)",294,44,37,24,189
"Obrero (122)",132,96,21,10,5
"Trabajador independiente (123)",1843,1813,30,,
"Empleador o patrono (124)",13,10,2,1,
"Trabajador familiar no remunerado (125)",761,751,9,1,
"Trabajador del hogar (126)",5,5,,,
"De 45 a 64 años (128)",1445,1309,32,11,93
"Empleado (129)",123,18,11,8,86
"Obrero (130)",48,34,5,3,6
"Trabajador independiente (131)",985,974,11,,
"Empleador o patrono (132)",8,8,,,
"Trabajador familiar no remunerado (133)",280,274,5,,1
"Trabajador del hogar (134)",1,1,,,
"De 65 y más años (136)",162,160,1,,1
"Empleado (137)",3,2,,,1
"Obrero (138)",4,4,,,
"Trabajador independiente (139)",139,138,1,,
"Trabajador familiar no remunerado (141)",16,16,,,
