"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",3146,42,1700,817,481,106
"Sin nivel (031)",53,2,24,7,9,11
"Educación inicial (032)",2,1,1,,,
"Primaria (033)",492,22,138,117,152,63
"Secundaria (034)",1536,17,878,397,223,21
"Superior no univ. incompleta (035)",260,,176,64,16,4
"Superior no univ. completa (036)",439,,261,135,39,4
"Superior univ. incompleta (037)",119,,83,23,12,1
"Superior univ. completa (038)",245,,139,74,30,2
"No PEA (040)",91754,33744,25390,11183,11812,9625
"Sin nivel (041)",2891,363,244,251,733,1300
"Educación inicial (042)",2262,2184,61,17,,
"Primaria (043)",39722,23681,1908,2566,5571,5996
"Secundaria (044)",33832,7516,15516,5505,3719,1576
"Superior no univ. incompleta (045)",4604,,3484,757,280,83
"Superior no univ. completa (046)",3568,,1307,1230,743,288
"Superior univ. incompleta (047)",2845,,2328,287,171,59
"Superior univ. completa (048)",2030,,542,570,595,323
,,,,,,
"URBANA (060)",151360,30783,47340,35788,26439,11010
"Sin nivel (061)",2929,327,321,352,783,1146
"Educación inicial (062)",2125,2011,84,30,,
"Primaria (063)",44887,21296,3057,4771,8981,6782
"Secundaria (064)",63005,7149,27063,16850,9930,2013
"Superior no univ. incompleta (065)",10061,,5922,2885,1127,127
"Superior no univ. completa (066)",13987,,5099,6030,2483,375
"Superior univ. incompleta (067)",5751,,3553,1332,773,93
"Superior univ. completa (068)",8615,,2241,3538,2362,474
"PEA (070)",70408,756,25019,25998,16060,2575
"Sin nivel (071)",656,10,96,155,248,147
"Educación inicial (072)",49,7,28,14,,
"Primaria (073)",10466,376,1533,2665,4311,1581
"Secundaria (074)",32900,363,13494,12038,6488,517
"Superior no univ. incompleta (075)",5932,,2870,2166,851,45
"Superior no univ. completa (076)",10691,,3932,4898,1770,91
"Superior univ. incompleta (077)",3026,,1325,1059,606,36
"Superior univ. completa (078)",6688,,1741,3003,1786,158
"Ocupada (080)",67495,720,23456,25226,15613,2480
"Sin nivel (081)",606,9,74,148,239,136
"Educación inicial (082)",47,6,27,14,,
"Primaria (083)",10025,356,1409,2556,4177,1527
"Secundaria (084)",31487,349,12694,11665,6281,498
"Superior no univ. incompleta (085)",5684,,2702,2106,835,41
"Superior no univ. completa (086)",10284,,3697,4769,1731,87
"Superior univ. incompleta (087)",2909,,1244,1036,594,35
"Superior univ. completa (088)",6453,,1609,2932,1756,156
"Desocupada (090)",2913,36,1563,772,447,95
"Sin nivel (091)",50,1,22,7,9,11
"Educación inicial (092)",2,1,1,,,
"Primaria (093)",441,20,124,109,134,54
"Secundaria (094)",1413,14,800,373,207,19
"Superior no univ. incompleta (095)",248,,168,60,16,4
"Superior no univ. completa (096)",407,,235,129,39,4
"Superior univ. incompleta (097)",117,,81,23,12,1
"Superior univ. completa (098)",235,,132,71,30,2
"No PEA (100)",80952,30027,22321,9790,10379,8435
"Sin nivel (101)",2273,317,225,197,535,999
"Educación inicial (102)",2076,2004,56,16,,
"Primaria (103)",34421,20920,1524,2106,4670,5201
"Secundaria (104)",30105,6786,13569,4812,3442,1496
"Superior no univ. incompleta (105)",4129,,3052,719,276,82
"Superior no univ. completa (106)",3296,,1167,1132,713,284
"Superior univ. incompleta (107)",2725,,2228,273,167,57
"Superior univ. completa (108)",1927,,500,535,576,316
,,,,,,
"RURAL (120)",18858,3781,5862,4190,3403,1622
"Sin nivel (121)",923,48,38,121,331,385
"Educación inicial (122)",190,180,8,2,,
"Primaria (123)",7651,2802,803,1133,1833,1080
"Secundaria (124)",7760,751,3651,2220,1008,130
"Superior no univ. incompleta (125)",859,,631,176,46,6
"Superior no univ. completa (126)",898,,464,329,99,6
"Superior univ. incompleta (127)",221,,141,50,26,4
"Superior univ. completa (128)",356,,126,159,60,11
"PEA (130)",8056,64,2793,2797,1970,432
"Sin nivel (131)",305,2,19,67,133,84
"Educación inicial (132)",4,,3,1,,
"Primaria (133)",2350,41,419,673,932,285
"Secundaria (134)",4033,21,1704,1527,731,50
"Superior no univ. incompleta (135)",384,,199,138,42,5
"Superior no univ. completa (136)",626,,324,231,69,2
"Superior univ. incompleta (137)",101,,41,36,22,2
"Superior univ. completa (138)",253,,84,124,41,4
"Ocupada (140)",7823,58,2656,2752,1936,421
"Sin nivel (141)",302,1,17,67,133,84
"Educación inicial (142)",4,,3,1,,
"Primaria (143)",2299,39,405,665,914,276
"Secundaria (144)",3910,18,1626,1503,715,48
"Superior no univ. incompleta (145)",372,,191,134,42,5
"Superior no univ. completa (146)",594,,298,225,69,2
"Superior univ. incompleta (147)",99,,39,36,22,2
"Superior univ. completa (148)",243,,77,121,41,4
"Desocupada (150)",233,6,137,45,34,11
"Sin nivel (151)",3,1,2,,,
"Primaria (153)",51,2,14,8,18,9
"Secundaria (154)",123,3,78,24,16,2
"Superior no univ. incompleta (155)",12,,8,4,,
"Superior no univ. completa (156)",32,,26,6,,
"Superior univ. incompleta (157)",2,,2,,,
"Superior univ. completa (158)",10,,7,3,,
"No PEA (160)",10802,3717,3069,1393,1433,1190
"Sin nivel (161)",618,46,19,54,198,301
"Educación inicial (162)",186,180,5,1,,
"Primaria (163)",5301,2761,384,460,901,795
"Secundaria (164)",3727,730,1947,693,277,80
"Superior no univ. incompleta (165)",475,,432,38,4,1
"Superior no univ. completa (166)",272,,140,98,30,4
"Superior univ. incompleta (167)",120,,100,14,4,2
"Superior univ. completa (168)",103,,42,35,19,7
