"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 50 y más años (039)",3,23,23,,100,,
"No PEA (040)",8137,26140,21287,405,81.4,1.5,
"De 12 a 14 años (041)",1362,4,4,,100,,
"De 15 a 19 años (042)",1295,156,154,51,98.7,32.7,
"De 20 a 24 años (043)",788,764,735,90,96.2,11.8,
"De 25 a 29 años (044)",641,1458,1367,88,93.8,6,
"De 30 a 34 años (045)",619,2196,2007,71,91.4,3.2,
"De 35 a 39 años (046)",558,2619,2356,59,90,2.3,
"De 40 a 44 años (047)",533,3163,2785,41,88,1.3,
"De 45 a 49 años (048)",474,3226,2649,5,82.1,0.2,
"De 50 y más años (049)",1867,12554,9230,,73.5,,
,,,,,,,
"URBANA (060)",2786,7913,6899,125,87.2,1.6,
"De 12 a 14 años (061)",334,3,3,,100,,
"De 15 a 19 años (062)",365,58,57,16,98.3,27.6,
"De 20 a 24 años (063)",315,273,268,23,98.2,8.4,
"De 25 a 29 años (064)",302,513,502,33,97.9,6.4,
"De 30 a 34 años (065)",253,754,713,24,94.6,3.2,
"De 35 a 39 años (066)",256,878,822,19,93.6,2.2,
"De 40 a 44 años (067)",213,1083,982,9,90.7,0.8,
"De 45 a 49 años (068)",181,994,882,1,88.7,0.1,
"De 50 y más años (069)",567,3357,2670,,79.5,,
"PEA (070)",832,2676,2390,37,89.3,1.4,
"De 12 a 14 años (071)",9,,,,,,
"De 15 a 19 años (072)",50,22,21,7,95.5,31.8,
"De 20 a 24 años (073)",102,91,91,5,100,5.5,
"De 25 a 29 años (074)",118,170,168,9,98.8,5.3,
"De 30 a 34 años (075)",94,241,230,6,95.4,2.5,
"De 35 a 39 años (076)",114,331,310,6,93.7,1.8,
"De 40 a 44 años (077)",92,432,397,4,91.9,0.9,
"De 45 a 49 años (078)",71,363,332,,91.5,,
"De 50 y más años (079)",182,1026,841,,82,,
"Ocupada (080)",797,2623,2337,36,89.1,1.4,
"De 12 a 14 años (081)",9,,,,,,
"De 15 a 19 años (082)",46,22,21,7,95.5,31.8,
"De 20 a 24 años (083)",93,84,84,5,100,6,
"De 25 a 29 años (084)",105,156,154,9,98.7,5.8,
"De 30 a 34 años (085)",92,241,230,6,95.4,2.5,
"De 35 a 39 años (086)",111,326,305,5,93.6,1.5,
"De 40 a 44 años (087)",91,428,393,4,91.8,0.9,
"De 45 a 49 años (088)",70,358,327,,91.3,,
"De 50 y más años (089)",180,1008,823,,81.6,,
"Desocupada (090)",35,53,53,1,100,1.9,
"De 15 a 19 años (092)",4,,,,,,
"De 20 a 24 años (093)",9,7,7,,100,,
"De 25 a 29 años (094)",13,14,14,,100,,
"De 30 a 34 años (095)",2,,,,,,
"De 35 a 39 años (096)",3,5,5,1,100,20,
"De 40 a 44 años (097)",1,4,4,,100,,
"De 45 a 49 años (098)",1,5,5,,100,,
"De 50 y más años (099)",2,18,18,,100,,
"No PEA (100)",1954,5237,4509,88,86.1,1.7,
"De 12 a 14 años (101)",325,3,3,,100,,
"De 15 a 19 años (102)",315,36,36,9,100,25,
"De 20 a 24 años (103)",213,182,177,18,97.3,9.9,
"De 25 a 29 años (104)",184,343,334,24,97.4,7,
"De 30 a 34 años (105)",159,513,483,18,94.2,3.5,
"De 35 a 39 años (106)",142,547,512,13,93.6,2.4,
"De 40 a 44 años (107)",121,651,585,5,89.9,0.8,
"De 45 a 49 años (108)",110,631,550,1,87.2,0.2,
"De 50 y más años (109)",385,2331,1829,,78.5,,
,,,,,,,
"RURAL (120)",8529,29839,24395,459,81.8,1.5,
"De 12 a 14 años (121)",1154,1,1,,100,,
"De 15 a 19 años (122)",1185,182,179,60,98.4,33,
"De 20 a 24 años (123)",839,841,810,100,96.3,11.9,
"De 25 a 29 años (124)",696,1613,1503,90,93.2,5.6,
"De 30 a 34 años (125)",692,2444,2228,85,91.2,3.5,
"De 35 a 39 años (126)",648,3038,2724,66,89.7,2.2,
"De 40 a 44 años (127)",620,3652,3207,52,87.8,1.4,
"De 45 a 49 años (128)",537,3657,3027,6,82.8,0.2,
"De 50 y más años (129)",2158,14411,10716,,74.4,,
"PEA (130)",2346,8936,7617,142,85.2,1.6,
"De 12 a 14 años (131)",117,,,,,,
"De 15 a 19 años (132)",205,62,61,19,98.4,30.6,
"De 20 a 24 años (133)",264,259,252,28,97.3,10.8,
"De 25 a 29 años (134)",239,498,470,25,94.4,5,
"De 30 a 34 años (135)",232,761,704,32,92.5,4.2,
"De 35 a 39 años (136)",232,966,880,20,91.1,2.1,
"De 40 a 44 años (137)",208,1140,1007,16,88.3,1.4,
"De 45 a 49 años (138)",173,1062,928,2,87.4,0.2,
"De 50 y más años (139)",676,4188,3315,,79.2,,
"Ocupada (140)",2316,8909,7590,142,85.2,1.6,
"De 12 a 14 años (141)",115,,,,,,
"De 15 a 19 años (142)",200,62,61,19,98.4,30.6,
"De 20 a 24 años (143)",250,255,248,28,97.3,11,
"De 25 a 29 años (144)",236,498,470,25,94.4,5,
"De 30 a 34 años (145)",232,761,704,32,92.5,4.2,
"De 35 a 39 años (146)",230,958,872,20,91,2.1,
"De 40 a 44 años (147)",207,1138,1005,16,88.3,1.4,
"De 45 a 49 años (148)",171,1054,920,2,87.3,0.2,
"De 50 y más años (149)",675,4183,3310,,79.1,,
"Desocupada (150)",30,27,27,,100,,
"De 12 a 14 años (151)",2,,,,,,
"De 15 a 19 años (152)",5,,,,,,
"De 20 a 24 años (153)",14,4,4,,100,,
"De 25 a 29 años (154)",3,,,,,,
"De 35 a 39 años (156)",2,8,8,,100,,
"De 40 a 44 años (157)",1,2,2,,100,,
"De 45 a 49 años (158)",2,8,8,,100,,
"De 50 y más años (159)",1,5,5,,100,,
"No PEA (160)",6183,20903,16778,317,80.3,1.5,
"De 12 a 14 años (161)",1037,1,1,,100,,
"De 15 a 19 años (162)",980,120,118,41,98.3,34.2,
"De 20 a 24 años (163)",575,582,558,72,95.9,12.4,
"De 25 a 29 años (164)",457,1115,1033,65,92.6,5.8,
"De 30 a 34 años (165)",460,1683,1524,53,90.6,3.1,
"De 35 a 39 años (166)",416,2072,1844,46,89,2.2,
"De 40 a 44 años (167)",412,2512,2200,36,87.6,1.4,
"De 45 a 49 años (168)",364,2595,2099,4,80.9,0.2,
"De 50 y más años (169)",1482,10223,7401,,72.4,,
