"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",182,165,59,58,34,9,4,1,,,17,175
"De 25 a 29 años (024)",211,186,34,46,49,30,27,,,,25,350
"De 30 a 34 años (025)",223,216,16,49,56,40,35,17,2,1,7,576
"De 35 a 39 años (026)",223,217,6,23,39,35,70,31,11,2,6,826
"De 40 a 44 años (027)",211,202,4,17,26,36,58,32,21,8,9,900
"De 45 a 49 años (028)",167,163,2,9,23,13,35,37,27,17,4,908
"De 50 y más años (029)",613,608,30,31,41,46,114,122,109,115,5,3792
"Desocupada (030)",39,37,21,7,4,2,1,1,1,,2,40
"De 12 a 14 años (031)",1,1,1,,,,,,,,,
"De 15 a 19 años (032)",12,12,10,1,1,,,,,,,3
"De 20 a 24 años (033)",9,8,5,3,,,,,,,1,3
"De 25 a 29 años (034)",7,6,3,2,1,,,,,,1,4
"De 30 a 34 años (035)",5,5,,1,,2,1,1,,,,18
"De 40 a 44 años (037)",3,3,1,,1,,,,1,,,10
"De 45 a 49 años (038)",1,1,1,,,,,,,,,
"De 50 y más años (039)",1,1,,,1,,,,,,,2
"No PEA (040)",4737,4637,1528,399,370,373,652,520,420,375,100,16356
"De 12 a 14 años (041)",631,629,626,3,,,,,,,2,3
"De 15 a 19 años (042)",680,668,586,69,11,1,1,,,,12,98
"De 20 a 24 años (043)",377,354,114,134,75,24,6,1,,,23,390
"De 25 a 29 años (044)",339,320,19,62,94,69,68,6,2,,19,796
"De 30 a 34 años (045)",328,320,16,24,63,85,90,34,6,2,8,1079
"De 35 a 39 años (046)",303,293,4,12,29,45,93,78,29,3,10,1396
"De 40 a 44 años (047)",354,348,88,14,21,31,78,53,46,17,6,1421
"De 45 a 49 años (048)",219,218,5,16,11,15,52,43,41,35,1,1330
"De 50 y más años (049)",1506,1487,70,65,66,103,264,305,296,318,19,9843
,,,,,,,,,,,,
"URBANA (060)",2148,2058,595,244,273,220,305,204,122,95,90,6206
"De 12 a 14 años (061)",201,201,198,3,,,,,,,,3
"De 15 a 19 años (062)",248,242,218,21,2,,1,,,,6,29
"De 20 a 24 años (063)",200,178,68,65,37,5,2,1,,,22,170
"De 25 a 29 años (064)",196,169,28,50,48,27,16,,,,27,298
"De 30 a 34 años (065)",200,193,17,42,52,47,26,8,,1,7,464
"De 35 a 39 años (066)",192,183,4,12,46,38,49,28,6,,9,656
"De 40 a 44 años (067)",186,175,20,13,25,36,49,18,10,4,11,627
"De 45 a 49 años (068)",108,106,5,10,18,8,23,28,6,8,2,490
"De 50 y más años (069)",617,611,37,28,45,59,139,121,100,82,6,3469
"PEA (070)",799,746,124,130,149,105,122,65,29,22,53,2196
"De 12 a 14 años (071)",13,13,11,2,,,,,,,,2
"De 15 a 19 años (072)",33,32,26,6,,,,,,,1,6
"De 20 a 24 años (073)",75,65,31,23,9,1,,1,,,10,50
"De 25 a 29 años (074)",112,91,25,29,24,11,2,,,,21,120
"De 30 a 34 años (075)",118,114,12,34,34,21,9,3,,1,4,238
"De 35 a 39 años (076)",107,102,3,12,30,23,26,7,1,,5,306
"De 40 a 44 años (077)",109,100,3,11,19,27,28,6,5,1,9,343
"De 45 a 49 años (078)",60,58,3,4,15,3,13,13,2,5,2,258
"De 50 y más años (079)",172,171,10,9,18,19,44,35,21,15,1,873
"Ocupada (080)",771,720,112,124,146,103,121,64,28,22,51,2159
"De 12 a 14 años (081)",13,13,11,2,,,,,,,,2
"De 15 a 19 años (082)",29,28,23,5,,,,,,,1,5
"De 20 a 24 años (083)",68,59,27,21,9,1,,1,,,9,48
"De 25 a 29 años (084)",105,85,22,27,23,11,2,,,,20,116
"De 30 a 34 años (085)",113,109,12,33,34,19,8,2,,1,4,220
"De 35 a 39 años (086)",107,102,3,12,30,23,26,7,1,,5,306
"De 40 a 44 años (087)",106,97,2,11,18,27,28,6,4,1,9,333
"De 45 a 49 años (088)",59,57,2,4,15,3,13,13,2,5,2,258
"De 50 y más años (089)",171,170,10,9,17,19,44,35,21,15,1,871
"Desocupada (090)",28,26,12,6,3,2,1,1,1,,2,37
"De 15 a 19 años (092)",4,4,3,1,,,,,,,,1
"De 20 a 24 años (093)",7,6,4,2,,,,,,,1,2
"De 25 a 29 años (094)",7,6,3,2,1,,,,,,1,4
"De 30 a 34 años (095)",5,5,,1,,2,1,1,,,,18
"De 40 a 44 años (097)",3,3,1,,1,,,,1,,,10
"De 45 a 49 años (098)",1,1,1,,,,,,,,,
"De 50 y más años (099)",1,1,,,1,,,,,,,2
"No PEA (100)",1349,1312,471,114,124,115,183,139,93,73,37,4010
"De 12 a 14 años (101)",188,188,187,1,,,,,,,,1
"De 15 a 19 años (102)",215,210,192,15,2,,1,,,,5,23
"De 20 a 24 años (103)",125,113,37,42,28,4,2,,,,12,120
"De 25 a 29 años (104)",84,78,3,21,24,16,14,,,,6,178
"De 30 a 34 años (105)",82,79,5,8,18,26,17,5,,,3,226
"De 35 a 39 años (106)",85,81,1,,16,15,23,21,5,,4,350
"De 40 a 44 años (107)",77,75,17,2,6,9,21,12,5,3,2,284
"De 45 a 49 años (108)",48,48,2,6,3,5,10,15,4,3,,232
"De 50 y más años (109)",445,440,27,19,27,40,95,86,79,67,5,2596
,,,,,,,,,,,,
"RURAL (120)",4571,4483,1183,424,371,365,691,557,469,423,88,17753
"De 12 a 14 años (121)",459,457,454,3,,,,,,,2,3
"De 15 a 19 años (122)",529,520,431,75,12,2,,,,,9,105
"De 20 a 24 años (123)",368,349,110,130,72,28,8,1,,,19,398
"De 25 a 29 años (124)",361,343,28,60,96,72,79,6,2,,18,852
"De 30 a 34 años (125)",356,348,15,32,67,80,100,44,8,2,8,1209
"De 35 a 39 años (126)",334,327,6,23,22,42,114,81,34,5,7,1566
"De 40 a 44 años (127)",382,378,73,18,23,31,87,67,58,21,4,1704
"De 45 a 49 años (128)",279,276,3,15,16,20,64,52,62,44,3,1748
"De 50 y más años (129)",1503,1485,63,68,63,90,239,306,305,351,18,10168
"PEA (130)",1183,1158,126,139,125,107,222,176,142,121,25,5407
"De 12 a 14 años (131)",16,16,15,1,,,,,,,,1
"De 15 a 19 años (132)",64,62,37,21,3,1,,,,,2,30
"De 20 a 24 años (133)",116,108,33,38,25,8,4,,,,8,128
"De 25 a 29 años (134)",106,101,12,19,26,19,25,,,,5,234
"De 30 a 34 años (135)",110,107,4,16,22,21,27,15,2,,3,356
"De 35 a 39 años (136)",116,115,3,11,9,12,44,24,10,2,1,520
"De 40 a 44 años (137)",105,105,2,6,8,9,30,26,17,7,,567
"De 45 a 49 años (138)",108,106,,5,8,10,22,24,25,12,2,650
"De 50 y más años (139)",442,438,20,22,24,27,70,87,88,100,4,2921
"Ocupada (140)",1172,1147,117,138,124,107,222,176,142,121,25,5404
"De 12 a 14 años (141)",15,15,14,1,,,,,,,,1
"De 15 a 19 años (142)",56,54,30,21,2,1,,,,,2,28
"De 20 a 24 años (143)",114,106,32,37,25,8,4,,,,8,127
"De 25 a 29 años (144)",106,101,12,19,26,19,25,,,,5,234
"De 30 a 34 años (145)",110,107,4,16,22,21,27,15,2,,3,356
"De 35 a 39 años (146)",116,115,3,11,9,12,44,24,10,2,1,520
"De 40 a 44 años (147)",105,105,2,6,8,9,30,26,17,7,,567
"De 45 a 49 años (148)",108,106,,5,8,10,22,24,25,12,2,650
"De 50 y más años (149)",442,438,20,22,24,27,70,87,88,100,4,2921
"Desocupada (150)",11,11,9,1,1,,,,,,,3
"De 12 a 14 años (151)",1,1,1,,,,,,,,,
"De 15 a 19 años (152)",8,8,7,,1,,,,,,,2
"De 20 a 24 años (153)",2,2,1,1,,,,,,,,1
"No PEA (160)",3388,3325,1057,285,246,258,469,381,327,302,63,12346
"De 12 a 14 años (161)",443,441,439,2,,,,,,,2,2
"De 15 a 19 años (162)",465,458,394,54,9,1,,,,,7,75
"De 20 a 24 años (163)",252,241,77,92,47,20,4,1,,,11,270
"De 25 a 29 años (164)",255,242,16,41,70,53,54,6,2,,13,618
"De 30 a 34 años (165)",246,241,11,16,45,59,73,29,6,2,5,853
"De 35 a 39 años (166)",218,212,3,12,13,30,70,57,24,3,6,1046
"De 40 a 44 años (167)",277,273,71,12,15,22,57,41,41,14,4,1137
"De 45 a 49 años (168)",171,170,3,10,8,10,42,28,37,32,1,1098
"De 50 y más años (169)",1061,1047,43,46,39,63,169,219,217,251,14,7247
