"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",129,15,43,42,21,8
"Secundaria (034)",84,2,40,30,11,1
"Superior no univ. incompleta (035)",7,,2,2,3,
"Superior no univ. completa (036)",12,,5,5,2,
"Superior univ. incompleta (037)",1,,1,,,
"Superior univ. completa (038)",11,,2,5,3,1
"No PEA (040)",11540,4691,3059,1700,1234,856
"Sin nivel (041)",699,120,91,133,204,151
"Educación inicial (042)",378,367,7,4,,
"Primaria (043)",7118,3588,1198,997,750,585
"Secundaria (044)",2896,616,1547,452,201,80
"Superior no univ. incompleta (045)",143,,103,25,12,3
"Superior no univ. completa (046)",144,,51,46,22,25
"Superior univ. incompleta (047)",59,,42,11,6,
"Superior univ. completa (048)",103,,20,32,39,12
,,,,,,
"URBANA (060)",11853,2527,3069,2983,2210,1064
"Sin nivel (061)",329,32,37,69,97,94
"Educación inicial (062)",150,143,4,3,,
"Primaria (063)",5972,1818,854,1306,1193,801
"Secundaria (064)",4040,534,1760,1048,587,111
"Superior no univ. incompleta (065)",312,,155,96,54,7
"Superior no univ. completa (066)",504,,131,233,109,31
"Superior univ. incompleta (067)",139,,60,45,33,1
"Superior univ. completa (068)",407,,68,183,137,19
"PEA (070)",5149,106,1321,1934,1394,394
"Sin nivel (071)",116,1,11,34,43,27
"Educación inicial (072)",4,1,2,1,,
"Primaria (073)",2284,82,441,758,690,313
"Secundaria (074)",1795,22,647,688,402,36
"Superior no univ. incompleta (075)",182,,62,73,43,4
"Superior no univ. completa (076)",375,,88,193,88,6
"Superior univ. incompleta (077)",84,,22,34,27,1
"Superior univ. completa (078)",309,,48,153,101,7
"Ocupada (080)",4969,100,1261,1864,1360,384
"Sin nivel (081)",112,1,11,31,42,27
"Educación inicial (082)",4,1,2,1,,
"Primaria (083)",2206,78,421,728,674,305
"Secundaria (084)",1726,20,615,663,393,35
"Superior no univ. incompleta (085)",176,,61,71,40,4
"Superior no univ. completa (086)",364,,84,188,86,6
"Superior univ. incompleta (087)",83,,21,34,27,1
"Superior univ. completa (088)",298,,46,148,98,6
"Desocupada (090)",180,6,60,70,34,10
"Sin nivel (091)",4,,,3,1,
"Primaria (093)",78,4,20,30,16,8
"Secundaria (094)",69,2,32,25,9,1
"Superior no univ. incompleta (095)",6,,1,2,3,
"Superior no univ. completa (096)",11,,4,5,2,
"Superior univ. incompleta (097)",1,,1,,,
"Superior univ. completa (098)",11,,2,5,3,1
"No PEA (100)",6704,2421,1748,1049,816,670
"Sin nivel (101)",213,31,26,35,54,67
"Educación inicial (102)",146,142,2,2,,
"Primaria (103)",3688,1736,413,548,503,488
"Secundaria (104)",2245,512,1113,360,185,75
"Superior no univ. incompleta (105)",130,,93,23,11,3
"Superior no univ. completa (106)",129,,43,40,21,25
"Superior univ. incompleta (107)",55,,38,11,6,
"Superior univ. completa (108)",98,,20,30,36,12
,,,,,,
"RURAL (120)",9242,2518,3181,1971,1204,368
"Sin nivel (121)",767,111,116,184,237,119
"Educación inicial (122)",240,227,8,5,,
"Primaria (123)",6493,2062,2021,1347,824,239
"Secundaria (124)",1614,118,981,382,125,8
"Superior no univ. incompleta (125)",40,,22,15,2,1
"Superior no univ. completa (126)",62,,25,26,11,
"Superior univ. incompleta (127)",6,,5,,,1
"Superior univ. completa (128)",20,,3,12,5,
"PEA (130)",4406,248,1870,1320,786,182
"Sin nivel (131)",281,22,51,86,87,35
"Educación inicial (132)",8,2,3,3,,
"Primaria (133)",3063,210,1236,898,577,142
"Secundaria (134)",963,14,547,290,109,3
"Superior no univ. incompleta (135)",27,,12,13,1,1
"Superior no univ. completa (136)",47,,17,20,10,
"Superior univ. incompleta (137)",2,,1,,,1
"Superior univ. completa (138)",15,,3,10,2,
"Ocupada (140)",4335,236,1836,1302,779,182
"Sin nivel (141)",278,21,50,85,87,35
"Educación inicial (142)",8,2,3,3,,
"Primaria (143)",3012,199,1213,886,572,142
"Secundaria (144)",948,14,539,285,107,3
"Superior no univ. incompleta (145)",26,,11,13,1,1
"Superior no univ. completa (146)",46,,16,20,10,
"Superior univ. incompleta (147)",2,,1,,,1
"Superior univ. completa (148)",15,,3,10,2,
"Desocupada (150)",71,12,34,18,7,
"Sin nivel (151)",3,1,1,1,,
"Primaria (153)",51,11,23,12,5,
"Secundaria (154)",15,,8,5,2,
"Superior no univ. incompleta (155)",1,,1,,,
"Superior no univ. completa (156)",1,,1,,,
"No PEA (160)",4836,2270,1311,651,418,186
"Sin nivel (161)",486,89,65,98,150,84
"Educación inicial (162)",232,225,5,2,,
"Primaria (163)",3430,1852,785,449,247,97
"Secundaria (164)",651,104,434,92,16,5
"Superior no univ. incompleta (165)",13,,10,2,1,
"Superior no univ. completa (166)",15,,8,6,1,
"Superior univ. incompleta (167)",4,,4,,,
"Superior univ. completa (168)",5,,,2,3,
