"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 30 a 34 años (035)",640,690,678,16,98.3,2.3,
"De 35 a 39 años (036)",435,713,703,14,98.6,2,
"De 40 a 44 años (037)",318,710,677,4,95.4,0.6,
"De 45 a 49 años (038)",216,528,504,1,95.5,0.2,
"De 50 y más años (039)",290,1026,933,,90.9,,
"No PEA (040)",207921,477845,439498,8576,92,1.8,
"De 12 a 14 años (041)",23035,80,72,7,90,8.8,
"De 15 a 19 años (042)",32532,3260,3189,958,97.8,29.4,
"De 20 a 24 años (043)",22534,14766,14561,2300,98.6,15.6,
"De 25 a 29 años (044)",17661,25545,25049,2136,98.1,8.4,
"De 30 a 34 años (045)",16862,35102,34288,1748,97.7,5,
"De 35 a 39 años (046)",15531,40185,39110,1005,97.3,2.5,
"De 40 a 44 años (047)",13735,42042,40492,372,96.3,0.9,
"De 45 a 49 años (048)",12447,43180,41042,50,95,0.1,
"De 50 y más años (049)",53584,273685,241695,,88.3,,
,,,,,,,
"URBANA (060)",290811,613964,570969,10240,93,1.7,
"De 12 a 14 años (061)",22081,88,80,7,90.9,8,
"De 15 a 19 años (062)",37465,3608,3522,988,97.6,27.4,
"De 20 a 24 años (063)",33924,18182,17929,2478,98.6,13.6,
"De 25 a 29 años (064)",30344,34457,33842,2570,98.2,7.5,
"De 30 a 34 años (065)",28827,51072,49961,2252,97.8,4.4,
"De 35 a 39 años (066)",27144,62379,60802,1372,97.5,2.2,
"De 40 a 44 años (067)",24148,66829,64466,517,96.5,0.8,
"De 45 a 49 años (068)",20749,65400,62351,56,95.3,0.1,
"De 50 y más años (069)",66129,311949,278016,,89.1,,
"PEA (070)",97583,177525,168645,2386,95,1.3,
"De 12 a 14 años (071)",705,12,12,,100,,
"De 15 a 19 años (072)",6991,649,628,113,96.8,17.4,
"De 20 a 24 años (073)",12892,4780,4704,391,98.4,8.2,
"De 25 a 29 años (074)",14103,11283,11087,604,98.3,5.4,
"De 30 a 34 años (075)",13330,19214,18788,636,97.8,3.3,
"De 35 a 39 años (076)",12918,26189,25512,447,97.4,1.7,
"De 40 a 44 años (077)",11510,28752,27711,176,96.4,0.6,
"De 45 a 49 años (078)",9275,26394,25152,19,95.3,0.1,
"De 50 y más años (079)",15859,60252,55051,,91.4,,
"Ocupada (080)",92642,172955,164263,2261,95,1.3,
"De 12 a 14 años (081)",654,12,12,,100,,
"De 15 a 19 años (082)",6209,584,564,95,96.6,16.3,
"De 20 a 24 años (083)",11594,4437,4367,356,98.4,8,
"De 25 a 29 años (084)",13139,10699,10514,566,98.3,5.3,
"De 30 a 34 años (085)",12714,18532,18118,621,97.8,3.4,
"De 35 a 39 años (086)",12494,25484,24816,433,97.4,1.7,
"De 40 a 44 años (087)",11202,28064,27056,172,96.4,0.6,
"De 45 a 49 años (088)",9063,25889,24671,18,95.3,0.1,
"De 50 y más años (089)",15573,59254,54145,,91.4,,
"Desocupada (090)",4941,4570,4382,125,95.9,2.7,
"De 12 a 14 años (091)",51,,,,,,
"De 15 a 19 años (092)",782,65,64,18,98.5,27.7,
"De 20 a 24 años (093)",1298,343,337,35,98.3,10.2,
"De 25 a 29 años (094)",964,584,573,38,98.1,6.5,
"De 30 a 34 años (095)",616,682,670,15,98.2,2.2,
"De 35 a 39 años (096)",424,705,696,14,98.7,2,
"De 40 a 44 años (097)",308,688,655,4,95.2,0.6,
"De 45 a 49 años (098)",212,505,481,1,95.2,0.2,
"De 50 y más años (099)",286,998,906,,90.8,,
"No PEA (100)",193228,436439,402324,7854,92.2,1.8,
"De 12 a 14 años (101)",21376,76,68,7,89.5,9.2,
"De 15 a 19 años (102)",30474,2959,2894,875,97.8,29.6,
"De 20 a 24 años (103)",21032,13402,13225,2087,98.7,15.6,
"De 25 a 29 años (104)",16241,23174,22755,1966,98.2,8.5,
"De 30 a 34 años (105)",15497,31858,31173,1616,97.8,5.1,
"De 35 a 39 años (106)",14226,36190,35290,925,97.5,2.6,
"De 40 a 44 años (107)",12638,38077,36755,341,96.5,0.9,
"De 45 a 49 años (108)",11474,39006,37199,37,95.4,0.1,
"De 50 y más años (109)",50270,251697,222965,,88.6,,
,,,,,,,
"RURAL (120)",18128,49439,44576,807,90.2,1.6,
"De 12 a 14 años (121)",1727,7,7,1,100,14.3,
"De 15 a 19 años (122)",2426,329,323,85,98.2,25.8,
"De 20 a 24 años (123)",2013,1595,1557,226,97.6,14.2,
"De 25 a 29 años (124)",1885,2849,2767,194,97.1,6.8,
"De 30 a 34 años (125)",1774,3985,3832,150,96.2,3.8,
"De 35 a 39 años (126)",1763,5179,4950,101,95.6,2,
"De 40 a 44 años (127)",1482,5350,5032,37,94.1,0.7,
"De 45 a 49 años (128)",1264,5335,4911,13,92.1,0.2,
"De 50 y más años (129)",3794,24810,21197,,85.4,,
"PEA (130)",3435,8033,7402,89,92.1,1.1,
"De 12 a 14 años (131)",68,3,3,1,100,33.3,
"De 15 a 19 años (132)",368,28,28,2,100,7.1,
"De 20 a 24 años (133)",511,231,221,14,95.7,6.1,
"De 25 a 29 años (134)",465,478,473,24,99,5,
"De 30 a 34 años (135)",409,741,717,19,96.8,2.6,
"De 35 a 39 años (136)",458,1184,1130,22,95.4,1.9,
"De 40 a 44 años (137)",385,1385,1295,7,93.5,0.5,
"De 45 a 49 años (138)",291,1161,1068,,92,,
"De 50 y más años (139)",480,2822,2467,,87.4,,
"Ocupada (140)",3175,7922,7293,85,92.1,1.1,
"De 12 a 14 años (141)",58,3,3,1,100,33.3,
"De 15 a 19 años (142)",286,24,24,2,100,8.3,
"De 20 a 24 años (143)",443,224,214,13,95.5,5.8,
"De 25 a 29 años (144)",418,467,462,22,98.9,4.7,
"De 30 a 34 años (145)",385,733,709,18,96.7,2.5,
"De 35 a 39 años (146)",447,1176,1123,22,95.5,1.9,
"De 40 a 44 años (147)",375,1363,1273,7,93.4,0.5,
"De 45 a 49 años (148)",287,1138,1045,,91.8,,
"De 50 y más años (149)",476,2794,2440,,87.3,,
"Desocupada (150)",260,111,109,4,98.2,3.6,
"De 12 a 14 años (151)",10,,,,,,
"De 15 a 19 años (152)",82,4,4,,100,,
"De 20 a 24 años (153)",68,7,7,1,100,14.3,
"De 25 a 29 años (154)",47,11,11,2,100,18.2,
"De 30 a 34 años (155)",24,8,8,1,100,12.5,
"De 35 a 39 años (156)",11,8,7,,87.5,,
"De 40 a 44 años (157)",10,22,22,,100,,
"De 45 a 49 años (158)",4,23,23,,100,,
"De 50 y más años (159)",4,28,27,,96.4,,
"No PEA (160)",14693,41406,37174,718,89.8,1.7,
"De 12 a 14 años (161)",1659,4,4,,100,,
"De 15 a 19 años (162)",2058,301,295,83,98,27.6,
"De 20 a 24 años (163)",1502,1364,1336,212,97.9,15.5,
"De 25 a 29 años (164)",1420,2371,2294,170,96.8,7.2,
"De 30 a 34 años (165)",1365,3244,3115,131,96,4,
"De 35 a 39 años (166)",1305,3995,3820,79,95.6,2,
"De 40 a 44 años (167)",1097,3965,3737,30,94.2,0.8,
"De 45 a 49 años (168)",973,4174,3843,13,92.1,0.3,
"De 50 y más años (169)",3314,21988,18730,,85.2,,
