"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"Ocupada (020)",49065,42848,7447,10245,9959,6688,5617,1901,657,334,6217,95966
"De 12 a 14 años (021)",277,274,268,6,,,,,,,3,6
"De 15 a 19 años (022)",3003,2917,2537,345,28,5,2,,,,86,424
"De 20 a 24 años (023)",6618,4897,2234,2026,544,69,13,11,,,1721,3442
"De 25 a 29 años (024)",7088,5090,823,2338,1375,429,117,8,,,1998,6913
"De 30 a 34 años (025)",6838,5872,484,1954,2036,946,401,45,5,1,966,10898
"De 35 a 39 años (026)",6716,6152,307,1353,2066,1398,879,130,14,5,564,14433
"De 40 a 44 años (027)",5901,5552,226,844,1598,1394,1171,275,39,5,349,15430
"De 45 a 49 años (028)",4781,4537,195,614,1054,1088,1101,361,97,27,244,14158
"De 50 y más años (029)",7843,7557,373,765,1258,1359,1933,1071,502,296,286,30262
"Desocupada (030)",2286,1724,576,461,321,162,144,40,15,5,562,2654
"De 12 a 14 años (031)",13,13,13,,,,,,,,,
"De 15 a 19 años (032)",304,292,267,22,2,,1,,,,12,30
"De 20 a 24 años (033)",496,315,170,113,22,6,2,2,,,181,195
"De 25 a 29 años (034)",479,271,57,130,63,14,7,,,,208,327
"De 30 a 34 años (035)",299,231,30,90,67,32,12,,,,68,373
"De 35 a 39 años (036)",239,197,11,54,63,37,30,2,,,42,435
"De 40 a 44 años (037)",150,133,11,22,43,22,29,5,1,,17,342
"De 45 a 49 años (038)",143,123,5,18,32,23,30,10,3,2,20,393
"De 50 y más años (039)",163,149,12,12,29,28,33,21,11,3,14,559
"No PEA (040)",78528,73373,25111,10528,10593,7868,9317,5122,2792,2042,5155,175927
"De 12 a 14 años (041)",8954,8892,8859,28,5,,,,,,62,38
"De 15 a 19 años (042)",12941,12585,11361,1101,107,8,8,,,,356,1371
"De 20 a 24 años (043)",8977,7218,3048,2996,995,155,17,7,,,1759,5570
"De 25 a 29 años (044)",6341,5313,444,2193,1895,601,164,15,1,,1028,8577
"De 30 a 34 años (045)",5520,5075,178,1277,2023,1061,476,49,7,4,445,10931
"De 35 a 39 años (046)",4820,4530,142,708,1546,1159,817,138,15,5,290,11825
"De 40 a 44 años (047)",4355,4121,121,460,1063,1081,1061,270,52,13,234,12741
"De 45 a 49 años (048)",3852,3666,111,325,781,893,1026,404,97,29,186,12777
"De 50 y más años (049)",22768,21973,847,1440,2178,2910,5748,4239,2620,1991,795,112097
,,,,,,,,,,,,
"URBANA (060)",119346,108337,30656,19571,19317,13653,13797,6299,3000,2044,11009,248223
"De 12 a 14 años (061)",8506,8447,8409,34,4,,,,,,59,42
"De 15 a 19 años (062)",14971,14561,13100,1320,121,10,10,,,,410,1632
"De 20 a 24 años (063)",14709,11324,5044,4641,1385,205,29,20,,,3385,8274
"De 25 a 29 años (064)",12749,9742,1257,4276,2990,938,257,23,1,,3007,14296
"De 30 a 34 años (065)",11656,10289,643,3102,3806,1835,803,84,11,5,1367,20298
"De 35 a 39 años (066)",10865,10042,442,1974,3404,2384,1566,238,24,10,823,24441
"De 40 a 44 años (067)",9609,9066,332,1253,2547,2336,2033,471,79,15,543,25997
"De 45 a 49 años (068)",8148,7737,294,908,1789,1890,1968,681,155,52,411,24927
"De 50 y más años (069)",28133,27129,1135,2063,3271,4055,7131,4782,2730,1962,1004,128316
"PEA (070)",47685,41426,7446,9927,9623,6444,5329,1772,592,293,6259,91165
"De 12 a 14 años (071)",279,276,270,6,,,,,,,3,6
"De 15 a 19 años (072)",3026,2940,2589,319,27,3,2,,,,86,390
"De 20 a 24 años (073)",6428,4671,2177,1905,497,65,14,13,,,1757,3231
"De 25 a 29 años (074)",6934,4902,842,2259,1280,404,109,8,,,2032,6534
"De 30 a 34 años (075)",6642,5680,479,1917,1965,904,369,40,5,1,962,10432
"De 35 a 39 años (076)",6498,5937,306,1337,1990,1327,838,120,14,5,561,13814
"De 40 a 44 años (077)",5660,5328,221,831,1564,1339,1091,245,33,4,332,14583
"De 45 a 49 años (078)",4655,4410,195,609,1059,1071,1047,329,75,25,245,13458
"De 50 y más años (079)",7563,7282,367,744,1241,1331,1859,1017,465,258,281,28717
"Ocupada (080)",45570,39821,6928,9492,9319,6288,5192,1735,579,288,5749,88655
"De 12 a 14 años (081)",269,266,260,6,,,,,,,3,6
"De 15 a 19 años (082)",2756,2682,2353,300,25,3,1,,,,74,363
"De 20 a 24 años (083)",5971,4380,2025,1797,476,59,12,11,,,1591,3043
"De 25 a 29 años (084)",6490,4647,787,2135,1223,391,103,8,,,1843,6232
"De 30 a 34 años (085)",6365,5462,451,1834,1901,873,357,40,5,1,903,10075
"De 35 a 39 años (086)",6274,5749,296,1286,1930,1291,809,118,14,5,525,13395
"De 40 a 44 años (087)",5517,5201,210,810,1524,1319,1062,240,32,4,316,14254
"De 45 a 49 años (088)",4518,4291,190,592,1027,1048,1019,319,73,23,227,13083
"De 50 y más años (089)",7410,7143,356,732,1213,1304,1829,999,455,255,267,28204
"Desocupada (090)",2115,1605,518,435,304,156,137,37,13,5,510,2510
"De 12 a 14 años (091)",10,10,10,,,,,,,,,
"De 15 a 19 años (092)",270,258,236,19,2,,1,,,,12,27
"De 20 a 24 años (093)",457,291,152,108,21,6,2,2,,,166,188
"De 25 a 29 años (094)",444,255,55,124,57,13,6,,,,189,302
"De 30 a 34 años (095)",277,218,28,83,64,31,12,,,,59,357
"De 35 a 39 años (096)",224,188,10,51,60,36,29,2,,,36,419
"De 40 a 44 años (097)",143,127,11,21,40,20,29,5,1,,16,329
"De 45 a 49 años (098)",137,119,5,17,32,23,28,10,2,2,18,375
"De 50 y más años (099)",153,139,11,12,28,27,30,18,10,3,14,513
"No PEA (100)",71661,66911,23210,9644,9694,7209,8468,4527,2408,1751,4750,157058
"De 12 a 14 años (101)",8227,8171,8139,28,4,,,,,,56,36
"De 15 a 19 años (102)",11945,11621,10511,1001,94,7,8,,,,324,1242
"De 20 a 24 años (103)",8281,6653,2867,2736,888,140,15,7,,,1628,5043
"De 25 a 29 años (104)",5815,4840,415,2017,1710,534,148,15,1,,975,7762
"De 30 a 34 años (105)",5014,4609,164,1185,1841,931,434,44,6,4,405,9866
"De 35 a 39 años (106)",4367,4105,136,637,1414,1057,728,118,10,5,262,10627
"De 40 a 44 años (107)",3949,3738,111,422,983,997,942,226,46,11,211,11414
"De 45 a 49 años (108)",3493,3327,99,299,730,819,921,352,80,27,166,11469
"De 50 y más años (109)",20570,19847,768,1319,2030,2724,5272,3765,2265,1704,723,99599
,,,,,,,,,,,,
"RURAL (120)",10533,9608,2478,1663,1556,1065,1281,764,464,337,925,26324
"De 12 a 14 años (121)",738,732,731,,1,,,,,,6,2
"De 15 a 19 años (122)",1277,1233,1065,148,16,3,1,,,,44,193
"De 20 a 24 años (123)",1382,1106,408,494,176,25,3,,,,276,933
"De 25 a 29 años (124)",1159,932,67,385,343,106,31,,,,227,1521
"De 30 a 34 años (125)",1001,889,49,219,320,204,86,10,1,,112,1904
"De 35 a 39 años (126)",910,837,18,141,271,210,160,32,5,,73,2252
"De 40 a 44 años (127)",797,740,26,73,157,161,228,79,13,3,57,2516
"De 45 a 49 años (128)",628,589,17,49,78,114,189,94,42,6,39,2401
"De 50 y más años (129)",2641,2550,97,154,194,242,583,549,403,328,91,14602
"PEA (130)",3666,3146,577,779,657,406,432,169,80,46,520,7455
"De 12 a 14 años (131)",11,11,11,,,,,,,,,
"De 15 a 19 años (132)",281,269,215,48,3,2,1,,,,12,64
"De 20 a 24 años (133)",686,541,227,234,69,10,1,,,,145,406
"De 25 a 29 años (134)",633,459,38,209,158,39,15,,,,174,706
"De 30 a 34 años (135)",495,423,35,127,138,74,44,5,,,72,839
"De 35 a 39 años (136)",457,412,12,70,139,108,71,12,,,45,1054
"De 40 a 44 años (137)",391,357,16,35,77,77,109,35,7,1,34,1189
"De 45 a 49 años (138)",269,250,5,23,27,40,84,42,25,4,19,1093
"De 50 y más años (139)",443,424,18,33,46,56,107,75,48,41,19,2104
"Ocupada (140)",3495,3027,519,753,640,400,425,166,78,46,468,7311
"De 12 a 14 años (141)",8,8,8,,,,,,,,,
"De 15 a 19 años (142)",247,235,184,45,3,2,1,,,,12,61
"De 20 a 24 años (143)",647,517,209,229,68,10,1,,,,130,399
"De 25 a 29 años (144)",598,443,36,203,152,38,14,,,,155,681
"De 30 a 34 años (145)",473,410,33,120,135,73,44,5,,,63,823
"De 35 a 39 años (146)",442,403,11,67,136,107,70,12,,,39,1038
"De 40 a 44 años (147)",384,351,16,34,74,75,109,35,7,1,33,1176
"De 45 a 49 años (148)",263,246,5,22,27,40,82,42,24,4,17,1075
"De 50 y más años (149)",433,414,17,33,45,55,104,72,47,41,19,2058
"Desocupada (150)",171,119,58,26,17,6,7,3,2,,52,144
"De 12 a 14 años (151)",3,3,3,,,,,,,,,
"De 15 a 19 años (152)",34,34,31,3,,,,,,,,3
"De 20 a 24 años (153)",39,24,18,5,1,,,,,,15,7
"De 25 a 29 años (154)",35,16,2,6,6,1,1,,,,19,25
"De 30 a 34 años (155)",22,13,2,7,3,1,,,,,9,16
"De 35 a 39 años (156)",15,9,1,3,3,1,1,,,,6,16
"De 40 a 44 años (157)",7,6,,1,3,2,,,,,1,13
"De 45 a 49 años (158)",6,4,,1,,,2,,1,,2,18
"De 50 y más años (159)",10,10,1,,1,1,3,3,1,,,46
"No PEA (160)",6867,6462,1901,884,899,659,849,595,384,291,405,18869
"De 12 a 14 años (161)",727,721,720,,1,,,,,,6,2
"De 15 a 19 años (162)",996,964,850,100,13,1,,,,,32,129
"De 20 a 24 años (163)",696,565,181,260,107,15,2,,,,131,527
"De 25 a 29 años (164)",526,473,29,176,185,67,16,,,,53,815
"De 30 a 34 años (165)",506,466,14,92,182,130,42,5,1,,40,1065
"De 35 a 39 años (166)",453,425,6,71,132,102,89,20,5,,28,1198
"De 40 a 44 años (167)",406,383,10,38,80,84,119,44,6,2,23,1327
"De 45 a 49 años (168)",359,339,12,26,51,74,105,52,17,2,20,1308
"De 50 y más años (169)",2198,2126,79,121,148,186,476,474,355,287,72,12498
