"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",17149,1406,544,6933,6546,517,658,198,347
"Jefe o Jefa (049)",5397,72,,2148,2247,203,416,106,205
"Esposa(o)/ compa¤era(o) (050)",316,8,,106,164,12,18,2,6
"Hijo(a)/ hijastro(a) (051)",8017,911,407,3318,2942,197,118,57,67
"Yerno/ nuera (052)",383,1,,65,223,26,34,10,24
"Nieto(a) (053)",1081,280,103,478,199,11,5,2,3
"Padres/ suegros (054)",203,21,,150,30,,2,,
"Otro(a) pariente (055)",1407,100,30,577,568,60,41,12,19
"Trabajador(a) del hogar (056)",18,,,8,10,,,,
"Pensionista (057)",46,,,7,22,3,7,1,6
"Otro(a) no pariente (058)",281,13,4,76,141,5,17,8,17
"Mujeres (060)",16218,1605,524,7290,5621,337,531,120,190
"Jefe o Jefa (061)",1478,59,3,666,553,34,108,21,34
"Esposa(o)/ compa¤era(o) (062)",4655,164,3,2398,1639,97,236,36,82
"Hijo(a)/ hijastro(a) (063)",7071,899,381,3002,2420,140,127,47,55
"Yerno/ nuera (064)",491,4,1,136,312,18,13,5,2
"Nieto(a) (065)",893,234,99,374,168,12,3,2,1
"Padres/ suegros (066)",278,96,,164,14,,4,,
"Otro(a) pariente (067)",1112,140,33,475,395,31,25,5,8
"Trabajador(a) del hogar (068)",75,,1,27,45,2,,,
"Pensionista (069)",20,,,6,7,1,4,,2
"Otro(a) no pariente (070)",145,9,3,42,68,2,11,4,6
,,,,,,,,,
"RURAL (072)",24882,3308,758,15018,5266,130,230,77,95
"Jefe o Jefa (073)",5378,204,2,3387,1510,54,119,43,59
"Esposa(o)/ compa¤era(o) (074)",4219,283,4,3081,776,16,38,6,15
"Hijo(a)/ hijastro(a) (075)",11020,2101,601,6238,2006,36,17,17,4
"Yerno/ nuera (076)",520,9,,257,242,3,5,3,1
"Nieto(a) (077)",983,312,96,491,83,,1,,
"Padres/ suegros (078)",379,107,,259,12,,,1,
"Otro(a) pariente (079)",1770,256,54,1037,388,13,12,5,5
"Trabajador(a) del hogar (080)",54,2,,32,19,,,1,
"Pensionista (081)",44,,,8,18,2,12,,4
"Otro(a) no pariente (082)",515,34,1,228,212,6,26,1,7
"Hombres (084)",13391,1531,415,7749,3332,91,147,61,65
"Jefe o Jefa (085)",4845,141,2,3032,1437,46,95,40,52
"Esposa(o)/ compa¤era(o) (086)",80,4,,49,23,,2,1,1
"Hijo(a)/ hijastro(a) (087)",6044,1060,335,3376,1219,25,13,12,4
"Yerno/ nuera (088)",231,4,,93,126,3,3,2,
"Nieto(a) (089)",517,158,46,256,56,,1,,
"Padres/ suegros (090)",188,26,,151,10,,,1,
"Otro(a) pariente (091)",1042,124,31,601,259,11,9,4,3
"Trabajador(a) del hogar (092)",21,,,11,9,,,1,
"Pensionista (093)",36,,,6,17,2,8,,3
"Otro(a) no pariente (094)",387,14,1,174,176,4,16,,2
"Mujeres (096)",11491,1777,343,7269,1934,39,83,16,30
"Jefe o Jefa (097)",533,63,,355,73,8,24,3,7
"Esposa(o)/ compa¤era(o) (098)",4139,279,4,3032,753,16,36,5,14
"Hijo(a)/ hijastro(a) (099)",4976,1041,266,2862,787,11,4,5,
"Yerno/ nuera (100)",289,5,,164,116,,2,1,1
"Nieto(a) (101)",466,154,50,235,27,,,,
"Padres/ suegros (102)",191,81,,108,2,,,,
"Otro(a) pariente (103)",728,132,23,436,129,2,3,1,2
"Trabajador(a) del hogar (104)",33,2,,21,10,,,,
"Pensionista (105)",8,,,2,1,,4,,1
"Otro(a) no pariente (106)",128,20,,54,36,2,10,1,5
