"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",9470,8821,384,108,157
"Agric., ganadería, caza y silvicultura (045)",7488,7232,251,1,4
"Explotación de minas y canteras (047)",105,95,5,5,
"Industrias manufactureras (048)",40,37,1,2,
"Construcción (050)",11,9,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",808,791,15,1,1
"Venta, mant.y rep. veh.autom y motoc. (052)",9,8,1,,
"Comercio al por mayor (053)",14,13,,,1
"Comercio al por menor (054)",785,770,14,1,
"Hoteles y restaurantes (055)",213,204,8,,1
"Trans., almac. y comunicaciones (056)",27,24,1,2,
"Intermediación financiera (057)",2,2,,,
"Activid.inmobil., empres. y alquileres (058)",18,5,1,3,9
"Admin.pub. y defensa; p. segur soc.afil (059)",53,,,,53
"Enseñanza (060)",334,134,91,89,20
"Servicios sociales y de salud (061)",82,12,,3,67
"Otras activ. serv.comun.soc y personales (062)",43,42,1,,
"Hogares privados con servicio doméstico (063)",85,85,,,
"Actividad economica no especificada (065)",161,149,8,2,2
,,,,,
"URBANA (066)",6229,4960,500,304,465
"Agric., ganadería, caza y silvicultura (067)",3240,3048,175,15,2
"Explotación de minas y canteras (069)",145,110,25,10,
"Industrias manufactureras (070)",108,99,6,3,
"Suministro de electricidad, gas y agua (071)",5,,,4,1
"Construcción (072)",262,179,47,32,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",792,771,16,3,2
"Venta, mant.y rep. veh.autom y motoc. (074)",38,37,1,,
"Comercio al por mayor (075)",16,13,1,,2
"Comercio al por menor (076)",738,721,14,3,
"Hoteles y restaurantes (077)",206,197,7,1,1
"Trans., almac. y comunicaciones (078)",165,138,17,7,3
"Intermediación financiera (079)",10,7,2,,1
"Activid.inmobil., empres. y alquileres (080)",75,47,5,10,13
"Admin.pub. y defensa; p. segur soc.afil (081)",282,,,,282
"Enseñanza (082)",602,167,183,208,44
"Servicios sociales y de salud (083)",122,14,1,2,105
"Otras activ. serv.comun.soc y personales (084)",70,56,8,5,1
"Hogares privados con servicio doméstico (085)",49,49,,,
"Actividad economica no especificada (087)",96,78,8,4,6
"Hombres (088)",3698,2799,344,218,337
"Agric., ganadería, caza y silvicultura (089)",1992,1863,112,15,2
"Explotación de minas y canteras (091)",139,105,25,9,
"Industrias manufactureras (092)",82,75,5,2,
"Suministro de electricidad, gas y agua (093)",5,,,4,1
"Construcción (094)",257,176,45,32,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",252,243,6,2,1
"Venta, mant.y rep. veh.autom y motoc. (096)",32,31,1,,
"Comercio al por mayor (097)",7,5,1,,1
"Comercio al por menor (098)",213,207,4,2,
"Hoteles y restaurantes (099)",36,33,2,1,
"Trans., almac. y comunicaciones (100)",148,124,16,5,3
"Intermediación financiera (101)",9,6,2,,1
"Activid.inmobil., empres. y alquileres (102)",59,42,4,8,5
"Admin.pub. y defensa; p. segur soc.afil (103)",235,,,,235
"Enseñanza (104)",350,73,113,132,32
"Servicios sociales y de salud (105)",57,7,1,1,48
"Otras activ. serv.comun.soc y personales (106)",38,24,8,5,1
"Hogares privados con servicio doméstico (107)",8,8,,,
"Actividad economica no especificada (109)",31,20,5,2,4
"Mujeres (110)",2531,2161,156,86,128
"Agric., ganadería, caza y silvicultura (111)",1248,1185,63,,
"Explotación de minas y canteras (113)",6,5,,1,
"Industrias manufactureras (114)",26,24,1,1,
"Construcción (116)",5,3,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",540,528,10,1,1
"Venta, mant.y rep. veh.autom y motoc. (118)",6,6,,,
"Comercio al por mayor (119)",9,8,,,1
"Comercio al por menor (120)",525,514,10,1,
"Hoteles y restaurantes (121)",170,164,5,,1
"Trans., almac. y comunicaciones (122)",17,14,1,2,
"Intermediación financiera (123)",1,1,,,
"Activid.inmobil., empres. y alquileres (124)",16,5,1,2,8
"Admin.pub. y defensa; p. segur soc.afil (125)",47,,,,47
"Enseñanza (126)",252,94,70,76,12
"Servicios sociales y de salud (127)",65,7,,1,57
"Otras activ. serv.comun.soc y personales (128)",32,32,,,
"Hogares privados con servicio doméstico (129)",41,41,,,
"Actividad economica no especificada (131)",65,58,3,2,2
,,,,,
"RURAL (132)",20151,19022,856,163,110
"Agric., ganadería, caza y silvicultura (133)",17178,16636,522,15,5
"Pesca (134)",1,1,,,
"Explotación de minas y canteras (135)",1448,1224,154,67,3
"Industrias manufactureras (136)",72,67,4,1,
"Suministro de electricidad, gas y agua (137)",2,,,2,
"Construcción (138)",202,139,49,13,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",461,450,9,2,
"Venta, mant.y rep. veh.autom y motoc. (140)",9,7,2,,
"Comercio al por mayor (141)",14,12,2,,
"Comercio al por menor (142)",438,431,5,2,
"Hoteles y restaurantes (143)",49,46,3,,
"Trans., almac. y comunicaciones (144)",90,85,3,1,1
"Intermediación financiera (145)",2,2,,,
"Activid.inmobil., empres. y alquileres (146)",20,11,,8,1
"Admin.pub. y defensa; p. segur soc.afil (147)",53,,,,53
"Enseñanza (148)",290,124,96,46,24
"Servicios sociales y de salud (149)",38,10,,7,21
"Otras activ. serv.comun.soc y personales (150)",23,15,7,1,
"Hogares privados con servicio doméstico (151)",67,67,,,
"Actividad economica no especificada (153)",155,145,9,,1
"Hombres (154)",13212,12362,628,141,81
"Agric., ganadería, caza y silvicultura (155)",10938,10589,334,14,1
"Pesca (156)",1,1,,,
"Explotación de minas y canteras (157)",1349,1134,149,63,3
"Industrias manufactureras (158)",58,54,4,,
"Suministro de electricidad, gas y agua (159)",2,,,2,
"Construcción (160)",196,133,49,13,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",193,187,4,2,
"Venta, mant.y rep. veh.autom y motoc. (162)",6,5,1,,
"Comercio al por mayor (163)",9,7,2,,
"Comercio al por menor (164)",178,175,1,2,
"Hoteles y restaurantes (165)",6,6,,,
"Trans., almac. y comunicaciones (166)",80,75,3,1,1
"Intermediación financiera (167)",1,1,,,
"Activid.inmobil., empres. y alquileres (168)",18,11,,7,
"Admin.pub. y defensa; p. segur soc.afil (169)",47,,,,47
"Enseñanza (170)",208,84,75,33,16
"Servicios sociales y de salud (171)",21,5,,5,11
"Otras activ. serv.comun.soc y personales (172)",12,5,6,1,
"Hogares privados con servicio doméstico (173)",23,23,,,
"Actividad economica no especificada (175)",59,54,4,,1
"Mujeres (176)",6939,6660,228,22,29
"Agric., ganadería, caza y silvicultura (177)",6240,6047,188,1,4
"Explotación de minas y canteras (179)",99,90,5,4,
"Industrias manufactureras (180)",14,13,,1,
"Construcción (182)",6,6,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",268,263,5,,
"Venta, mant.y rep. veh.autom y motoc. (184)",3,2,1,,
"Comercio al por mayor (185)",5,5,,,
"Comercio al por menor (186)",260,256,4,,
"Hoteles y restaurantes (187)",43,40,3,,
"Trans., almac. y comunicaciones (188)",10,10,,,
"Intermediación financiera (189)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",2,,,1,1
"Admin.pub. y defensa; p. segur soc.afil (191)",6,,,,6
"Enseñanza (192)",82,40,21,13,8
"Servicios sociales y de salud (193)",17,5,,2,10
"Otras activ. serv.comun.soc y personales (194)",11,10,1,,
"Hogares privados con servicio doméstico (195)",44,44,,,
"Actividad economica no especificada (197)",96,91,5,,
