"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",6,5,,,1
"Primaria (063)",1497,1321,56,26,94
"Secundaria (064)",1376,1024,90,88,174
"Superior no univ. incompleta (065)",183,109,21,20,33
"Superior no univ. completa (066)",316,123,67,47,79
"Superior univ. incompleta (067)",161,96,20,20,25
"Superior univ. completa (068)",722,226,193,148,155
"De 06 a 14 años (070)",150,131,13,6,
"Sin nivel (071)",1,1,,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",104,93,10,1,
"Secundaria (074)",44,36,3,5,
"De 15 a 29 años (080)",1286,896,115,103,172
"Sin nivel (081)",12,11,,,1
"Educación inicial (082)",2,2,,,
"Primaria (083)",243,213,5,8,17
"Secundaria (084)",604,451,34,50,69
"Superior no univ. incompleta (085)",77,52,9,5,11
"Superior no univ. completa (086)",88,39,16,5,28
"Superior univ. incompleta (087)",82,65,7,5,5
"Superior univ. completa (088)",178,63,44,30,41
"De 30 a 44 años (090)",1690,1054,221,154,261
"Sin nivel (091)",77,69,3,2,3
"Educación inicial (092)",3,2,,,1
"Primaria (093)",479,401,24,4,50
"Secundaria (094)",456,344,31,12,69
"Superior no univ. incompleta (095)",82,45,10,13,14
"Superior no univ. completa (096)",150,50,35,29,36
"Superior univ. incompleta (097)",59,22,9,12,16
"Superior univ. completa (098)",384,121,109,82,72
"De 45 a 64 años (100)",1257,936,102,84,135
"Sin nivel (101)",217,202,7,1,7
"Primaria (103)",518,469,15,9,25
"Secundaria (104)",253,176,22,21,34
"Superior no univ. incompleta (105)",22,10,2,2,8
"Superior no univ. completa (106)",74,31,15,13,15
"Superior univ. incompleta (107)",20,9,4,3,4
"Superior univ. completa (108)",153,39,37,35,42
"De 65 y más años (110)",336,318,9,5,4
"Sin nivel (111)",151,148,3,,
"Primaria (113)",153,145,2,4,2
"Secundaria (114)",19,17,,,2
"Superior no univ. incompleta (115)",2,2,,,
"Superior no univ. completa (116)",4,3,1,,
"Superior univ. completa (118)",7,3,3,1,
,,,,,
"RURAL (120)",6247,5408,272,155,412
"Sin nivel (121)",1147,1102,20,5,20
"Educación inicial (122)",9,8,,1,
"Primaria (123)",3074,2739,90,65,180
"Secundaria (124)",1743,1416,96,66,165
"Superior no univ. incompleta (125)",64,44,10,3,7
"Superior no univ. completa (126)",69,40,14,4,11
"Superior univ. incompleta (127)",27,18,4,,5
"Superior univ. completa (128)",114,41,38,11,24
"De 06 a 14 años (130)",108,105,3,,
"Sin nivel (131)",11,11,,,
"Primaria (133)",79,77,2,,
"Secundaria (134)",18,17,1,,
"De 15 a 29 años (140)",1905,1597,89,65,154
"Sin nivel (141)",65,61,2,1,1
"Educación inicial (142)",5,4,,1,
"Primaria (143)",690,615,21,14,40
"Secundaria (144)",1045,860,47,46,92
"Superior no univ. incompleta (145)",39,27,8,,4
"Superior no univ. completa (146)",25,17,3,1,4
"Superior univ. incompleta (147)",15,9,3,,3
"Superior univ. completa (148)",21,4,5,2,10
"De 30 a 44 años (150)",2058,1699,115,61,183
"Sin nivel (151)",247,236,5,1,5
"Educación inicial (152)",4,4,,,
"Primaria (153)",1192,1024,37,36,95
"Secundaria (154)",488,374,39,14,61
"Superior no univ. incompleta (155)",23,16,2,2,3
"Superior no univ. completa (156)",26,10,8,2,6
"Superior univ. incompleta (157)",9,6,1,,2
"Superior univ. completa (158)",69,29,23,6,11
"De 45 a 64 años (160)",1661,1504,57,28,72
"Sin nivel (161)",509,483,11,3,12
"Primaria (163)",927,844,25,14,44
"Secundaria (164)",180,153,9,6,12
"Superior no univ. incompleta (165)",2,1,,1,
"Superior no univ. completa (166)",17,12,3,1,1
"Superior univ. incompleta (167)",3,3,,,
"Superior univ. completa (168)",23,8,9,3,3
"De 65 y más años (170)",515,503,8,1,3
"Sin nivel (171)",315,311,2,,2
"Primaria (173)",186,179,5,1,1
"Secundaria (174)",12,12,,,
"Superior no univ. completa (176)",1,1,,,
"Superior univ. completa (178)",1,,1,,
