"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",951,951,,,
"De 06 a 14 años (056)",407,349,47,5,6
"Empleado (057)",60,47,13,,
"Obrero (058)",87,63,16,2,6
"Trabajador independiente (059)",132,126,6,,
"Trabajador familiar no remunerado (061)",104,89,12,3,
"Trabajador del hogar (062)",24,24,,,
"De 15 a 29 años (064)",13615,8105,2054,1511,1945
"Empleado (065)",4514,1904,749,792,1069
"Obrero (066)",3988,1652,785,688,863
"Trabajador independiente (067)",4181,3731,450,,
"Empleador o patrono (068)",189,128,34,15,12
"Trabajador familiar no remunerado (069)",365,312,36,16,1
"Trabajador del hogar (070)",378,378,,,
"De 30 a 44 años (072)",14548,8122,1761,1826,2839
"Empleado (073)",4682,1410,592,1034,1646
"Obrero (074)",3989,1379,693,742,1175
"Trabajador independiente (075)",5002,4596,406,,
"Empleador o patrono (076)",302,202,42,43,15
"Trabajador familiar no remunerado (077)",268,230,28,7,3
"Trabajador del hogar (078)",305,305,,,
"De 45 a 64 años (080)",11887,6574,1102,1381,2830
"Empleado (081)",3626,904,378,748,1596
"Obrero (082)",3292,1042,436,600,1214
"Trabajador independiente (083)",4271,4014,257,,
"Empleador o patrono (084)",267,205,21,24,17
"Trabajador familiar no remunerado (085)",209,187,10,9,3
"Trabajador del hogar (086)",222,222,,,
"De 65 y más años (088)",1187,898,89,73,127
"Empleado (089)",229,86,35,38,70
"Obrero (090)",219,111,29,27,52
"Trabajador independiente (091)",617,597,20,,
"Empleador o patrono (092)",42,30,4,6,2
"Trabajador familiar no remunerado (093)",58,52,1,2,3
"Trabajador del hogar (094)",22,22,,,
,,,,,
"RURAL (096)",1015,781,82,75,77
"Empleado (097)",192,67,22,41,62
"Obrero (098)",295,219,43,25,8
"Trabajador independiente (099)",440,426,14,,
"Empleador o patrono (100)",48,30,2,9,7
"Trabajador familiar no remunerado (101)",17,16,1,,
"Trabajador del hogar (102)",23,23,,,
"De 06 a 14 años (104)",8,8,,,
"Obrero (106)",3,3,,,
"Trabajador independiente (107)",5,5,,,
"De 15 a 29 años (112)",384,315,36,15,18
"Empleado (113)",46,20,7,6,13
"Obrero (114)",136,101,25,7,3
"Trabajador independiente (115)",173,169,4,,
"Empleador o patrono (116)",12,8,,2,2
"Trabajador familiar no remunerado (117)",5,5,,,
"Trabajador del hogar (118)",12,12,,,
"De 30 a 44 años (120)",336,241,22,36,37
"Empleado (121)",88,26,7,23,32
"Obrero (122)",83,60,9,11,3
"Trabajador independiente (123)",140,135,5,,
"Empleador o patrono (124)",18,13,1,2,2
"Trabajador familiar no remunerado (125)",3,3,,,
"Trabajador del hogar (126)",4,4,,,
"De 45 a 64 años (128)",251,185,22,23,21
"Empleado (129)",56,20,8,12,16
"Obrero (130)",57,40,8,7,2
"Trabajador independiente (131)",107,103,4,,
"Empleador o patrono (132)",16,8,1,4,3
"Trabajador familiar no remunerado (133)",9,8,1,,
"Trabajador del hogar (134)",6,6,,,
"De 65 y más años (136)",36,32,2,1,1
"Empleado (137)",2,1,,,1
"Obrero (138)",16,15,1,,
"Trabajador independiente (139)",15,14,1,,
"Empleador o patrono (140)",2,1,,1,
"Trabajador del hogar (142)",1,1,,,
