"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",1137,24,8,113,569,104,146,48,125
"Hombres (048)",20512,1219,574,4579,8827,1579,1487,843,1404
"Jefe o Jefa (049)",9144,71,1,1230,4577,884,910,506,965
"Esposa(o)/ compa¤era(o) (050)",329,5,1,47,179,23,27,9,38
"Hijo(a)/ hijastro(a) (051)",7945,892,455,2692,2751,441,291,226,197
"Yerno/ nuera (052)",218,,,7,104,29,34,21,23
"Nieto(a) (053)",703,153,90,249,175,15,11,6,4
"Padres/ suegros (054)",91,7,,47,29,1,4,,3
"Otro(a) pariente (055)",1203,80,24,238,566,96,87,37,75
"Trabajador(a) del hogar (056)",4,,,1,1,2,,,
"Pensionista (057)",25,,,4,12,5,2,,2
"Otro(a) no pariente (058)",850,11,3,64,433,83,121,38,97
"Mujeres (060)",19453,1741,518,5700,7188,1229,1392,518,1167
"Jefe o Jefa (061)",2885,315,2,772,998,213,252,68,265
"Esposa(o)/ compa¤era(o) (062)",6515,295,3,1557,2836,480,625,208,511
"Hijo(a)/ hijastro(a) (063)",7708,790,425,2672,2556,411,381,189,284
"Yerno/ nuera (064)",257,1,,30,145,23,37,9,12
"Nieto(a) (065)",553,130,59,222,115,13,4,6,4
"Padres/ suegros (066)",257,114,,114,22,1,,,6
"Otro(a) pariente (067)",953,82,23,271,363,65,67,27,55
"Trabajador(a) del hogar (068)",25,1,1,11,10,1,,1,
"Pensionista (069)",13,,,2,7,1,1,,2
"Otro(a) no pariente (070)",287,13,5,49,136,21,25,10,28
,,,,,,,,,
"RURAL (072)",5332,637,81,2097,1937,222,168,58,132
"Jefe o Jefa (073)",2038,154,1,768,838,76,80,28,93
"Esposa(o)/ compa¤era(o) (074)",794,91,,394,267,22,15,1,4
"Hijo(a)/ hijastro(a) (075)",1746,294,62,696,540,79,39,22,14
"Yerno/ nuera (076)",41,1,,6,20,5,5,1,3
"Nieto(a) (077)",146,40,9,49,44,4,,,
"Padres/ suegros (078)",28,13,,12,3,,,,
"Otro(a) pariente (079)",311,41,7,140,102,10,4,2,5
"Trabajador(a) del hogar (080)",4,,,1,2,1,,,
"Otro(a) no pariente (082)",224,3,2,31,121,25,25,4,13
"Hombres (084)",2970,226,42,1022,1270,145,117,45,103
"Jefe o Jefa (085)",1585,39,,548,745,72,70,26,85
"Esposa(o)/ compa¤era(o) (086)",21,,,8,12,,1,,
"Hijo(a)/ hijastro(a) (087)",894,151,33,346,290,40,18,14,2
"Yerno/ nuera (088)",15,,,2,8,1,2,1,1
"Nieto(a) (089)",78,20,5,25,25,3,,,
"Padres/ suegros (090)",12,3,,6,3,,,,
"Otro(a) pariente (091)",168,12,3,66,73,6,3,2,3
"Trabajador(a) del hogar (092)",1,,,,1,,,,
"Otro(a) no pariente (094)",196,1,1,21,113,23,23,2,12
"Mujeres (096)",2362,411,39,1075,667,77,51,13,29
"Jefe o Jefa (097)",453,115,1,220,93,4,10,2,8
"Esposa(o)/ compa¤era(o) (098)",773,91,,386,255,22,14,1,4
"Hijo(a)/ hijastro(a) (099)",852,143,29,350,250,39,21,8,12
"Yerno/ nuera (100)",26,1,,4,12,4,3,,2
"Nieto(a) (101)",68,20,4,24,19,1,,,
"Padres/ suegros (102)",16,10,,6,,,,,
"Otro(a) pariente (103)",143,29,4,74,29,4,1,,2
"Trabajador(a) del hogar (104)",3,,,1,1,1,,,
"Otro(a) no pariente (106)",28,2,1,10,8,2,2,2,1
