"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",73,6,,11,40,7,1,2,6
"Hijo(a)/ hijastro(a) (051)",1076,144,57,375,396,49,26,20,9
"Yerno/ nuera (052)",38,,,7,17,2,3,3,6
"Nieto(a) (053)",95,16,7,45,22,4,,1,
"Padres/ suegros (054)",21,5,,11,3,1,,1,
"Otro(a) pariente (055)",300,16,3,70,149,29,10,9,14
"Trabajador(a) del hogar (056)",1,,,,,1,,,
"Pensionista (057)",16,,,2,10,3,1,,
"Otro(a) no pariente (058)",174,7,1,22,106,9,10,10,9
"Mujeres (060)",2824,317,77,807,1066,191,216,52,98
"Jefe o Jefa (061)",465,55,,113,167,31,57,13,29
"Esposa(o)/ compa¤era(o) (062)",892,44,,200,408,71,98,21,50
"Hijo(a)/ hijastro(a) (063)",994,158,59,354,313,56,38,9,7
"Yerno/ nuera (064)",44,,,4,29,3,3,1,4
"Nieto(a) (065)",93,28,9,33,19,4,,,
"Padres/ suegros (066)",29,12,,11,5,1,,,
"Otro(a) pariente (067)",219,15,8,68,79,20,19,5,5
"Trabajador(a) del hogar (068)",5,,,1,4,,,,
"Pensionista (069)",1,,,,1,,,,
"Otro(a) no pariente (070)",82,5,1,23,41,5,1,3,3
,,,,,,,,,
"RURAL (072)",2488,357,63,996,760,107,123,37,45
"Jefe o Jefa (073)",849,115,,294,246,64,81,22,27
"Esposa(o)/ compa¤era(o) (074)",381,68,1,180,100,10,16,2,4
"Hijo(a)/ hijastro(a) (075)",848,124,53,387,243,25,7,7,2
"Yerno/ nuera (076)",32,1,,8,23,,,,
"Nieto(a) (077)",66,20,8,30,4,3,1,,
"Padres/ suegros (078)",15,6,,9,,,,,
"Otro(a) pariente (079)",143,15,1,41,71,2,9,3,1
"Trabajador(a) del hogar (080)",3,,,1,2,,,,
"Pensionista (081)",3,,,,3,,,,
"Otro(a) no pariente (082)",148,8,,46,68,3,9,3,11
"Hombres (084)",1489,165,39,579,502,78,74,20,32
"Jefe o Jefa (085)",686,72,,251,214,61,57,10,21
"Esposa(o)/ compa¤era(o) (086)",31,,,11,19,,1,,
"Hijo(a)/ hijastro(a) (087)",494,65,33,222,151,11,5,7,
"Yerno/ nuera (088)",10,,,6,4,,,,
"Nieto(a) (089)",37,14,5,13,2,3,,,
"Padres/ suegros (090)",8,2,,6,,,,,
"Otro(a) pariente (091)",101,9,1,30,53,,6,1,1
"Pensionista (093)",3,,,,3,,,,
"Otro(a) no pariente (094)",119,3,,40,56,3,5,2,10
"Mujeres (096)",999,192,24,417,258,29,49,17,13
"Jefe o Jefa (097)",163,43,,43,32,3,24,12,6
"Esposa(o)/ compa¤era(o) (098)",350,68,1,169,81,10,15,2,4
"Hijo(a)/ hijastro(a) (099)",354,59,20,165,92,14,2,,2
"Yerno/ nuera (100)",22,1,,2,19,,,,
"Nieto(a) (101)",29,6,3,17,2,,1,,
"Padres/ suegros (102)",7,4,,3,,,,,
"Otro(a) pariente (103)",42,6,,11,18,2,3,2,
"Trabajador(a) del hogar (104)",3,,,1,2,,,,
"Otro(a) no pariente (106)",29,5,,6,12,,4,1,1
