"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",1,,,1,
"Primaria (063)",517,427,25,35,30
"Secundaria (064)",1088,750,124,104,110
"Superior no univ. incompleta (065)",163,83,29,10,41
"Superior no univ. completa (066)",361,126,77,67,91
"Superior univ. incompleta (067)",75,41,9,10,15
"Superior univ. completa (068)",367,107,81,64,115
"De 06 a 14 años (070)",44,41,2,1,
"Sin nivel (071)",2,2,,,
"Primaria (073)",28,26,1,1,
"Secundaria (074)",14,13,1,,
"De 15 a 29 años (080)",778,455,106,79,138
"Sin nivel (081)",3,2,,,1
"Primaria (083)",56,42,4,5,5
"Secundaria (084)",444,313,56,30,45
"Superior no univ. incompleta (085)",53,31,7,,15
"Superior no univ. completa (086)",107,27,25,26,29
"Superior univ. incompleta (087)",32,18,4,2,8
"Superior univ. completa (088)",83,22,10,16,35
"De 30 a 44 años (090)",1005,531,170,125,179
"Sin nivel (091)",3,3,,,
"Educación inicial (092)",1,,,1,
"Primaria (093)",135,96,10,20,9
"Secundaria (094)",384,258,47,37,42
"Superior no univ. incompleta (095)",80,35,16,9,20
"Superior no univ. completa (096)",186,72,44,27,43
"Superior univ. incompleta (097)",30,16,4,4,6
"Superior univ. completa (098)",186,51,49,27,59
"De 45 a 64 años (100)",648,414,62,92,80
"Sin nivel (101)",27,19,,7,1
"Primaria (103)",206,176,9,9,12
"Secundaria (104)",219,141,19,37,22
"Superior no univ. incompleta (105)",26,14,5,1,6
"Superior no univ. completa (106)",64,25,7,14,18
"Superior univ. incompleta (107)",12,6,1,4,1
"Superior univ. completa (108)",94,33,21,20,20
"De 65 y más años (110)",155,142,5,1,7
"Sin nivel (111)",23,23,,,
"Primaria (113)",92,87,1,,4
"Secundaria (114)",27,25,1,,1
"Superior no univ. incompleta (115)",4,3,1,,
"Superior no univ. completa (116)",4,2,1,,1
"Superior univ. incompleta (117)",1,1,,,
"Superior univ. completa (118)",4,1,1,1,1
,,,,,
"RURAL (120)",3862,3292,286,179,105
"Sin nivel (121)",311,304,5,1,1
"Educación inicial (122)",2,2,,,
"Primaria (123)",1600,1499,44,40,17
"Secundaria (124)",1432,1202,104,86,40
"Superior no univ. incompleta (125)",116,87,13,9,7
"Superior no univ. completa (126)",208,113,50,25,20
"Superior univ. incompleta (127)",54,23,18,8,5
"Superior univ. completa (128)",139,62,52,10,15
"De 06 a 14 años (130)",57,52,4,1,
"Educación inicial (132)",1,1,,,
"Primaria (133)",44,39,4,1,
"Secundaria (134)",12,12,,,
"De 15 a 29 años (140)",978,768,104,73,33
"Sin nivel (141)",18,17,1,,
"Educación inicial (142)",1,1,,,
"Primaria (143)",188,170,8,7,3
"Secundaria (144)",617,490,60,50,17
"Superior no univ. incompleta (145)",36,27,6,2,1
"Superior no univ. completa (146)",64,33,15,10,6
"Superior univ. incompleta (147)",17,8,5,3,1
"Superior univ. completa (148)",37,22,9,1,5
"De 30 a 44 años (150)",1211,977,122,62,50
"Sin nivel (151)",51,51,,,
"Primaria (153)",407,369,19,13,6
"Secundaria (154)",499,427,29,26,17
"Superior no univ. incompleta (155)",58,42,6,5,5
"Superior no univ. completa (156)",111,53,32,13,13
"Superior univ. incompleta (157)",23,8,10,2,3
"Superior univ. completa (158)",62,27,26,3,6
"De 45 a 64 años (160)",1090,980,50,41,19
"Sin nivel (161)",115,113,1,,1
"Primaria (163)",608,574,11,18,5
"Secundaria (164)",265,234,15,10,6
"Superior no univ. incompleta (165)",21,17,1,2,1
"Superior no univ. completa (166)",29,23,3,2,1
"Superior univ. incompleta (167)",14,7,3,3,1
"Superior univ. completa (168)",38,12,16,6,4
"De 65 y más años (170)",526,515,6,2,3
"Sin nivel (171)",127,123,3,1,
"Primaria (173)",353,347,2,1,3
"Secundaria (174)",39,39,,,
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",4,4,,,
"Superior univ. completa (178)",2,1,1,,
