"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",11,9,2,,
"Obrero (058)",18,15,1,1,1
"Trabajador independiente (059)",12,11,1,,
"Trabajador familiar no remunerado (061)",36,35,1,,
"Trabajador del hogar (062)",7,7,,,
"De 15 a 29 años (064)",2978,2070,383,225,300
"Empleado (065)",606,317,86,62,141
"Obrero (066)",1053,566,180,151,156
"Trabajador independiente (067)",1007,920,87,,
"Empleador o patrono (068)",61,34,15,10,2
"Trabajador familiar no remunerado (069)",143,125,15,2,1
"Trabajador del hogar (070)",108,108,,,
"De 30 a 44 años (072)",3699,2497,424,338,440
"Empleado (073)",906,279,145,221,261
"Obrero (074)",985,542,153,112,178
"Trabajador independiente (075)",1538,1427,111,,
"Empleador o patrono (076)",76,63,9,4,
"Trabajador familiar no remunerado (077)",152,144,6,1,1
"Trabajador del hogar (078)",42,42,,,
"De 45 a 64 años (080)",2273,1715,214,155,189
"Empleado (081)",410,128,57,111,114
"Obrero (082)",587,383,92,38,74
"Trabajador independiente (083)",1101,1050,51,,
"Empleador o patrono (084)",73,57,12,4,
"Trabajador familiar no remunerado (085)",80,75,2,2,1
"Trabajador del hogar (086)",22,22,,,
"De 65 y más años (088)",490,430,34,7,19
"Empleado (089)",35,14,5,2,14
"Obrero (090)",107,80,18,5,4
"Trabajador independiente (091)",286,282,4,,
"Empleador o patrono (092)",28,24,4,,
"Trabajador familiar no remunerado (093)",33,29,3,,1
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",7153,4168,1318,639,1028
"Empleado (097)",816,208,172,182,254
"Obrero (098)",3326,1211,891,451,773
"Trabajador independiente (099)",2672,2435,237,,
"Empleador o patrono (100)",82,65,13,4,
"Trabajador familiar no remunerado (101)",199,191,5,2,1
"Trabajador del hogar (102)",58,58,,,
"De 06 a 14 años (104)",48,42,5,1,
"Obrero (106)",15,14,1,,
"Trabajador independiente (107)",10,8,2,,
"Trabajador familiar no remunerado (109)",21,18,2,1,
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",3230,1592,810,411,417
"Empleado (113)",391,104,110,99,78
"Obrero (114)",1730,518,564,310,338
"Trabajador independiente (115)",984,856,128,,
"Empleador o patrono (116)",20,12,6,2,
"Trabajador familiar no remunerado (117)",77,74,2,,1
"Trabajador del hogar (118)",28,28,,,
"De 30 a 44 años (120)",2285,1308,393,166,418
"Empleado (121)",301,70,53,59,119
"Obrero (122)",1029,365,261,104,299
"Trabajador independiente (123)",873,798,75,,
"Empleador o patrono (124)",17,11,4,2,
"Trabajador familiar no remunerado (125)",50,49,,1,
"Trabajador del hogar (126)",15,15,,,
"De 45 a 64 años (128)",1261,920,102,59,180
"Empleado (129)",117,31,9,23,54
"Obrero (130)",464,242,60,36,126
"Trabajador independiente (131)",603,574,29,,
"Empleador o patrono (132)",29,26,3,,
"Trabajador familiar no remunerado (133)",36,35,1,,
"Trabajador del hogar (134)",12,12,,,
"De 65 y más años (136)",329,306,8,2,13
"Empleado (137)",7,3,,1,3
"Obrero (138)",88,72,5,1,10
"Trabajador independiente (139)",202,199,3,,
"Empleador o patrono (140)",16,16,,,
"Trabajador familiar no remunerado (141)",15,15,,,
"Trabajador del hogar (142)",1,1,,,
