"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",20,2,13,2,,3
"Actividad economica no especificada (044)",310,6,114,113,55,22
"Desocupado (045)",659,20,318,179,101,41
"Mujeres (046)",3268,200,1210,1061,624,173
"Agric., ganadería, caza y silvicultura (047)",1134,137,440,262,209,86
"Explotación de minas y canteras (049)",7,1,5,1,,
"Industrias manufactureras (050)",109,4,39,30,31,5
"Construcción (052)",5,,1,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",448,8,118,172,124,26
"Venta, mant.y rep. veh.autom.y motoc. (054)",5,,1,3,1,
"Comercio al por mayor (055)",21,2,5,10,4,
"Comercio al por menor (056)",422,6,112,159,119,26
"Hoteles y restaurantes (057)",140,5,51,45,27,12
"Trans., almac. y comunicaciones (058)",20,,13,5,,2
"Intermediación financiera (059)",3,,1,2,,
"Activid.inmobil., empres. y alquileres (060)",72,2,45,20,5,
"Admin.pub. y defensa; p. segur.soc afil (061)",38,,21,12,5,
"Enseñanza (062)",365,,64,233,67,1
"Servicios sociales y de salud (063)",88,,28,38,22,
"Otras activ. serv.comun.soc y personales (064)",78,1,24,30,20,3
"Hogares privados con servicio doméstico (065)",302,17,155,78,41,11
"Actividad economica no especificada (067)",263,1,77,100,61,24
"Desocupado (068)",196,24,128,30,11,3
,,,,,,
"URBANA (069)",4526,85,1322,1769,1043,307
"Agric., ganadería, caza y silvicultura (070)",1008,16,212,330,283,167
"Pesca (071)",1,,,1,,
"Explotación de minas y canteras (072)",12,,6,6,,
"Industrias manufactureras (073)",237,3,95,74,53,12
"Suministro de electricidad, gas y agua (074)",4,,,1,3,
"Construcción (075)",228,3,95,81,44,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",879,25,234,326,241,53
"Venta, mant.y rep. veh.autom.y motoc. (077)",55,,26,16,12,1
"Comercio al por mayor (078)",37,2,12,15,8,
"Comercio al por menor (079)",787,23,196,295,221,52
"Hoteles y restaurantes (080)",126,5,41,45,25,10
"Trans., almac. y comunicaciones (081)",213,2,93,81,30,7
"Intermediación financiera (082)",10,,4,5,1,
"Activid.inmobil., empres. y alquileres (083)",142,2,66,56,16,2
"Admin.pub. y defensa; p. segur.soc afil (084)",138,,39,62,33,4
"Enseñanza (085)",624,,92,386,143,3
"Servicios sociales y de salud (086)",107,,30,48,29,
"Otras activ. serv.comun.soc y personales (087)",197,4,64,69,49,11
"Hogares privados con servicio doméstico (088)",155,10,83,32,20,10
"Actividad economica no especificada (090)",262,6,86,108,44,18
"Desocupado (091)",183,9,82,58,29,5
"Hombres (092)",3034,54,868,1165,715,232
"Agric., ganadería, caza y silvicultura (093)",889,15,178,299,250,147
"Pesca (094)",1,,,1,,
"Explotación de minas y canteras (095)",9,,4,5,,
"Industrias manufactureras (096)",186,2,81,56,37,10
"Suministro de electricidad, gas y agua (097)",4,,,1,3,
"Construcción (098)",224,3,94,79,43,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",518,19,142,185,142,30
"Venta, mant.y rep. veh.autom.y motoc. (100)",50,,25,13,11,1
"Comercio al por mayor (101)",17,,7,6,4,
"Comercio al por menor (102)",451,19,110,166,127,29
"Hoteles y restaurantes (103)",34,,16,10,6,2
"Trans., almac. y comunicaciones (104)",202,2,86,79,30,5
"Intermediación financiera (105)",7,,3,3,1,
"Activid.inmobil., empres. y alquileres (106)",76,,26,37,11,2
"Admin.pub. y defensa; p. segur.soc afil (107)",111,,27,52,28,4
"Enseñanza (108)",321,,46,189,84,2
"Servicios sociales y de salud (109)",39,,10,20,9,
"Otras activ. serv.comun.soc y personales (110)",127,3,42,45,29,8
"Hogares privados con servicio doméstico (111)",7,,5,,,2
"Actividad economica no especificada (113)",147,5,51,60,20,11
"Desocupado (114)",132,5,57,44,22,4
"Mujeres (115)",1492,31,454,604,328,75
"Agric., ganadería, caza y silvicultura (116)",119,1,34,31,33,20
"Explotación de minas y canteras (118)",3,,2,1,,
"Industrias manufactureras (119)",51,1,14,18,16,2
"Construcción (121)",4,,1,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",361,6,92,141,99,23
"Venta, mant.y rep. veh.autom.y motoc. (123)",5,,1,3,1,
"Comercio al por mayor (124)",20,2,5,9,4,
"Comercio al por menor (125)",336,4,86,129,94,23
"Hoteles y restaurantes (126)",92,5,25,35,19,8
"Trans., almac. y comunicaciones (127)",11,,7,2,,2
"Intermediación financiera (128)",3,,1,2,,
"Activid.inmobil., empres. y alquileres (129)",66,2,40,19,5,
"Admin.pub. y defensa; p. segur.soc afil (130)",27,,12,10,5,
"Enseñanza (131)",303,,46,197,59,1
"Servicios sociales y de salud (132)",68,,20,28,20,
"Otras activ. serv.comun.soc y personales (133)",70,1,22,24,20,3
"Hogares privados con servicio doméstico (134)",148,10,78,32,20,8
"Actividad economica no especificada (136)",115,1,35,48,24,7
"Desocupado (137)",51,4,25,14,7,1
,,,,,,
"RURAL (138)",10771,522,3750,3112,2424,963
"Agric., ganadería, caza y silvicultura (139)",8557,464,2795,2398,2045,855
"Pesca (140)",2,,1,1,,
"Explotación de minas y canteras (141)",25,1,17,6,1,
"Industrias manufactureras (142)",226,5,74,80,52,15
"Suministro de electricidad, gas y agua (143)",8,,3,2,3,
"Construcción (144)",160,,59,64,31,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",216,3,68,75,61,9
"Venta, mant.y rep. veh.autom.y motoc. (146)",13,,6,3,4,
"Comercio al por mayor (147)",9,,2,5,2,
"Comercio al por menor (148)",194,3,60,67,55,9
"Hoteles y restaurantes (149)",58,,30,14,10,4
"Trans., almac. y comunicaciones (150)",89,1,54,26,8,
"Intermediación financiera (151)",1,,1,,,
"Activid.inmobil., empres. y alquileres (152)",16,,11,4,1,
"Admin.pub. y defensa; p. segur.soc afil (153)",51,,25,22,4,
"Enseñanza (154)",136,,32,83,20,1
"Servicios sociales y de salud (155)",26,,11,11,4,
"Otras activ. serv.comun.soc y personales (156)",50,3,15,22,8,2
"Hogares privados con servicio doméstico (157)",167,9,85,48,21,4
"Actividad economica no especificada (159)",311,1,105,105,72,28
"Desocupado (160)",672,35,364,151,83,39
"Hombres (161)",8995,353,2994,2655,2128,865
"Agric., ganadería, caza y silvicultura (162)",7542,328,2389,2167,1869,789
"Pesca (163)",2,,1,1,,
"Explotación de minas y canteras (164)",21,,14,6,1,
"Industrias manufactureras (165)",168,2,49,68,37,12
"Suministro de electricidad, gas y agua (166)",8,,3,2,3,
"Construcción (167)",159,,59,63,31,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",129,1,42,44,36,6
"Venta, mant.y rep. veh.autom.y motoc. (169)",13,,6,3,4,
"Comercio al por mayor (170)",8,,2,4,2,
"Comercio al por menor (171)",108,1,34,37,30,6
"Hoteles y restaurantes (172)",10,,4,4,2,
"Trans., almac. y comunicaciones (173)",80,1,48,23,8,
"Intermediación financiera (174)",1,,1,,,
"Activid.inmobil., empres. y alquileres (175)",10,,6,3,1,
"Admin.pub. y defensa; p. segur.soc afil (176)",40,,16,20,4,
"Enseñanza (177)",74,,14,47,12,1
"Servicios sociales y de salud (178)",6,,3,1,2,
"Otras activ. serv.comun.soc y personales (179)",42,3,13,16,8,2
"Hogares privados con servicio doméstico (180)",13,2,8,2,,1
"Actividad economica no especificada (182)",163,1,63,53,35,11
"Desocupado (183)",527,15,261,135,79,37
"Mujeres (184)",1776,169,756,457,296,98
"Agric., ganadería, caza y silvicultura (185)",1015,136,406,231,176,66
"Explotación de minas y canteras (187)",4,1,3,,,
"Industrias manufactureras (188)",58,3,25,12,15,3
"Construcción (190)",1,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",87,2,26,31,25,3
"Comercio al por mayor (193)",1,,,1,,
"Comercio al por menor (194)",86,2,26,30,25,3
"Hoteles y restaurantes (195)",48,,26,10,8,4
"Trans., almac. y comunicaciones (196)",9,,6,3,,
"Activid.inmobil., empres. y alquileres (198)",6,,5,1,,
"Admin.pub. y defensa; p. segur.soc afil (199)",11,,9,2,,
"Enseñanza (200)",62,,18,36,8,
"Servicios sociales y de salud (201)",20,,8,10,2,
"Otras activ. serv.comun.soc y personales (202)",8,,2,6,,
"Hogares privados con servicio doméstico (203)",154,7,77,46,21,3
"Actividad economica no especificada (205)",148,,42,52,37,17
"Desocupado (206)",145,20,103,16,4,2
