"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",570,52,9,137,207,53,43,30,39
"Hombres (048)",28413,1944,746,8203,10674,1719,1824,1257,2046
"Jefe o Jefa (049)",10928,195,1,2977,4390,646,963,475,1281
"Esposa(o)/ compa¤era(o) (050)",615,29,,148,262,36,55,26,59
"Hijo(a)/ hijastro(a) (051)",12554,1134,538,3800,4580,806,611,581,504
"Yerno/ nuera (052)",428,2,,25,194,51,61,31,64
"Nieto(a) (053)",1930,388,172,684,526,55,33,58,14
"Padres/ suegros (054)",226,31,,131,52,2,1,,9
"Otro(a) pariente (055)",1427,147,28,376,552,95,78,64,87
"Trabajador(a) del hogar (056)",11,2,,2,7,,,,
"Pensionista (057)",11,,,1,5,1,,2,2
"Otro(a) no pariente (058)",283,16,7,59,106,27,22,20,26
"Mujeres (060)",31630,3852,698,10369,9856,1725,2370,1024,1736
"Jefe o Jefa (061)",5909,1029,4,2144,1506,218,452,134,422
"Esposa(o)/ compa¤era(o) (062)",8566,791,7,2995,2949,410,729,175,510
"Hijo(a)/ hijastro(a) (063)",12562,1091,505,3800,4138,843,955,579,651
"Yerno/ nuera (064)",512,8,,54,242,58,79,27,44
"Nieto(a) (065)",1736,367,146,653,404,70,28,52,16
"Padres/ suegros (066)",677,336,,268,60,3,6,2,2
"Otro(a) pariente (067)",1347,191,34,365,440,96,98,45,78
"Trabajador(a) del hogar (068)",30,2,,12,14,,2,,
"Pensionista (069)",4,1,,,2,1,,,
"Otro(a) no pariente (070)",287,36,2,78,101,26,21,10,13
,,,,,,,,,
"RURAL (072)",26328,3255,718,12029,8616,579,529,277,325
"Jefe o Jefa (073)",7177,712,,3443,2523,126,144,92,137
"Esposa(o)/ compa¤era(o) (074)",4249,558,2,2382,1135,43,66,22,41
"Hijo(a)/ hijastro(a) (075)",11709,1345,557,4938,4036,347,252,124,110
"Yerno/ nuera (076)",371,7,,80,217,22,25,5,15
"Nieto(a) (077)",1386,300,121,597,315,22,13,13,5
"Padres/ suegros (078)",294,138,,137,15,1,1,2,
"Otro(a) pariente (079)",993,173,36,394,324,15,24,18,9
"Trabajador(a) del hogar (080)",11,2,,2,7,,,,
"Otro(a) no pariente (082)",138,20,2,56,44,3,4,1,8
"Hombres (084)",12829,1047,355,5409,5058,326,281,165,188
"Jefe o Jefa (085)",5031,144,,2298,2182,102,122,76,107
"Esposa(o)/ compa¤era(o) (086)",205,13,,73,95,8,7,6,3
"Hijo(a)/ hijastro(a) (087)",6012,647,279,2404,2263,186,121,59,53
"Yerno/ nuera (088)",151,4,,21,92,11,12,2,9
"Nieto(a) (089)",744,147,60,329,187,6,4,8,3
"Padres/ suegros (090)",78,6,,57,12,1,,2,
"Otro(a) pariente (091)",527,75,16,198,198,10,12,11,7
"Trabajador(a) del hogar (092)",4,1,,1,2,,,,
"Otro(a) no pariente (094)",77,10,,28,27,2,3,1,6
"Mujeres (096)",13499,2208,363,6620,3558,253,248,112,137
"Jefe o Jefa (097)",2146,568,,1145,341,24,22,16,30
"Esposa(o)/ compa¤era(o) (098)",4044,545,2,2309,1040,35,59,16,38
"Hijo(a)/ hijastro(a) (099)",5697,698,278,2534,1773,161,131,65,57
"Yerno/ nuera (100)",220,3,,59,125,11,13,3,6
"Nieto(a) (101)",642,153,61,268,128,16,9,5,2
"Padres/ suegros (102)",216,132,,80,3,,1,,
"Otro(a) pariente (103)",466,98,20,196,126,5,12,7,2
"Trabajador(a) del hogar (104)",7,1,,1,5,,,,
"Otro(a) no pariente (106)",61,10,2,28,17,1,1,,2
