"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",12,1,6,3,2,
"Actividad economica no especificada (043)",218,3,82,71,41,21
"Mujeres (045)",2734,53,939,999,576,167
"Agric., ganadería, caza y silvicultura (046)",428,32,164,95,92,45
"Explotación de minas y canteras (048)",101,,59,35,6,1
"Industrias manufactureras (049)",132,1,40,37,37,17
"Suministro de electricidad, gas y agua (050)",2,,1,,1,
"Construcción (051)",29,,11,13,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",422,5,96,178,120,23
"Venta, mant.y rep. veh.autom.y motoc. (053)",2,,1,1,,
"Comercio al por mayor (054)",20,,5,7,6,2
"Comercio al por menor (055)",400,5,90,170,114,21
"Hoteles y restaurantes (056)",256,3,104,84,54,11
"Trans., almac. y comunicaciones (057)",19,1,12,3,3,
"Intermediación financiera (058)",3,,3,,,
"Activid.inmobil., empres. y alquileres (059)",38,,24,7,5,2
"Admin.pub. y defensa; p. segur.soc.afil (060)",144,,80,55,8,1
"Enseñanza (061)",372,,54,223,93,2
"Servicios sociales y de salud (062)",67,,22,36,9,
"Otras activ. serv.comun.soc y personales (063)",102,,24,36,36,6
"Hogares privados con servicio doméstico (064)",303,11,141,84,44,23
"Actividad economica no especificada (066)",316,,104,113,63,36
,,,,,,
"URBANA (067)",5261,58,1581,2127,1216,279
"Agric., ganadería, caza y silvicultura (068)",661,15,156,163,200,127
"Pesca (069)",1,,,1,,
"Explotación de minas y canteras (070)",828,,271,420,134,3
"Industrias manufactureras (071)",259,3,71,94,68,23
"Suministro de electricidad, gas y agua (072)",13,,7,3,3,
"Construcción (073)",503,7,204,175,101,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",708,12,175,257,213,51
"Venta, mant.y rep. veh.autom.y motoc. (075)",38,,22,11,5,
"Comercio al por mayor (076)",44,,10,18,11,5
"Comercio al por menor (077)",626,12,143,228,197,46
"Hoteles y restaurantes (078)",235,4,84,84,52,11
"Trans., almac. y comunicaciones (079)",204,9,89,67,36,3
"Intermediación financiera (080)",11,,9,2,,
"Activid.inmobil., empres. y alquileres (081)",166,,75,67,21,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",378,,163,135,73,7
"Enseñanza (083)",722,,75,434,211,2
"Servicios sociales y de salud (084)",104,,28,55,18,3
"Otras activ. serv.comun.soc y personales (085)",134,,35,50,41,8
"Hogares privados con servicio doméstico (086)",137,7,70,45,12,3
"Actividad economica no especificada (088)",197,1,69,75,33,19
"Hombres (089)",3651,39,1102,1450,852,208
"Agric., ganadería, caza y silvicultura (090)",620,11,146,156,189,118
"Pesca (091)",1,,,1,,
"Explotación de minas y canteras (092)",811,,261,414,133,3
"Industrias manufactureras (093)",182,2,53,71,41,15
"Suministro de electricidad, gas y agua (094)",11,,6,3,2,
"Construcción (095)",477,7,196,162,96,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",355,8,97,109,109,32
"Venta, mant.y rep. veh.autom.y motoc. (097)",36,,21,10,5,
"Comercio al por mayor (098)",28,,5,14,6,3
"Comercio al por menor (099)",291,8,71,85,98,29
"Hoteles y restaurantes (100)",35,1,14,9,9,2
"Trans., almac. y comunicaciones (101)",188,8,80,64,33,3
"Intermediación financiera (102)",8,,6,2,,
"Activid.inmobil., empres. y alquileres (103)",137,,58,61,16,2
"Admin.pub. y defensa; p. segur.soc.afil (104)",241,,86,84,65,6
"Enseñanza (105)",395,,30,239,126,
"Servicios sociales y de salud (106)",48,,12,23,10,3
"Otras activ. serv.comun.soc y personales (107)",39,,15,15,7,2
"Hogares privados con servicio doméstico (108)",7,1,3,2,1,
"Actividad economica no especificada (110)",96,1,39,35,15,6
"Mujeres (112)",1610,19,479,677,364,71
"Agric., ganadería, caza y silvicultura (113)",41,4,10,7,11,9
"Explotación de minas y canteras (115)",17,,10,6,1,
"Industrias manufactureras (116)",77,1,18,23,27,8
"Suministro de electricidad, gas y agua (117)",2,,1,,1,
"Construcción (118)",26,,8,13,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",353,4,78,148,104,19
"Venta, mant.y rep. veh.autom.y motoc. (120)",2,,1,1,,
"Comercio al por mayor (121)",16,,5,4,5,2
"Comercio al por menor (122)",335,4,72,143,99,17
"Hoteles y restaurantes (123)",200,3,70,75,43,9
"Trans., almac. y comunicaciones (124)",16,1,9,3,3,
"Intermediación financiera (125)",3,,3,,,
"Activid.inmobil., empres. y alquileres (126)",29,,17,6,5,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",137,,77,51,8,1
"Enseñanza (128)",327,,45,195,85,2
"Servicios sociales y de salud (129)",56,,16,32,8,
"Otras activ. serv.comun.soc y personales (130)",95,,20,35,34,6
"Hogares privados con servicio doméstico (131)",130,6,67,43,11,3
"Actividad economica no especificada (133)",101,,30,40,18,13
,,,,,,
"RURAL (134)",10160,174,3618,3420,2081,867
"Agric., ganadería, caza y silvicultura (135)",6350,161,2153,1840,1441,755
"Pesca (136)",1,1,,,,
"Explotación de minas y canteras (137)",1880,,726,882,261,11
"Industrias manufactureras (138)",238,1,99,78,42,18
"Construcción (140)",419,2,184,139,83,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",219,2,70,88,48,11
"Venta, mant.y rep. veh.autom.y motoc. (142)",37,,12,18,7,
"Comercio al por mayor (143)",14,,4,5,3,2
"Comercio al por menor (144)",168,2,54,65,38,9
"Hoteles y restaurantes (145)",97,,50,26,19,2
"Trans., almac. y comunicaciones (146)",136,,47,65,24,
"Activid.inmobil., empres. y alquileres (148)",105,,45,43,16,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",47,,15,23,9,
"Enseñanza (150)",118,,20,74,24,
"Servicios sociales y de salud (151)",17,,8,6,3,
"Otras activ. serv.comun.soc y personales (152)",18,,7,5,6,
"Hogares privados con servicio doméstico (153)",178,5,77,42,34,20
"Actividad economica no especificada (155)",337,2,117,109,71,38
"Hombres (156)",9036,140,3158,3098,1869,771
"Agric., ganadería, caza y silvicultura (157)",5963,133,1999,1752,1360,719
"Pesca (158)",1,1,,,,
"Explotación de minas y canteras (159)",1796,,677,853,256,10
"Industrias manufactureras (160)",183,1,77,64,32,9
"Construcción (162)",416,2,181,139,83,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",150,1,52,58,32,7
"Venta, mant.y rep. veh.autom.y motoc. (164)",37,,12,18,7,
"Comercio al por mayor (165)",10,,4,2,2,2
"Comercio al por menor (166)",103,1,36,38,23,5
"Hoteles y restaurantes (167)",41,,16,17,8,
"Trans., almac. y comunicaciones (168)",133,,44,65,24,
"Activid.inmobil., empres. y alquileres (170)",96,,38,42,16,
"Admin.pub. y defensa; p. segur.soc.afil (171)",40,,12,19,9,
"Enseñanza (172)",73,,11,46,16,
"Servicios sociales y de salud (173)",6,,2,2,2,
"Otras activ. serv.comun.soc y personales (174)",11,,3,4,4,
"Hogares privados con servicio doméstico (175)",5,,3,1,1,
"Actividad economica no especificada (177)",122,2,43,36,26,15
"Mujeres (179)",1124,34,460,322,212,96
"Agric., ganadería, caza y silvicultura (180)",387,28,154,88,81,36
"Explotación de minas y canteras (182)",84,,49,29,5,1
"Industrias manufactureras (183)",55,,22,14,10,9
"Construcción (185)",3,,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",69,1,18,30,16,4
"Comercio al por mayor (188)",4,,,3,1,
"Comercio al por menor (189)",65,1,18,27,15,4
"Hoteles y restaurantes (190)",56,,34,9,11,2
"Trans., almac. y comunicaciones (191)",3,,3,,,
"Activid.inmobil., empres. y alquileres (193)",9,,7,1,,1
"Admin.pub. y defensa; p. segur.soc.afil (194)",7,,3,4,,
"Enseñanza (195)",45,,9,28,8,
"Servicios sociales y de salud (196)",11,,6,4,1,
"Otras activ. serv.comun.soc y personales (197)",7,,4,1,2,
"Hogares privados con servicio doméstico (198)",173,5,74,41,33,20
"Actividad economica no especificada (200)",215,,74,73,45,23
