"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",3,2,1,,
"Primaria (063)",1277,1180,59,21,17
"Secundaria (064)",1098,927,69,45,57
"Superior no univ. incompleta (065)",142,76,16,23,27
"Superior no univ. completa (066)",365,128,83,95,59
"Superior univ. incompleta (067)",66,24,7,13,22
"Superior univ. completa (068)",293,63,56,67,107
"De 06 a 14 años (070)",76,70,4,2,
"Sin nivel (071)",1,1,,,
"Primaria (073)",58,52,4,2,
"Secundaria (074)",17,17,,,
"De 15 a 29 años (080)",978,755,88,52,83
"Sin nivel (081)",11,11,,,
"Educación inicial (082)",1,1,,,
"Primaria (083)",225,207,16,1,1
"Secundaria (084)",520,453,36,17,14
"Superior no univ. incompleta (085)",50,30,7,5,8
"Superior no univ. completa (086)",91,30,21,18,22
"Superior univ. incompleta (087)",23,12,3,1,7
"Superior univ. completa (088)",57,11,5,10,31
"De 30 a 44 años (090)",1394,986,133,142,133
"Sin nivel (091)",80,76,2,1,1
"Educación inicial (092)",2,1,1,,
"Primaria (093)",479,442,22,8,7
"Secundaria (094)",391,323,22,19,27
"Superior no univ. incompleta (095)",55,31,4,11,9
"Superior no univ. completa (096)",207,71,49,62,25
"Superior univ. incompleta (097)",28,10,1,6,11
"Superior univ. completa (098)",152,32,32,35,53
"De 45 a 64 años (100)",875,666,69,64,76
"Sin nivel (101)",155,146,6,1,2
"Primaria (103)",383,353,13,8,9
"Secundaria (104)",147,113,11,7,16
"Superior no univ. incompleta (105)",33,12,5,6,10
"Superior no univ. completa (106)",65,25,13,15,12
"Superior univ. incompleta (107)",15,2,3,6,4
"Superior univ. completa (108)",77,15,18,21,23
"De 65 y más años (110)",285,271,6,7,1
"Sin nivel (111)",117,114,1,1,1
"Primaria (113)",132,126,4,2,
"Secundaria (114)",23,21,,2,
"Superior no univ. incompleta (115)",4,3,,1,
"Superior no univ. completa (116)",2,2,,,
"Superior univ. completa (118)",7,5,1,1,
,,,,,
"RURAL (120)",5901,5412,287,127,75
"Sin nivel (121)",1049,1030,13,3,3
"Educación inicial (122)",14,13,,1,
"Primaria (123)",2954,2786,102,50,16
"Secundaria (124)",1610,1420,116,49,25
"Superior no univ. incompleta (125)",69,50,12,6,1
"Superior no univ. completa (126)",125,75,24,12,14
"Superior univ. incompleta (127)",18,12,3,1,2
"Superior univ. completa (128)",62,26,17,5,14
"De 06 a 14 años (130)",162,153,4,5,
"Sin nivel (131)",4,4,,,
"Educación inicial (132)",3,3,,,
"Primaria (133)",131,124,4,3,
"Secundaria (134)",24,22,,2,
"De 15 a 29 años (140)",1817,1606,120,55,36
"Sin nivel (141)",52,50,2,,
"Educación inicial (142)",5,4,,1,
"Primaria (143)",769,716,35,13,5
"Secundaria (144)",894,772,70,35,17
"Superior no univ. incompleta (145)",29,22,4,2,1
"Superior no univ. completa (146)",47,31,5,3,8
"Superior univ. incompleta (147)",8,6,1,,1
"Superior univ. completa (148)",13,5,3,1,4
"De 30 a 44 años (150)",1841,1677,99,45,20
"Sin nivel (151)",202,197,4,1,
"Educación inicial (152)",6,6,,,
"Primaria (153)",996,944,29,21,2
"Secundaria (154)",507,456,36,10,5
"Superior no univ. incompleta (155)",30,23,4,3,
"Superior no univ. completa (156)",69,39,18,8,4
"Superior univ. incompleta (157)",8,5,1,1,1
"Superior univ. completa (158)",23,7,7,1,8
"De 45 a 64 años (160)",1493,1399,58,19,17
"Sin nivel (161)",466,457,6,1,2
"Primaria (163)",814,764,31,11,8
"Secundaria (164)",169,155,9,2,3
"Superior no univ. incompleta (165)",10,5,4,1,
"Superior no univ. completa (166)",9,5,1,1,2
"Superior univ. incompleta (167)",2,1,1,,
"Superior univ. completa (168)",23,12,6,3,2
"De 65 y más años (170)",588,577,6,3,2
"Sin nivel (171)",325,322,1,1,1
"Primaria (173)",244,238,3,2,1
"Secundaria (174)",16,15,1,,
"Superior univ. completa (178)",3,2,1,,
