"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (061)",10,10,,,
"De 15 a 29 años (064)",302,241,32,10,19
"Empleado (065)",73,34,13,8,18
"Obrero (066)",55,43,9,2,1
"Trabajador independiente (067)",128,120,8,,
"Empleador o patrono (068)",1,,1,,
"Trabajador familiar no remunerado (069)",34,33,1,,
"Trabajador del hogar (070)",11,11,,,
"De 30 a 44 años (072)",450,357,29,25,39
"Empleado (073)",122,49,18,21,34
"Obrero (074)",58,45,4,4,5
"Trabajador independiente (075)",232,225,7,,
"Empleador o patrono (076)",14,14,,,
"Trabajador familiar no remunerado (077)",17,17,,,
"Trabajador del hogar (078)",7,7,,,
"De 45 a 64 años (080)",305,264,14,18,9
"Empleado (081)",42,13,6,14,9
"Obrero (082)",44,36,4,4,
"Trabajador independiente (083)",198,195,3,,
"Empleador o patrono (084)",3,3,,,
"Trabajador familiar no remunerado (085)",11,10,1,,
"Trabajador del hogar (086)",7,7,,,
"De 65 y más años (088)",79,72,3,4,
"Empleado (089)",1,,1,,
"Obrero (090)",14,9,1,4,
"Trabajador independiente (091)",51,51,,,
"Empleador o patrono (092)",8,7,1,,
"Trabajador familiar no remunerado (093)",4,4,,,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",6709,6523,121,40,25
"Empleado (097)",242,172,33,19,18
"Obrero (098)",292,248,19,21,4
"Trabajador independiente (099)",4744,4687,57,,
"Empleador o patrono (100)",17,16,1,,
"Trabajador familiar no remunerado (101)",1374,1360,11,,3
"Trabajador del hogar (102)",40,40,,,
"De 06 a 14 años (104)",147,143,4,,
"Empleado (105)",1,1,,,
"Obrero (106)",6,6,,,
"Trabajador independiente (107)",30,29,1,,
"Trabajador familiar no remunerado (109)",107,104,3,,
"Trabajador del hogar (110)",3,3,,,
"De 15 a 29 años (112)",2292,2225,37,16,14
"Empleado (113)",76,52,11,5,8
"Obrero (114)",124,103,7,11,3
"Trabajador independiente (115)",1208,1192,16,,
"Empleador o patrono (116)",1,1,,,
"Trabajador familiar no remunerado (117)",860,854,3,,3
"Trabajador del hogar (118)",23,23,,,
"De 30 a 44 años (120)",2119,2050,47,16,6
"Empleado (121)",96,70,12,9,5
"Obrero (122)",104,86,10,7,1
"Trabajador independiente (123)",1667,1646,21,,
"Empleador o patrono (124)",7,7,,,
"Trabajador familiar no remunerado (125)",239,235,4,,
"Trabajador del hogar (126)",6,6,,,
"De 45 a 64 años (128)",1481,1440,28,8,5
"Empleado (129)",55,36,9,5,5
"Obrero (130)",44,40,1,3,
"Trabajador independiente (131)",1246,1230,16,,
"Empleador o patrono (132)",7,6,1,,
"Trabajador familiar no remunerado (133)",121,120,1,,
"Trabajador del hogar (134)",8,8,,,
"De 65 y más años (136)",670,665,5,,
"Empleado (137)",14,13,1,,
"Obrero (138)",14,13,1,,
"Trabajador independiente (139)",593,590,3,,
"Empleador o patrono (140)",2,2,,,
"Trabajador familiar no remunerado (141)",47,47,,,
