"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",1198,48,1,344,461,65,115,68,96
"Esposa(o)/ compa¤era(o) (050)",67,3,,15,30,2,4,3,10
"Hijo(a)/ hijastro(a) (051)",1256,148,75,498,396,43,36,40,20
"Yerno/ nuera (052)",18,,,2,8,,5,2,1
"Nieto(a) (053)",61,12,9,26,11,1,,1,1
"Padres/ suegros (054)",17,8,,8,1,,,,
"Otro(a) pariente (055)",139,16,5,43,55,1,4,13,2
"Trabajador(a) del hogar (056)",5,,,1,4,,,,
"Pensionista (057)",3,,,,2,,1,,
"Otro(a) no pariente (058)",66,6,1,24,23,4,1,3,4
"Mujeres (060)",2810,500,90,1077,827,63,84,110,59
"Jefe o Jefa (061)",571,150,1,192,142,14,23,33,16
"Esposa(o)/ compa¤era(o) (062)",842,116,3,354,272,22,29,21,25
"Hijo(a)/ hijastro(a) (063)",1061,161,77,417,313,22,14,44,13
"Yerno/ nuera (064)",25,2,,4,13,1,3,,2
"Nieto(a) (065)",61,10,4,32,14,,,1,
"Padres/ suegros (066)",47,33,,9,1,,3,1,
"Otro(a) pariente (067)",145,22,5,51,46,4,9,6,2
"Trabajador(a) del hogar (068)",11,1,,4,6,,,,
"Pensionista (069)",1,,,,1,,,,
"Otro(a) no pariente (070)",46,5,,14,19,,3,4,1
,,,,,,,,,
"RURAL (072)",29993,6400,897,14600,7262,312,244,152,126
"Jefe o Jefa (073)",8271,1801,,4193,1936,105,124,54,58
"Esposa(o)/ compa¤era(o) (074)",5223,1643,10,2876,631,23,20,9,11
"Hijo(a)/ hijastro(a) (075)",14127,2235,776,6569,4174,165,77,84,47
"Yerno/ nuera (076)",270,11,,99,142,4,12,1,1
"Nieto(a) (077)",886,242,71,416,146,7,2,1,1
"Padres/ suegros (078)",349,270,,73,6,,,,
"Otro(a) pariente (079)",769,178,39,330,202,6,8,1,5
"Trabajador(a) del hogar (080)",14,3,,7,3,,,1,
"Pensionista (081)",2,2,,,,,,,
"Otro(a) no pariente (082)",82,15,1,37,22,2,1,1,3
"Hombres (084)",14997,2018,458,7269,4628,226,187,114,97
"Jefe o Jefa (085)",6035,601,,3359,1757,100,116,52,50
"Esposa(o)/ compa¤era(o) (086)",297,26,1,159,91,4,7,3,6
"Hijo(a)/ hijastro(a) (087)",7516,1139,393,3260,2477,107,49,56,35
"Yerno/ nuera (088)",104,3,,29,61,2,8,,1
"Nieto(a) (089)",477,125,45,215,83,5,2,1,1
"Padres/ suegros (090)",105,47,,54,4,,,,
"Otro(a) pariente (091)",410,71,19,170,137,6,4,,3
"Trabajador(a) del hogar (092)",5,,,2,2,,,1,
"Pensionista (093)",1,1,,,,,,,
"Otro(a) no pariente (094)",47,5,,21,16,2,1,1,1
"Mujeres (096)",14996,4382,439,7331,2634,86,57,38,29
"Jefe o Jefa (097)",2236,1200,,834,179,5,8,2,8
"Esposa(o)/ compa¤era(o) (098)",4926,1617,9,2717,540,19,13,6,5
"Hijo(a)/ hijastro(a) (099)",6611,1096,383,3309,1697,58,28,28,12
"Yerno/ nuera (100)",166,8,,70,81,2,4,1,
"Nieto(a) (101)",409,117,26,201,63,2,,,
"Padres/ suegros (102)",244,223,,19,2,,,,
"Otro(a) pariente (103)",359,107,20,160,65,,4,1,2
"Trabajador(a) del hogar (104)",9,3,,5,1,,,,
"Pensionista (105)",1,1,,,,,,,
"Otro(a) no pariente (106)",35,10,1,16,6,,,,2
