"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"URBANA (060)",12276,89,338,755,1545,2668,3823,3058
"De 12 a 14 años (061)",14,,,,,,1,13
"De 15 a 19 años (062)",208,,,,,,122,86
"De 20 a 24 años (063)",1089,,,,,3,613,473
"De 25 a 29 años (064)",1542,,,,,99,913,530
"De 30 a 34 años (065)",1608,,,,,313,933,362
"De 35 a 39 años (066)",1628,,,,27,538,733,330
"De 40 a 44 años (067)",1437,,,,139,647,374,277
"De 45 a 49 años (068)",1239,,,12,287,605,116,219
"De 50 y más años (069)",3511,89,338,743,1092,463,18,768
"PEA (070)",5558,2,39,203,679,1449,1780,1406
"De 15 a 19 años (072)",57,,,,,,32,25
"De 20 a 24 años (073)",429,,,,,2,235,192
"De 25 a 29 años (074)",741,,,,,51,413,277
"De 30 a 34 años (075)",832,,,,,176,454,202
"De 35 a 39 años (076)",878,,,,15,306,371,186
"De 40 a 44 años (077)",792,,,,78,352,202,160
"De 45 a 49 años (078)",699,,,8,166,331,65,129
"De 50 y más años (079)",1130,2,39,195,420,231,8,235
"Ocupada (080)",5329,2,39,202,664,1398,1691,1333
"De 15 a 19 años (082)",51,,,,,,29,22
"De 20 a 24 años (083)",397,,,,,2,219,176
"De 25 a 29 años (084)",700,,,,,47,391,262
"De 30 a 34 años (085)",789,,,,,169,432,188
"De 35 a 39 años (086)",837,,,,14,292,355,176
"De 40 a 44 años (087)",765,,,,78,337,195,155
"De 45 a 49 años (088)",681,,,8,162,324,63,124
"De 50 y más años (089)",1109,2,39,194,410,227,7,230
"Desocupada (090)",229,,,1,15,51,89,73
"De 15 a 19 años (092)",6,,,,,,3,3
"De 20 a 24 años (093)",32,,,,,,16,16
"De 25 a 29 años (094)",41,,,,,4,22,15
"De 30 a 34 años (095)",43,,,,,7,22,14
"De 35 a 39 años (096)",41,,,,1,14,16,10
"De 40 a 44 años (097)",27,,,,,15,7,5
"De 45 a 49 años (098)",18,,,,4,7,2,5
"De 50 y más años (099)",21,,,1,10,4,1,5
"No PEA (100)",6718,87,299,552,866,1219,2043,1652
"De 12 a 14 años (101)",14,,,,,,1,13
"De 15 a 19 años (102)",151,,,,,,90,61
"De 20 a 24 años (103)",660,,,,,1,378,281
"De 25 a 29 años (104)",801,,,,,48,500,253
"De 30 a 34 años (105)",776,,,,,137,479,160
"De 35 a 39 años (106)",750,,,,12,232,362,144
"De 40 a 44 años (107)",645,,,,61,295,172,117
"De 45 a 49 años (108)",540,,,4,121,274,51,90
"De 50 y más años (109)",2381,87,299,548,672,232,10,533
,,,,,,,,
"RURAL (120)",1823,10,21,91,187,331,758,425
"De 12 a 14 años (121)",4,,,,,,1,3
"De 15 a 19 años (122)",66,,,,,,44,22
"De 20 a 24 años (123)",327,,,,,1,217,109
"De 25 a 29 años (124)",281,,,,,11,200,70
"De 30 a 34 años (125)",242,,,,,52,136,54
"De 35 a 39 años (126)",214,,,,1,77,104,32
"De 40 a 44 años (127)",162,,,,18,73,40,31
"De 45 a 49 años (128)",132,,,1,38,54,15,24
"De 50 y más años (129)",395,10,21,90,130,63,1,80
"PEA (130)",666,,1,21,63,155,272,154
"De 15 a 19 años (132)",10,,,,,,7,3
"De 20 a 24 años (133)",108,,,,,,69,39
"De 25 a 29 años (134)",96,,,,,6,66,24
"De 30 a 34 años (135)",115,,,,,26,66,23
"De 35 a 39 años (136)",96,,,,,41,39,16
"De 40 a 44 años (137)",73,,,,8,33,19,13
"De 45 a 49 años (138)",52,,,,14,23,6,9
"De 50 y más años (139)",116,,1,21,41,26,,27
"Ocupada (140)",660,,1,20,63,154,270,152
"De 15 a 19 años (142)",10,,,,,,7,3
"De 20 a 24 años (143)",107,,,,,,69,38
"De 25 a 29 años (144)",96,,,,,6,66,24
"De 30 a 34 años (145)",114,,,,,26,65,23
"De 35 a 39 años (146)",94,,,,,40,38,16
"De 40 a 44 años (147)",73,,,,8,33,19,13
"De 45 a 49 años (148)",52,,,,14,23,6,9
"De 50 y más años (149)",114,,1,20,41,26,,26
"Desocupada (150)",6,,,1,,1,2,2
"De 20 a 24 años (153)",1,,,,,,,1
"De 30 a 34 años (155)",1,,,,,,1,
"De 35 a 39 años (156)",2,,,,,1,1,
"De 50 y más años (159)",2,,,1,,,,1
"No PEA (160)",1157,10,20,70,124,176,486,271
"De 12 a 14 años (161)",4,,,,,,1,3
"De 15 a 19 años (162)",56,,,,,,37,19
"De 20 a 24 años (163)",219,,,,,1,148,70
"De 25 a 29 años (164)",185,,,,,5,134,46
"De 30 a 34 años (165)",127,,,,,26,70,31
"De 35 a 39 años (166)",118,,,,1,36,65,16
"De 40 a 44 años (167)",89,,,,10,40,21,18
"De 45 a 49 años (168)",80,,,1,24,31,9,15
"De 50 y más años (169)",279,10,20,69,89,37,1,53
