"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",2,2,,,
"Trabajador familiar no remunerado (061)",15,14,,1,
"Trabajador del hogar (062)",1,1,,,
"De 15 a 29 años (064)",419,218,46,59,96
"Empleado (065)",179,23,33,37,86
"Obrero (066)",64,29,6,20,9
"Trabajador independiente (067)",112,105,7,,
"Empleador o patrono (068)",3,3,,,
"Trabajador familiar no remunerado (069)",42,39,,2,1
"Trabajador del hogar (070)",19,19,,,
"De 30 a 44 años (072)",493,244,72,102,75
"Empleado (073)",275,60,51,97,67
"Obrero (074)",42,16,13,5,8
"Trabajador independiente (075)",142,135,7,,
"Empleador o patrono (076)",5,5,,,
"Trabajador familiar no remunerado (077)",24,23,1,,
"Trabajador del hogar (078)",5,5,,,
"De 45 a 64 años (080)",303,168,37,50,48
"Empleado (081)",131,25,23,45,38
"Obrero (082)",28,7,8,3,10
"Trabajador independiente (083)",119,114,5,,
"Empleador o patrono (084)",2,2,,,
"Trabajador familiar no remunerado (085)",21,18,1,2,
"Trabajador del hogar (086)",2,2,,,
"De 65 y más años (088)",66,62,2,,2
"Empleado (089)",5,3,1,,1
"Obrero (090)",9,7,1,,1
"Trabajador independiente (091)",44,44,,,
"Empleador o patrono (092)",1,1,,,
"Trabajador familiar no remunerado (093)",6,6,,,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",3789,3143,280,170,196
"Empleado (097)",383,93,90,95,105
"Obrero (098)",596,312,126,67,91
"Trabajador independiente (099)",1403,1365,38,,
"Empleador o patrono (100)",723,700,18,5,
"Trabajador familiar no remunerado (101)",620,609,8,3,
"Trabajador del hogar (102)",64,64,,,
"De 06 a 14 años (104)",31,29,2,,
"Obrero (106)",2,2,,,
"Trabajador independiente (107)",4,4,,,
"Trabajador familiar no remunerado (109)",24,22,2,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",1180,934,82,69,95
"Empleado (113)",136,35,21,27,53
"Obrero (114)",240,116,42,40,42
"Trabajador independiente (115)",355,347,8,,
"Empleador o patrono (116)",171,163,7,1,
"Trabajador familiar no remunerado (117)",250,245,4,1,
"Trabajador del hogar (118)",28,28,,,
"De 30 a 44 años (120)",1229,983,101,77,68
"Empleado (121)",162,32,34,53,43
"Obrero (122)",194,103,47,19,25
"Trabajador independiente (123)",467,453,14,,
"Empleador o patrono (124)",249,241,5,3,
"Trabajador familiar no remunerado (125)",142,139,1,2,
"Trabajador del hogar (126)",15,15,,,
"De 45 a 64 años (128)",1024,890,81,23,30
"Empleado (129)",81,23,34,15,9
"Obrero (130)",127,68,30,8,21
"Trabajador independiente (131)",417,404,13,,
"Empleador o patrono (132)",214,211,3,,
"Trabajador familiar no remunerado (133)",168,167,1,,
"Trabajador del hogar (134)",17,17,,,
"De 65 y más años (136)",325,307,14,1,3
"Empleado (137)",4,3,1,,
"Obrero (138)",33,23,7,,3
"Trabajador independiente (139)",160,157,3,,
"Empleador o patrono (140)",89,85,3,1,
"Trabajador familiar no remunerado (141)",36,36,,,
"Trabajador del hogar (142)",3,3,,,
