"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",13489,1411,421,5499,4835,342,332,234,415
"Jefe o Jefa (049)",5114,298,4,2058,1922,188,237,100,307
"Esposa(o)/ compa¤era(o) (050)",257,19,,88,109,10,10,10,11
"Hijo(a)/ hijastro(a) (051)",6464,904,354,2729,2201,106,42,91,37
"Yerno/ nuera (052)",98,2,,26,54,5,4,2,5
"Nieto(a) (053)",332,69,30,151,75,6,1,,
"Padres/ suegros (054)",127,52,,57,9,2,2,1,4
"Otro(a) pariente (055)",792,56,31,313,331,10,13,16,22
"Trabajador(a) del hogar (056)",9,1,,5,3,,,,
"Otro(a) no pariente (058)",296,10,2,72,131,15,23,14,29
"Mujeres (060)",13465,2545,432,6056,3621,257,202,156,196
"Jefe o Jefa (061)",2323,679,2,916,526,49,55,26,70
"Esposa(o)/ compa¤era(o) (062)",3740,671,3,1846,974,69,74,30,73
"Hijo(a)/ hijastro(a) (063)",5773,801,378,2655,1663,104,45,96,31
"Yerno/ nuera (064)",141,8,,49,78,4,2,,
"Nieto(a) (065)",321,69,31,151,61,5,1,2,1
"Padres/ suegros (066)",237,186,,46,4,,,,1
"Otro(a) pariente (067)",721,100,16,316,249,19,11,,10
"Trabajador(a) del hogar (068)",22,3,,10,9,,,,
"Pensionista (069)",3,,,1,2,,,,
"Otro(a) no pariente (070)",184,28,2,66,55,7,14,2,10
,,,,,,,,,
"RURAL (072)",40146,7900,1025,20404,9974,316,202,155,170
"Jefe o Jefa (073)",12090,2106,5,6488,3065,119,140,63,104
"Esposa(o)/ compa¤era(o) (074)",6501,1812,13,3595,1024,23,14,5,15
"Hijo(a)/ hijastro(a) (075)",17483,3054,910,8533,4725,125,33,70,33
"Yerno/ nuera (076)",260,10,,119,121,4,,3,3
"Nieto(a) (077)",996,280,62,486,163,3,,2,
"Padres/ suegros (078)",391,287,,100,4,,,,
"Otro(a) pariente (079)",1694,274,33,777,549,27,12,10,12
"Trabajador(a) del hogar (080)",28,2,,16,9,1,,,
"Pensionista (081)",5,3,,1,1,,,,
"Otro(a) no pariente (082)",698,72,2,289,313,14,3,2,3
"Hombres (084)",21162,2838,510,10742,6482,229,137,108,116
"Jefe o Jefa (085)",9158,889,2,5228,2697,109,107,51,75
"Esposa(o)/ compa¤era(o) (086)",287,30,1,133,111,2,6,1,3
"Hijo(a)/ hijastro(a) (087)",9297,1522,456,4306,2858,75,12,47,21
"Yerno/ nuera (088)",119,2,,54,55,4,,2,2
"Nieto(a) (089)",535,140,33,268,91,2,,1,
"Padres/ suegros (090)",156,76,,76,4,,,,
"Otro(a) pariente (091)",1036,132,17,447,391,23,9,5,12
"Trabajador(a) del hogar (092)",14,,,8,5,1,,,
"Pensionista (093)",3,1,,1,1,,,,
"Otro(a) no pariente (094)",557,46,1,221,269,13,3,1,3
"Mujeres (096)",18984,5062,515,9662,3492,87,65,47,54
"Jefe o Jefa (097)",2932,1217,3,1260,368,10,33,12,29
"Esposa(o)/ compa¤era(o) (098)",6214,1782,12,3462,913,21,8,4,12
"Hijo(a)/ hijastro(a) (099)",8186,1532,454,4227,1867,50,21,23,12
"Yerno/ nuera (100)",141,8,,65,66,,,1,1
"Nieto(a) (101)",461,140,29,218,72,1,,1,
"Padres/ suegros (102)",235,211,,24,,,,,
"Otro(a) pariente (103)",658,142,16,330,158,4,3,5,
"Trabajador(a) del hogar (104)",14,2,,8,4,,,,
"Pensionista (105)",2,2,,,,,,,
"Otro(a) no pariente (106)",141,26,1,68,44,1,,1,
