"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",1219,25,1,518,348,54,124,25,124
"Esposa(o)/ compa¤era(o) (050)",79,5,1,34,27,4,2,2,4
"Hijo(a)/ hijastro(a) (051)",1194,129,90,430,423,36,22,39,25
"Yerno/ nuera (052)",40,,,9,16,1,8,3,3
"Nieto(a) (053)",146,28,28,57,29,1,3,,
"Padres/ suegros (054)",37,8,,27,1,,,,1
"Otro(a) pariente (055)",240,16,9,91,89,9,4,5,17
"Trabajador(a) del hogar (056)",3,,,3,,,,,
"Pensionista (057)",12,1,,,1,3,4,,3
"Otro(a) no pariente (058)",74,2,2,29,20,2,4,4,11
"Mujeres (060)",3097,356,87,1322,809,102,207,58,156
"Jefe o Jefa (061)",503,60,1,240,92,16,48,14,32
"Esposa(o)/ compa¤era(o) (062)",931,88,2,424,212,38,96,8,63
"Hijo(a)/ hijastro(a) (063)",1062,109,64,412,349,31,41,24,32
"Yerno/ nuera (064)",38,1,,9,19,3,3,,3
"Nieto(a) (065)",151,24,14,73,30,4,4,1,1
"Padres/ suegros (066)",84,29,,51,3,,1,,
"Otro(a) pariente (067)",235,35,5,87,72,9,10,8,9
"Trabajador(a) del hogar (068)",17,5,,4,7,1,,,
"Pensionista (069)",17,,,1,11,,1,1,3
"Otro(a) no pariente (070)",59,5,1,21,14,,3,2,13
,,,,,,,,,
"RURAL (072)",21293,4193,643,12073,3735,156,239,80,174
"Jefe o Jefa (073)",5801,1056,20,3603,884,31,94,31,82
"Esposa(o)/ compa¤era(o) (074)",3725,820,19,2249,514,47,46,12,18
"Hijo(a)/ hijastro(a) (075)",8599,1555,461,4643,1774,55,55,26,30
"Yerno/ nuera (076)",278,15,4,147,95,4,8,,5
"Nieto(a) (077)",969,248,86,488,139,4,4,,
"Padres/ suegros (078)",232,124,,101,5,1,1,,
"Otro(a) pariente (079)",1437,316,51,737,274,11,20,8,20
"Trabajador(a) del hogar (080)",22,6,,7,9,,,,
"Pensionista (081)",6,,,1,1,,1,,3
"Otro(a) no pariente (082)",224,53,2,97,40,3,10,3,16
"Hombres (084)",11403,1823,294,6775,2174,73,129,49,86
"Jefe o Jefa (085)",4646,637,16,3068,765,25,69,24,42
"Esposa(o)/ compa¤era(o) (086)",263,30,7,158,50,2,11,4,1
"Hijo(a)/ hijastro(a) (087)",4776,796,204,2643,1039,35,27,16,16
"Yerno/ nuera (088)",137,3,1,84,39,1,4,,5
"Nieto(a) (089)",513,130,41,266,73,2,1,,
"Padres/ suegros (090)",97,32,,61,3,1,,,
"Otro(a) pariente (091)",791,149,23,424,167,6,10,2,10
"Trabajador(a) del hogar (092)",7,1,,3,3,,,,
"Pensionista (093)",4,,,1,1,,1,,1
"Otro(a) no pariente (094)",169,45,2,67,34,1,6,3,11
"Mujeres (096)",9890,2370,349,5298,1561,83,110,31,88
"Jefe o Jefa (097)",1155,419,4,535,119,6,25,7,40
"Esposa(o)/ compa¤era(o) (098)",3462,790,12,2091,464,45,35,8,17
"Hijo(a)/ hijastro(a) (099)",3823,759,257,2000,735,20,28,10,14
"Yerno/ nuera (100)",141,12,3,63,56,3,4,,
"Nieto(a) (101)",456,118,45,222,66,2,3,,
"Padres/ suegros (102)",135,92,,40,2,,1,,
"Otro(a) pariente (103)",646,167,28,313,107,5,10,6,10
"Trabajador(a) del hogar (104)",15,5,,4,6,,,,
"Pensionista (105)",2,,,,,,,,2
"Otro(a) no pariente (106)",55,8,,30,6,2,4,,5
