"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",1938,63,,768,630,60,183,37,197
"Esposa(o)/ compa¤era(o) (050)",70,5,,22,27,4,1,,11
"Hijo(a)/ hijastro(a) (051)",1578,178,75,556,632,25,52,28,32
"Yerno/ nuera (052)",56,1,,6,23,2,10,4,10
"Nieto(a) (053)",215,41,17,69,79,4,,3,2
"Padres/ suegros (054)",28,5,,19,4,,,,
"Otro(a) pariente (055)",231,16,2,71,98,11,16,4,13
"Trabajador(a) del hogar (056)",1,,,,1,,,,
"Pensionista (057)",12,,,3,3,1,,1,4
"Otro(a) no pariente (058)",78,4,1,11,37,1,5,6,13
"Mujeres (060)",4276,611,96,1747,1159,101,257,72,233
"Jefe o Jefa (061)",690,132,,270,158,9,57,14,50
"Esposa(o)/ compa¤era(o) (062)",1502,191,,681,370,28,104,23,105
"Hijo(a)/ hijastro(a) (063)",1440,167,79,539,478,46,67,23,41
"Yerno/ nuera (064)",60,4,,17,26,2,6,1,4
"Nieto(a) (065)",186,29,13,90,42,5,4,1,2
"Padres/ suegros (066)",70,41,,25,2,,1,,1
"Otro(a) pariente (067)",220,33,4,81,62,6,12,6,16
"Trabajador(a) del hogar (068)",38,7,,22,8,,,1,
"Pensionista (069)",2,,,1,,,1,,
"Otro(a) no pariente (070)",68,7,,21,13,5,5,3,14
,,,,,,,,,
"RURAL (072)",44345,7961,895,25231,9240,270,360,134,254
"Jefe o Jefa (073)",12219,2126,7,7696,2049,46,143,36,116
"Esposa(o)/ compa¤era(o) (074)",8430,2297,5,5064,955,21,52,13,23
"Hijo(a)/ hijastro(a) (075)",17845,2316,651,9423,5036,159,120,66,74
"Yerno/ nuera (076)",846,44,,477,275,10,23,3,14
"Nieto(a) (077)",2672,490,185,1437,535,11,6,6,2
"Padres/ suegros (078)",401,298,,97,6,,,,
"Otro(a) pariente (079)",1714,347,45,929,345,20,14,7,7
"Trabajador(a) del hogar (080)",41,8,,28,4,1,,,
"Pensionista (081)",5,,,3,1,,,,1
"Otro(a) no pariente (082)",172,35,2,77,34,2,2,3,17
"Hombres (084)",21778,2274,446,12671,5762,167,220,75,163
"Jefe o Jefa (085)",9412,720,5,6501,1900,41,123,30,92
"Esposa(o)/ compa¤era(o) (086)",261,41,,154,61,1,3,,1
"Hijo(a)/ hijastro(a) (087)",9300,1084,327,4554,3087,100,67,38,43
"Yerno/ nuera (088)",355,13,,173,133,6,17,1,12
"Nieto(a) (089)",1403,236,90,734,331,8,2,1,1
"Padres/ suegros (090)",85,33,,49,3,,,,
"Otro(a) pariente (091)",861,137,23,456,218,10,7,4,6
"Trabajador(a) del hogar (092)",8,1,,5,2,,,,
"Pensionista (093)",5,,,3,1,,,,1
"Otro(a) no pariente (094)",88,9,1,42,26,1,1,1,7
"Mujeres (096)",22567,5687,449,12560,3478,103,140,59,91
"Jefe o Jefa (097)",2807,1406,2,1195,149,5,20,6,24
"Esposa(o)/ compa¤era(o) (098)",8169,2256,5,4910,894,20,49,13,22
"Hijo(a)/ hijastro(a) (099)",8545,1232,324,4869,1949,59,53,28,31
"Yerno/ nuera (100)",491,31,,304,142,4,6,2,2
"Nieto(a) (101)",1269,254,95,703,204,3,4,5,1
"Padres/ suegros (102)",316,265,,48,3,,,,
"Otro(a) pariente (103)",853,210,22,473,127,10,7,3,1
"Trabajador(a) del hogar (104)",33,7,,23,2,1,,,
"Otro(a) no pariente (106)",84,26,1,35,8,1,1,2,10
