"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Ocupación no especificada (035)",1311,80,1,267,497,92,114,98,162
,,,,,,,,,
"URBANA (036)",134795,4026,113,22154,51235,9388,14348,11144,22387
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",310,,,4,21,17,37,35,196
"Profes., científicos e intelectuales (038)",14200,,,,341,425,1324,1310,10800
"Técnicos de nivel medio ytrab.asimilados (039)",8060,32,4,169,1511,1081,2244,1283,1736
"Jefes y empleados de oficina (040)",6772,1,1,108,1874,615,1334,1072,1767
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",26241,1094,25,4904,10929,1927,2584,2380,2398
"Agricult.trabaj. calif.agrop. y pesquros (042)",5655,337,2,1814,2376,267,278,250,331
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",17534,409,12,2752,7759,1435,2563,1115,1489
"Obreros. construc., conf., papel, fab., instr (044)",17797,275,12,3047,9242,1299,1382,1326,1214
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",33712,1775,55,8697,15427,1998,1951,1994,1815
"Otra (046)",935,,,,236,50,360,104,185
"Ocupación no especificada (047)",3579,103,2,659,1519,274,291,275,456
"Hombres (048)",87531,1667,65,14426,36373,6249,8804,7145,12802
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",200,,,4,15,11,18,23,129
"Profes., científicos e intelectuales (050)",6802,,,,126,200,504,679,5293
"Técnicos de nivel medio ytrab.asimilados (051)",5025,9,4,108,1000,753,1286,840,1025
"Jefes y empleados de oficina (052)",3327,1,,69,1149,285,442,511,870
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",11426,184,6,1882,5171,865,1034,1157,1127
"Agricult.trabaj. calif.agrop. y pesquros (054)",5217,263,2,1674,2232,254,253,227,312
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",14008,191,9,1992,6156,1215,2243,928,1274
"Obreros. construc., conf., papel, fab., instr (056)",17344,246,11,2986,9054,1258,1342,1277,1170
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",20968,735,32,5288,10214,1177,1166,1227,1129
"Otra (058)",888,,,,224,49,337,99,179
"Ocupación no especificada (059)",2326,38,1,423,1032,182,179,177,294
"Mujeres (060)",47264,2359,48,7728,14862,3139,5544,3999,9585
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",110,,,,6,6,19,12,67
"Profes., científicos e intelectuales (062)",7398,,,,215,225,820,631,5507
"Técnicos de nivel medio ytrab.asimilados (063)",3035,23,,61,511,328,958,443,711
"Jefes y empleados de oficina (064)",3445,,1,39,725,330,892,561,897
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",14815,910,19,3022,5758,1062,1550,1223,1271
"Agricult.trabaj. calif.agrop. y pesquros (066)",438,74,,140,144,13,25,23,19
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",3526,218,3,760,1603,220,320,187,215
"Obreros. construc., conf., papel, fab., instr (068)",453,29,1,61,188,41,40,49,44
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",12744,1040,23,3409,5213,821,785,767,686
"Otra (070)",47,,,,12,1,23,5,6
"Ocupación no especificada (071)",1253,65,1,236,487,92,112,98,162
,,,,,,,,,
"RURAL (072)",9217,875,19,4480,3222,143,184,118,176
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",5,,,,1,,1,1,2
"Profes., científicos e intelectuales (074)",93,,,,7,9,11,12,54
"Técnicos de nivel medio ytrab.asimilados (075)",48,1,,5,14,5,17,2,4
"Jefes y empleados de oficina (076)",38,,,1,18,6,3,4,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",359,35,,139,148,6,15,8,8
"Agricult.trabaj. calif.agrop. y pesquros (078)",3545,370,2,1914,1078,38,55,22,66
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",165,9,,50,73,9,17,7,
"Obreros. construc., conf., papel, fab., instr (080)",459,36,3,181,207,10,9,6,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",4406,406,14,2142,1649,60,54,53,28
"Ocupación no especificada (083)",99,18,,48,27,,2,3,1
"Hombres (084)",7596,585,17,3706,2815,109,144,87,133
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",4,,,,1,,1,1,1
"Profes., científicos e intelectuales (086)",41,,,,,1,5,3,32
"Técnicos de nivel medio ytrab.asimilados (087)",35,1,,4,10,3,12,2,3
"Jefes y empleados de oficina (088)",22,,,1,12,3,2,1,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",153,6,,61,70,1,6,5,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",3327,329,2,1791,1038,36,50,21,60
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",122,6,,40,50,7,14,5,
"Obreros. construc., conf., papel, fab., instr (092)",409,28,2,158,191,8,9,6,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",3442,212,13,1634,1426,50,45,40,22
"Ocupación no especificada (095)",41,3,,17,17,,,3,1
"Mujeres (096)",1621,290,2,774,407,34,40,31,43
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,,,1
"Profes., científicos e intelectuales (098)",52,,,,7,8,6,9,22
"Técnicos de nivel medio ytrab.asimilados (099)",13,,,1,4,2,5,,1
"Jefes y empleados de oficina (100)",16,,,,6,3,1,3,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",206,29,,78,78,5,9,3,4
"Agricult.trabaj. calif.agrop. y pesquros (102)",218,41,,123,40,2,5,1,6
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",43,3,,10,23,2,3,2,
"Obreros. construc., conf., papel, fab., instr (104)",50,8,1,23,16,2,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",964,194,1,508,223,10,9,13,6
"Ocupación no especificada (107)",58,15,,31,10,,2,,
