"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 20 a 24 años (023)",166,136,,73,50,10,3,,,,30,216
"De 25 a 29 años (024)",287,239,1,97,89,35,15,2,,,48,456
"De 30 a 34 años (025)",357,335,,99,110,65,50,8,3,,22,804
"De 35 a 39 años (026)",305,293,1,43,54,78,77,30,9,1,12,1001
"De 40 a 44 años (027)",256,253,,21,35,57,87,37,15,1,3,1027
"De 45 a 49 años (028)",225,222,1,13,25,32,80,44,21,6,3,1040
"De 50 y más años (029)",448,446,,32,36,51,98,119,81,29,2,2458
"Desocupada (030)",46,32,,15,9,2,3,2,1,,14,73
"De 15 a 19 años (032)",2,2,,1,1,,,,,,,3
"De 20 a 24 años (033)",15,9,,8,1,,,,,,6,10
"De 25 a 29 años (034)",9,3,,1,2,,,,,,6,5
"De 30 a 34 años (035)",9,8,,4,2,2,,,,,1,14
"De 35 a 39 años (036)",5,4,,1,2,,1,,,,1,9
"De 40 a 44 años (037)",4,4,,,1,,1,1,1,,,21
"De 45 a 49 años (038)",1,1,,,,,1,,,,,5
"De 50 y más años (039)",1,1,,,,,,1,,,,6
"No PEA (040)",10775,10450,40,1467,1459,1381,2431,1986,1183,503,325,47531
"De 12 a 14 años (041)",18,7,,7,,,,,,,11,7
"De 15 a 19 años (042)",331,283,4,238,38,2,1,,,,48,324
"De 20 a 24 años (043)",1095,1005,5,529,338,106,23,4,,,90,1646
"De 25 a 29 años (044)",1163,1116,2,234,372,307,191,10,,,47,2779
"De 30 a 34 años (045)",1152,1123,3,110,240,302,334,116,16,2,29,3834
"De 35 a 39 años (046)",1191,1171,2,62,132,188,460,258,62,7,20,5194
"De 40 a 44 años (047)",1007,998,,36,57,102,316,291,160,36,9,5489
"De 45 a 49 años (048)",858,851,2,31,30,55,209,264,175,85,7,5277
"De 50 y más años (049)",3960,3896,22,220,252,319,897,1043,770,373,64,22981
,,,,,,,,,,,,
"URBANA (060)",4149,3988,15,690,691,630,894,598,343,127,161,16050
"De 12 a 14 años (061)",10,4,,4,,,,,,,6,4
"De 15 a 19 años (062)",86,70,3,61,6,,,,,,16,73
"De 20 a 24 años (063)",373,332,1,201,99,27,3,1,,,41,499
"De 25 a 29 años (064)",512,468,2,143,164,109,47,3,,,44,1015
"De 30 a 34 años (065)",610,587,,122,163,141,129,29,3,,23,1630
"De 35 a 39 años (066)",539,532,1,49,92,119,176,75,18,2,7,2022
"De 40 a 44 años (067)",457,453,,27,51,80,153,82,47,13,4,2125
"De 45 a 49 años (068)",376,372,2,24,24,39,116,90,55,22,4,1990
"De 50 y más años (069)",1186,1170,6,59,92,115,270,318,220,90,16,6692
"PEA (070)",1322,1245,4,272,276,231,252,128,65,17,77,4192
"De 15 a 19 años (072)",13,13,1,11,1,,,,,,,13
"De 20 a 24 años (073)",100,82,,47,27,6,2,,,,18,128
"De 25 a 29 años (074)",178,144,1,63,52,20,6,2,,,34,265
"De 30 a 34 años (075)",264,247,,83,82,51,28,3,,,17,536
"De 35 a 39 años (076)",201,196,1,28,46,53,48,16,4,,5,630
"De 40 a 44 años (077)",183,182,,15,28,44,63,19,12,1,1,716
"De 45 a 49 años (078)",149,147,1,10,17,22,55,28,10,4,2,665
"De 50 y más años (079)",234,234,,15,23,35,50,60,39,12,,1239
"Ocupada (080)",1304,1231,4,266,270,230,251,128,65,17,73,4167
"De 15 a 19 años (082)",12,12,1,10,1,,,,,,,12
"De 20 a 24 años (083)",93,77,,43,26,6,2,,,,16,122
"De 25 a 29 años (084)",174,142,1,63,50,20,6,2,,,32,261
"De 30 a 34 años (085)",262,245,,83,81,50,28,3,,,17,531
"De 35 a 39 años (086)",199,194,1,27,45,53,48,16,4,,5,627
"De 40 a 44 años (087)",181,180,,15,27,44,62,19,12,1,1,710
"De 45 a 49 años (088)",149,147,1,10,17,22,55,28,10,4,2,665
"De 50 y más años (089)",234,234,,15,23,35,50,60,39,12,,1239
"Desocupada (090)",18,14,,6,6,1,1,,,,4,25
"De 15 a 19 años (092)",1,1,,1,,,,,,,,1
"De 20 a 24 años (093)",7,5,,4,1,,,,,,2,6
"De 25 a 29 años (094)",4,2,,,2,,,,,,2,4
"De 30 a 34 años (095)",2,2,,,1,1,,,,,,5
"De 35 a 39 años (096)",2,2,,1,1,,,,,,,3
"De 40 a 44 años (097)",2,2,,,1,,1,,,,,6
"No PEA (100)",2827,2743,11,418,415,399,642,470,278,110,84,11858
"De 12 a 14 años (101)",10,4,,4,,,,,,,6,4
"De 15 a 19 años (102)",73,57,2,50,5,,,,,,16,60
"De 20 a 24 años (103)",273,250,1,154,72,21,1,1,,,23,371
"De 25 a 29 años (104)",334,324,1,80,112,89,41,1,,,10,750
"De 30 a 34 años (105)",346,340,,39,81,90,101,26,3,,6,1094
"De 35 a 39 años (106)",338,336,,21,46,66,128,59,14,2,2,1392
"De 40 a 44 años (107)",274,271,,12,23,36,90,63,35,12,3,1409
"De 45 a 49 años (108)",227,225,1,14,7,17,61,62,45,18,2,1325
"De 50 y más años (109)",952,936,6,44,69,80,220,258,181,78,16,5453
,,,,,,,,,,,,
"RURAL (120)",8745,8445,29,1193,1179,1081,1950,1630,970,413,300,38585
"De 12 a 14 años (121)",10,5,,5,,,,,,,5,5
"De 15 a 19 años (122)",274,240,2,199,36,2,1,,,,34,281
"De 20 a 24 años (123)",903,818,4,409,290,89,23,3,,,85,1373
"De 25 a 29 años (124)",947,890,1,189,299,233,159,9,,,57,2225
"De 30 a 34 años (125)",908,879,3,91,189,228,255,95,16,2,29,3022
"De 35 a 39 años (126)",962,936,2,57,96,147,362,213,53,6,26,4182
"De 40 a 44 años (127)",810,802,,30,42,79,251,247,129,24,8,4412
"De 45 a 49 años (128)",708,702,1,20,31,48,174,218,141,69,6,4332
"De 50 y más años (129)",3223,3173,16,193,196,255,725,845,631,312,50,18753
"PEA (130)",797,738,,144,135,99,161,114,65,20,59,2912
"De 12 a 14 años (131)",2,2,,2,,,,,,,,2
"De 15 a 19 años (132)",16,14,,11,3,,,,,,2,17
"De 20 a 24 años (133)",81,63,,34,24,4,1,,,,18,98
"De 25 a 29 años (134)",118,98,,35,39,15,9,,,,20,196
"De 30 a 34 años (135)",102,96,,20,30,16,22,5,3,,6,282
"De 35 a 39 años (136)",109,101,,16,10,25,30,14,5,1,8,380
"De 40 a 44 años (137)",77,75,,6,8,13,25,19,4,,2,332
"De 45 a 49 años (138)",77,76,,3,8,10,26,16,11,2,1,380
"De 50 y más años (139)",215,213,,17,13,16,48,60,42,17,2,1225
"Ocupada (140)",769,720,,135,132,98,159,112,64,20,49,2864
"De 12 a 14 años (141)",2,2,,2,,,,,,,,2
"De 15 a 19 años (142)",15,13,,11,2,,,,,,2,15
"De 20 a 24 años (143)",73,59,,30,24,4,1,,,,14,94
"De 25 a 29 años (144)",113,97,,34,39,15,9,,,,16,195
"De 30 a 34 años (145)",95,90,,16,29,15,22,5,3,,5,273
"De 35 a 39 años (146)",106,99,,16,9,25,29,14,5,1,7,374
"De 40 a 44 años (147)",75,73,,6,8,13,25,18,3,,2,317
"De 45 a 49 años (148)",76,75,,3,8,10,25,16,11,2,1,375
"De 50 y más años (149)",214,212,,17,13,16,48,59,42,17,2,1219
"Desocupada (150)",28,18,,9,3,1,2,2,1,,10,48
"De 15 a 19 años (152)",1,1,,,1,,,,,,,2
"De 20 a 24 años (153)",8,4,,4,,,,,,,4,4
"De 25 a 29 años (154)",5,1,,1,,,,,,,4,1
"De 30 a 34 años (155)",7,6,,4,1,1,,,,,1,9
"De 35 a 39 años (156)",3,2,,,1,,1,,,,1,6
"De 40 a 44 años (157)",2,2,,,,,,1,1,,,15
"De 45 a 49 años (158)",1,1,,,,,1,,,,,5
"De 50 y más años (159)",1,1,,,,,,1,,,,6
"No PEA (160)",7948,7707,29,1049,1044,982,1789,1516,905,393,241,35673
"De 12 a 14 años (161)",8,3,,3,,,,,,,5,3
"De 15 a 19 años (162)",258,226,2,188,33,2,1,,,,32,264
"De 20 a 24 años (163)",822,755,4,375,266,85,22,3,,,67,1275
"De 25 a 29 años (164)",829,792,1,154,260,218,150,9,,,37,2029
"De 30 a 34 años (165)",806,783,3,71,159,212,233,90,13,2,23,2740
"De 35 a 39 años (166)",853,835,2,41,86,122,332,199,48,5,18,3802
"De 40 a 44 años (167)",733,727,,24,34,66,226,228,125,24,6,4080
"De 45 a 49 años (168)",631,626,1,17,23,38,148,202,130,67,5,3952
"De 50 y más años (169)",3008,2960,16,176,183,239,677,785,589,295,48,17528
