"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",26,24,1,1,
"Empleado (057)",4,3,,1,
"Obrero (058)",1,1,,,
"Trabajador independiente (059)",3,3,,,
"Trabajador familiar no remunerado (061)",14,13,1,,
"Trabajador del hogar (062)",4,4,,,
"De 15 a 29 años (064)",686,526,56,27,77
"Empleado (065)",180,67,24,19,70
"Obrero (066)",120,93,13,7,7
"Trabajador independiente (067)",229,216,13,,
"Empleador o patrono (068)",7,6,1,,
"Trabajador familiar no remunerado (069)",83,77,5,1,
"Trabajador del hogar (070)",67,67,,,
"De 30 a 44 años (072)",1341,756,183,101,301
"Empleado (073)",665,147,136,94,288
"Obrero (074)",117,81,19,6,11
"Trabajador independiente (075)",464,442,22,,
"Empleador o patrono (076)",15,11,3,,1
"Trabajador familiar no remunerado (077)",55,50,3,1,1
"Trabajador del hogar (078)",25,25,,,
"De 45 a 64 años (080)",811,513,77,69,152
"Empleado (081)",318,70,48,60,140
"Obrero (082)",87,59,11,7,10
"Trabajador independiente (083)",338,326,12,,
"Empleador o patrono (084)",15,11,3,1,
"Trabajador familiar no remunerado (085)",43,37,3,1,2
"Trabajador del hogar (086)",10,10,,,
"De 65 y más años (088)",202,186,8,2,6
"Empleado (089)",11,6,,1,4
"Obrero (090)",32,27,3,1,1
"Trabajador independiente (091)",128,124,4,,
"Empleador o patrono (092)",5,4,1,,
"Trabajador familiar no remunerado (093)",24,23,,,1
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",8056,7422,318,50,266
"Empleado (097)",468,146,110,37,175
"Obrero (098)",1030,920,40,8,62
"Trabajador independiente (099)",4253,4174,79,,
"Empleador o patrono (100)",191,181,10,,
"Trabajador familiar no remunerado (101)",2009,1896,79,5,29
"Trabajador del hogar (102)",105,105,,,
"De 06 a 14 años (104)",95,88,7,,
"Obrero (106)",12,10,2,,
"Trabajador independiente (107)",23,22,1,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",54,50,4,,
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",2347,2220,84,11,32
"Empleado (113)",84,39,18,8,19
"Obrero (114)",370,349,10,2,9
"Trabajador independiente (115)",927,910,17,,
"Empleador o patrono (116)",41,39,2,,
"Trabajador familiar no remunerado (117)",871,829,37,1,4
"Trabajador del hogar (118)",54,54,,,
"De 30 a 44 años (120)",2522,2255,125,13,129
"Empleado (121)",244,67,64,10,103
"Obrero (122)",305,265,17,3,20
"Trabajador independiente (123)",1392,1371,21,,
"Empleador o patrono (124)",64,61,3,,
"Trabajador familiar no remunerado (125)",496,470,20,,6
"Trabajador del hogar (126)",21,21,,,
"De 45 a 64 años (128)",2142,1955,81,23,83
"Empleado (129)",131,34,28,18,51
"Obrero (130)",250,218,11,1,20
"Trabajador independiente (131)",1276,1247,29,,
"Empleador o patrono (132)",55,53,2,,
"Trabajador familiar no remunerado (133)",409,382,11,4,12
"Trabajador del hogar (134)",21,21,,,
"De 65 y más años (136)",950,904,21,3,22
"Empleado (137)",9,6,,1,2
"Obrero (138)",93,78,,2,13
"Trabajador independiente (139)",635,624,11,,
"Empleador o patrono (140)",30,27,3,,
"Trabajador familiar no remunerado (141)",179,165,7,,7
"Trabajador del hogar (142)",4,4,,,
