"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",1033,63,377,325,217,51
"Otra (036)",2,,1,1,,
"Ocupación no especificada (037)",140,,63,42,28,7
"Desocupado (038)",49,7,20,15,4,3
,,,,,,
"URBANA (039)",5149,106,1321,1934,1394,394
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",15,,2,4,7,2
"Profes., científicos e intelectuales (041)",362,,50,187,121,4
"Técnicos de nivel medio y trab.asimilados (042)",135,,31,70,29,5
"Jefes y empleados de oficina (043)",124,,31,58,34,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",416,5,80,183,116,32
"Agricult.trabaj. calif. agrop. y pesqueros (045)",1936,9,376,696,613,242
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",201,2,54,76,57,12
"Obreros construc., conf., papel, fab., instr. (047)",278,,70,130,74,4
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",1382,84,536,416,275,71
"Otra (049)",28,,10,17,1,
"Ocupación no especificada (050)",92,,21,27,33,11
"Desocupado (051)",180,6,60,70,34,10
"Hombres (052)",3778,82,993,1373,1027,303
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",13,,2,3,7,1
"Profes., científicos e intelectuales (054)",197,,23,96,74,4
"Técnicos de nivel medio y trab.asimilados (055)",70,,21,32,15,2
"Jefes y empleados de oficina (056)",56,,12,25,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",190,3,36,75,60,16
"Agricult.trabaj. calif. agrop. y pesqueros (058)",1810,8,351,655,573,223
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",169,2,50,65,42,10
"Obreros construc., conf., papel, fab., instr. (060)",276,,68,130,74,4
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",785,65,363,208,119,30
"Otra (062)",26,,9,16,1,
"Ocupación no especificada (063)",41,,11,11,13,6
"Desocupado (064)",145,4,47,57,30,7
"Mujeres (065)",1371,24,328,561,367,91
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,,,1,,1
"Profes., científicos e intelectuales (067)",165,,27,91,47,
"Técnicos de nivel medio y trab.asimilados (068)",65,,10,38,14,3
"Jefes y empleados de oficina (069)",68,,19,33,15,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",226,2,44,108,56,16
"Agricult.trabaj. calif. agrop. y pesqueros (071)",126,1,25,41,40,19
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",32,,4,11,15,2
"Obreros construc., conf., papel, fab., instr. (073)",2,,2,,,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",597,19,173,208,156,41
"Otra (075)",2,,1,1,,
"Ocupación no especificada (076)",51,,10,16,20,5
"Desocupado (077)",35,2,13,13,4,3
,,,,,,
"RURAL (078)",4406,248,1870,1320,786,182
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",1,,,1,,
"Profes., científicos e intelectuales (080)",47,,12,27,8,
"Técnicos de nivel medio y trab.asimilados (081)",6,,5,1,,
"Jefes y empleados de oficina (082)",2,,2,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",61,1,21,28,11,
"Agricult.trabaj. calif. agrop. y pesqueros (084)",2552,36,868,921,580,147
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",14,,5,5,4,
"Obreros construc., conf., papel, fab., instr. (086)",23,,9,8,6,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",1531,199,857,282,161,32
"Ocupación no especificada (089)",98,,57,29,9,3
"Desocupado (090)",71,12,34,18,7,
"Hombres (091)",3681,191,1529,1117,680,164
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",1,,,1,,
"Profes., científicos e intelectuales (093)",23,,2,15,6,
"Técnicos de nivel medio y trab.asimilados (094)",4,,4,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",32,,11,14,7,
"Agricult.trabaj. calif. agrop. y pesqueros (097)",2424,29,815,890,549,141
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",13,,4,5,4,
"Obreros construc., conf., papel, fab., instr. (099)",23,,9,8,6,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",1095,155,653,165,100,22
"Ocupación no especificada (102)",9,,4,3,1,1
"Desocupado (103)",57,7,27,16,7,
"Mujeres (104)",725,57,341,203,106,18
"Profes., científicos e intelectuales (106)",24,,10,12,2,
"Técnicos de nivel medio y trab.asimilados (107)",2,,1,1,,
"Jefes y empleados de oficina (108)",2,,2,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",29,1,10,14,4,
"Agricult.trabaj. calif. agrop. y pesqueros (110)",128,7,53,31,31,6
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",1,,1,,,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",436,44,204,117,61,10
"Ocupación no especificada (115)",89,,53,26,8,2
"Desocupado (116)",14,5,7,2,,
