"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pesca (046)",43,1,,29,13,,,,
"Explotación de minas y canteras (047)",1,,,,1,,,,
"Industrias manufactureras (048)",366,30,,169,142,8,11,3,3
"Suministro de electricidad, gas y agua (049)",2,,1,1,,,,,
"Construcción (050)",6,,,4,1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",728,9,1,278,344,36,33,16,11
"Venta, mant.y rep. veh.autom.y motoc. (052)",4,,,1,3,,,,
"Comercio al por mayor (053)",22,,,5,12,3,1,,1
"Comercio al por menor (054)",702,9,1,272,329,33,32,16,10
"Hoteles y restaurantes (055)",341,3,,142,170,12,5,4,5
"Trans., almac. y comunicaciones (056)",26,,,2,16,2,1,4,1
"Intermediación financiera (057)",1,,,,,,,,1
"Activid.inmobil., empres. y de alquiler (058)",18,,,,6,2,4,2,4
"Admin.pub. y defensa; p. segur.soc.afil (059)",91,,,13,31,4,25,7,11
"Enseñanza (060)",704,,,1,24,70,420,37,152
"Servicios sociales y de salud (061)",79,,,7,18,4,28,3,19
"Otras activ. serv.comun.soc y personales (062)",77,,1,25,34,5,6,5,1
"Hogares privados con servicio doméstico (063)",403,4,,170,210,9,2,5,3
"Actividad economica no especificada (065)",316,12,,127,114,19,20,11,13
,,,,,,,,,
"URBANA (066)",11429,133,11,4024,4910,496,988,303,564
"Agric., ganadería, caza y silvicultura (067)",5317,102,6,2749,2298,56,50,32,24
"Pesca (068)",291,5,,136,147,1,2,,
"Explotación de minas y canteras (069)",63,,,7,26,11,5,6,8
"Industrias manufactureras (070)",502,5,,139,282,26,21,16,13
"Suministro de electricidad, gas y agua (071)",18,,,8,9,1,,,
"Construcción (072)",279,,,46,181,16,15,8,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1397,9,3,383,745,98,79,44,36
"Venta, mant.y rep. veh.autom.y motoc. (074)",101,,,18,64,7,8,1,3
"Comercio al por mayor (075)",56,,,12,31,6,4,1,2
"Comercio al por menor (076)",1240,9,3,353,650,85,67,42,31
"Hoteles y restaurantes (077)",378,1,,145,195,18,8,5,6
"Trans., almac. y comunicaciones (078)",502,2,1,90,290,52,30,22,15
"Intermediación financiera (079)",4,,,,,,2,,2
"Activid.inmobil., empres. y de alquiler (080)",168,1,,10,53,26,32,16,30
"Admin.pub. y defensa; p. segur.soc.afil (081)",387,,,30,135,25,100,41,56
"Enseñanza (082)",1021,,,1,50,92,546,68,264
"Servicios sociales y de salud (083)",142,,,7,29,9,41,10,46
"Otras activ. serv.comun.soc y personales (084)",159,,1,36,78,14,13,11,6
"Hogares privados con servicio doméstico (085)",301,3,,100,177,9,3,5,4
"Actividad economica no especificada (087)",500,5,,137,215,42,41,19,41
"Hombres (088)",7780,67,7,2654,3549,347,568,208,380
"Agric., ganadería, caza y silvicultura (089)",4002,51,4,1982,1819,50,44,30,22
"Pesca (090)",267,5,,122,137,1,2,,
"Explotación de minas y canteras (091)",62,,,7,25,11,5,6,8
"Industrias manufactureras (092)",389,3,,99,229,20,14,13,11
"Suministro de electricidad, gas y agua (093)",18,,,8,9,1,,,
"Construcción (094)",276,,,44,181,16,14,8,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",769,3,2,159,442,62,48,28,25
"Venta, mant.y rep. veh.autom.y motoc. (096)",97,,,17,61,7,8,1,3
"Comercio al por mayor (097)",37,,,9,20,3,3,1,1
"Comercio al por menor (098)",635,3,2,133,361,52,37,26,21
"Hoteles y restaurantes (099)",82,,,30,40,7,3,1,1
"Trans., almac. y comunicaciones (100)",479,2,1,89,276,50,29,18,14
"Intermediación financiera (101)",3,,,,,,2,,1
"Activid.inmobil., empres. y de alquiler (102)",151,1,,10,47,24,28,14,27
"Admin.pub. y defensa; p. segur.soc.afil (103)",297,,,18,104,21,75,34,45
"Enseñanza (104)",519,,,,33,45,255,34,152
"Servicios sociales y de salud (105)",67,,,,11,5,17,7,27
"Otras activ. serv.comun.soc y personales (106)",90,,,15,47,9,8,6,5
"Hogares privados con servicio doméstico (107)",27,,,5,19,1,1,,1
"Actividad economica no especificada (109)",282,2,,66,130,24,23,9,28
"Mujeres (110)",3649,66,4,1370,1361,149,420,95,184
"Agric., ganadería, caza y silvicultura (111)",1315,51,2,767,479,6,6,2,2
"Pesca (112)",24,,,14,10,,,,
"Explotación de minas y canteras (113)",1,,,,1,,,,
"Industrias manufactureras (114)",113,2,,40,53,6,7,3,2
"Construcción (116)",3,,,2,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",628,6,1,224,303,36,31,16,11
"Venta, mant.y rep. veh.autom.y motoc. (118)",4,,,1,3,,,,
"Comercio al por mayor (119)",19,,,3,11,3,1,,1
"Comercio al por menor (120)",605,6,1,220,289,33,30,16,10
"Hoteles y restaurantes (121)",296,1,,115,155,11,5,4,5
"Trans., almac. y comunicaciones (122)",23,,,1,14,2,1,4,1
"Intermediación financiera (123)",1,,,,,,,,1
"Activid.inmobil., empres. y de alquiler (124)",17,,,,6,2,4,2,3
"Admin.pub. y defensa; p. segur.soc.afil (125)",90,,,12,31,4,25,7,11
"Enseñanza (126)",502,,,1,17,47,291,34,112
"Servicios sociales y de salud (127)",75,,,7,18,4,24,3,19
"Otras activ. serv.comun.soc y personales (128)",69,,1,21,31,5,5,5,1
"Hogares privados con servicio doméstico (129)",274,3,,95,158,8,2,5,3
"Actividad economica no especificada (131)",218,3,,71,85,18,18,10,13
,,,,,,,,,
"RURAL (132)",8924,337,6,5087,2809,152,398,34,101
"Agric., ganadería, caza y silvicultura (133)",6730,280,4,4252,2085,52,43,6,8
"Pesca (134)",463,8,,269,174,4,3,3,2
"Explotación de minas y canteras (135)",10,,,3,3,1,2,,1
"Industrias manufactureras (136)",420,29,,191,175,14,7,3,1
"Suministro de electricidad, gas y agua (137)",4,,1,2,1,,,,
"Construcción (138)",40,,,9,27,3,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",294,4,,130,135,8,10,5,2
"Venta, mant.y rep. veh.autom.y motoc. (140)",10,,,3,3,1,3,,
"Comercio al por mayor (141)",10,,,2,6,1,,1,
"Comercio al por menor (142)",274,4,,125,126,6,7,4,2
"Hoteles y restaurantes (143)",53,2,,29,21,1,,,
"Trans., almac. y comunicaciones (144)",63,1,,18,38,4,1,1,
"Activid.inmobil., empres. y de alquiler (146)",14,,,1,8,3,,1,1
"Admin.pub. y defensa; p. segur.soc.afil (147)",12,,,2,5,2,1,1,1
"Enseñanza (148)",453,,,,8,49,308,8,80
"Servicios sociales y de salud (149)",20,,,1,2,4,11,1,1
"Otras activ. serv.comun.soc y personales (150)",26,,,8,11,1,4,1,1
"Hogares privados con servicio doméstico (151)",139,2,,83,53,1,,,
"Actividad economica no especificada (153)",183,11,1,89,63,5,8,3,3
"Hombres (154)",6573,170,4,3638,2299,122,252,30,58
"Agric., ganadería, caza y silvicultura (155)",5247,157,3,3168,1817,50,39,6,7
"Pesca (156)",444,7,,254,171,4,3,3,2
"Explotación de minas y canteras (157)",10,,,3,3,1,2,,1
"Industrias manufactureras (158)",167,1,,62,86,12,3,3,
"Suministro de electricidad, gas y agua (159)",2,,,1,1,,,,
"Construcción (160)",37,,,7,26,3,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",194,1,,76,94,8,8,5,2
"Venta, mant.y rep. veh.autom.y motoc. (162)",10,,,3,3,1,3,,
"Comercio al por mayor (163)",7,,,,5,1,,1,
"Comercio al por menor (164)",177,1,,73,86,6,5,4,2
"Hoteles y restaurantes (165)",8,,,2,6,,,,
"Trans., almac. y comunicaciones (166)",60,1,,17,36,4,1,1,
"Activid.inmobil., empres. y de alquiler (168)",13,,,1,8,3,,1,
"Admin.pub. y defensa; p. segur.soc.afil (169)",11,,,1,5,2,1,1,1
"Enseñanza (170)",251,,,,1,26,179,5,40
"Servicios sociales y de salud (171)",16,,,1,2,4,7,1,1
"Otras activ. serv.comun.soc y personales (172)",18,,,4,8,1,3,1,1
"Hogares privados con servicio doméstico (173)",10,1,,8,1,,,,
"Actividad economica no especificada (175)",85,2,1,33,34,4,6,2,3
"Mujeres (176)",2351,167,2,1449,510,30,146,4,43
"Agric., ganadería, caza y silvicultura (177)",1483,123,1,1084,268,2,4,,1
"Pesca (178)",19,1,,15,3,,,,
"Industrias manufactureras (180)",253,28,,129,89,2,4,,1
"Suministro de electricidad, gas y agua (181)",2,,1,1,,,,,
"Construcción (182)",3,,,2,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",100,3,,54,41,,2,,
"Comercio al por mayor (185)",3,,,2,1,,,,
"Comercio al por menor (186)",97,3,,52,40,,2,,
"Hoteles y restaurantes (187)",45,2,,27,15,1,,,
"Trans., almac. y comunicaciones (188)",3,,,1,2,,,,
"Activid.inmobil., empres. y de alquiler (190)",1,,,,,,,,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",1,,,1,,,,,
"Enseñanza (192)",202,,,,7,23,129,3,40
"Servicios sociales y de salud (193)",4,,,,,,4,,
"Otras activ. serv.comun.soc y personales (194)",8,,,4,3,,1,,
"Hogares privados con servicio doméstico (195)",129,1,,75,52,1,,,
"Actividad economica no especificada (197)",98,9,,56,29,1,2,1,
