"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior no univ. incompleta (055)",171,146,10,6,9
"Superior no univ. completa (056)",414,317,24,40,33
"Superior univ. incompleta (057)",132,108,7,5,12
"Superior univ. completa (058)",606,378,52,58,118
,,,,,
"URBANA (060)",197951,131670,19473,19782,27026
"Sin nivel (061)",8184,7160,516,221,287
"Educación inicial (062)",159,129,18,8,4
"Primaria (063)",38907,32278,3066,1480,2083
"Secundaria (064)",65047,48610,6221,4389,5827
"Superior no univ. incompleta (065)",15506,10409,1678,1535,1884
"Superior no univ. completa (066)",29729,15779,3379,4717,5854
"Superior univ. incompleta (067)",12205,7125,1382,1636,2062
"Superior univ. completa (068)",28214,10180,3213,5796,9025
"De 06 a 14 años (070)",2416,2082,208,68,58
"Sin nivel (071)",64,55,7,2,
"Educación inicial (072)",39,35,3,1,
"Primaria (073)",1481,1274,123,44,40
"Secundaria (074)",832,718,75,21,18
"De 15 a 29 años (080)",65155,43105,7612,6583,7855
"Sin nivel (081)",814,680,71,29,34
"Educación inicial (082)",77,66,6,3,2
"Primaria (083)",9528,7425,924,432,747
"Secundaria (084)",26455,19647,2866,1866,2076
"Superior no univ. incompleta (085)",7067,4738,873,699,757
"Superior no univ. completa (086)",8418,4516,1184,1313,1405
"Superior univ. incompleta (087)",5985,3585,781,794,825
"Superior univ. completa (088)",6811,2448,907,1447,2009
"De 30 a 44 años (090)",73784,46769,7296,8494,11225
"Sin nivel (091)",2583,2176,197,83,127
"Educación inicial (092)",43,28,9,4,2
"Primaria (093)",11971,9727,1008,525,711
"Secundaria (094)",23568,17475,2241,1638,2214
"Superior no univ. incompleta (095)",5719,3831,570,609,709
"Superior no univ. completa (096)",13861,7303,1530,2301,2727
"Superior univ. incompleta (097)",3544,1945,373,555,671
"Superior univ. completa (098)",12495,4284,1368,2779,4064
"De 45 a 64 años (100)",49399,33489,3989,4392,7529
"Sin nivel (101)",3303,2921,192,89,101
"Primaria (103)",12471,10705,852,410,504
"Secundaria (104)",13140,9921,966,815,1438
"Superior no univ. incompleta (105)",2561,1705,226,221,409
"Superior no univ. completa (106)",7054,3659,643,1063,1689
"Superior univ. incompleta (107)",2546,1489,221,282,554
"Superior univ. completa (108)",8324,3089,889,1512,2834
"De 65 y más años (110)",7197,6225,368,245,359
"Sin nivel (111)",1420,1328,49,18,25
"Primaria (113)",3456,3147,159,69,81
"Secundaria (114)",1052,849,73,49,81
"Superior no univ. incompleta (115)",159,135,9,6,9
"Superior no univ. completa (116)",396,301,22,40,33
"Superior univ. incompleta (117)",130,106,7,5,12
"Superior univ. completa (118)",584,359,49,58,118
,,,,,
"RURAL (120)",28187,24350,2452,747,638
"Sin nivel (121)",4694,4149,341,89,115
"Educación inicial (122)",15,14,1,,
"Primaria (123)",13436,11603,1245,354,234
"Secundaria (124)",7962,7000,608,188,166
"Superior no univ. incompleta (125)",647,550,46,24,27
"Superior no univ. completa (126)",771,557,112,50,52
"Superior univ. incompleta (127)",196,150,26,8,12
"Superior univ. completa (128)",466,327,73,34,32
"De 06 a 14 años (130)",597,512,46,24,15
"Sin nivel (131)",50,38,7,1,4
"Educación inicial (132)",1,1,,,
"Primaria (133)",426,367,28,21,10
"Secundaria (134)",120,106,11,2,1
"De 15 a 29 años (140)",10648,8991,1025,335,297
"Sin nivel (141)",640,514,70,23,33
"Educación inicial (142)",10,9,1,,
"Primaria (143)",4599,3812,522,160,105
"Secundaria (144)",4515,3967,343,111,94
"Superior no univ. incompleta (145)",355,298,27,13,17
"Superior no univ. completa (146)",292,217,33,16,26
"Superior univ. incompleta (147)",106,81,12,4,9
"Superior univ. completa (148)",131,93,17,8,13
"De 30 a 44 años (150)",8905,7602,828,252,223
"Sin nivel (151)",1501,1297,113,44,47
"Educación inicial (152)",4,4,,,
"Primaria (153)",4166,3581,410,101,74
"Secundaria (154)",2457,2154,190,59,54
"Superior no univ. incompleta (155)",206,174,13,10,9
"Superior no univ. completa (156)",323,218,59,23,23
"Superior univ. incompleta (157)",51,41,6,2,2
"Superior univ. completa (158)",197,133,37,13,14
"De 45 a 64 años (160)",6137,5443,474,126,94
"Sin nivel (161)",1651,1491,118,18,24
"Primaria (163)",3333,2970,253,66,44
"Secundaria (164)",788,701,56,15,16
"Superior no univ. incompleta (165)",74,67,5,1,1
"Superior no univ. completa (166)",138,106,18,11,3
"Superior univ. incompleta (167)",37,26,8,2,1
"Superior univ. completa (168)",116,82,16,13,5
"De 65 y más años (170)",1900,1802,79,10,9
"Sin nivel (171)",852,809,33,3,7
"Primaria (173)",912,873,32,6,1
"Secundaria (174)",82,72,8,1,1
"Superior no univ. incompleta (175)",12,11,1,,
"Superior no univ. completa (176)",18,16,2,,
"Superior univ. incompleta (177)",2,2,,,
"Superior univ. completa (178)",22,19,3,,
