"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",2558,114,1,1437,714,52,127,27,86
"Esposa(o)/ compa¤era(o) (050)",77,1,,41,27,3,3,,2
"Hijo(a)/ hijastro(a) (051)",2654,269,105,1282,918,31,20,15,14
"Yerno/ nuera (052)",104,3,,41,53,1,2,1,3
"Nieto(a) (053)",291,65,30,153,40,3,,,
"Padres/ suegros (054)",49,10,,35,3,,,,1
"Otro(a) pariente (055)",494,40,13,259,151,6,9,5,11
"Trabajador(a) del hogar (056)",2,,,,2,,,,
"Pensionista (057)",9,,,2,3,,3,,1
"Otro(a) no pariente (058)",95,3,,38,39,,10,2,3
"Mujeres (060)",5857,813,121,3137,1471,61,134,42,78
"Jefe o Jefa (061)",455,72,,231,99,5,28,6,14
"Esposa(o)/ compa¤era(o) (062)",2268,268,1,1332,508,25,82,15,37
"Hijo(a)/ hijastro(a) (063)",2122,279,102,1065,624,18,12,13,9
"Yerno/ nuera (064)",193,5,,96,83,2,2,3,2
"Nieto(a) (065)",257,78,14,120,43,1,,1,
"Padres/ suegros (066)",116,59,,53,3,,,1,
"Otro(a) pariente (067)",345,45,4,199,81,4,3,1,8
"Trabajador(a) del hogar (068)",41,,,26,14,1,,,
"Pensionista (069)",6,,,,2,,1,,3
"Otro(a) no pariente (070)",54,7,,15,14,5,6,2,5
,,,,,,,,,
"RURAL (072)",18762,3437,401,11963,2740,70,78,22,51
"Jefe o Jefa (073)",4477,533,8,3167,656,28,45,10,30
"Esposa(o)/ compa¤era(o) (074)",3604,787,17,2391,371,9,16,2,11
"Hijo(a)/ hijastro(a) (075)",8009,1490,321,4869,1289,22,7,6,5
"Yerno/ nuera (076)",364,15,,231,114,2,,1,1
"Nieto(a) (077)",645,231,39,331,42,1,,1,
"Padres/ suegros (078)",198,117,,78,3,,,,
"Otro(a) pariente (079)",1190,233,14,730,205,4,2,1,1
"Trabajador(a) del hogar (080)",17,,,9,8,,,,
"Pensionista (081)",10,1,,4,2,,2,,1
"Otro(a) no pariente (082)",248,30,2,153,50,4,6,1,2
"Hombres (084)",10259,1442,198,6730,1742,47,50,18,32
"Jefe o Jefa (085)",4030,365,7,2946,613,26,39,9,25
"Esposa(o)/ compa¤era(o) (086)",38,3,,27,7,,1,,
"Hijo(a)/ hijastro(a) (087)",4589,761,164,2789,850,12,5,5,3
"Yerno/ nuera (088)",132,3,,86,40,1,,1,1
"Nieto(a) (089)",364,131,20,187,24,1,,1,
"Padres/ suegros (090)",85,29,,53,3,,,,
"Otro(a) pariente (091)",796,124,5,503,157,4,1,1,1
"Trabajador(a) del hogar (092)",9,,,5,4,,,,
"Pensionista (093)",9,1,,4,1,,2,,1
"Otro(a) no pariente (094)",207,25,2,130,43,3,2,1,1
"Mujeres (096)",8503,1995,203,5233,998,23,28,4,19
"Jefe o Jefa (097)",447,168,1,221,43,2,6,1,5
"Esposa(o)/ compa¤era(o) (098)",3566,784,17,2364,364,9,15,2,11
"Hijo(a)/ hijastro(a) (099)",3420,729,157,2080,439,10,2,1,2
"Yerno/ nuera (100)",232,12,,145,74,1,,,
"Nieto(a) (101)",281,100,19,144,18,,,,
"Padres/ suegros (102)",113,88,,25,,,,,
"Otro(a) pariente (103)",394,109,9,227,48,,1,,
"Trabajador(a) del hogar (104)",8,,,4,4,,,,
"Pensionista (105)",1,,,,1,,,,
"Otro(a) no pariente (106)",41,5,,23,7,1,4,,1
