"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"Ocupada (020)",13815,12165,62,2979,2788,2238,2381,1073,449,195,1650,38469
"De 12 a 14 años (021)",6,2,,1,1,,,,,,4,3
"De 15 a 19 años (022)",162,138,3,121,10,3,1,,,,24,154
"De 20 a 24 años (023)",1215,784,8,531,184,44,13,4,,,431,1109
"De 25 a 29 años (024)",1841,1328,8,608,430,192,85,4,1,,513,2439
"De 30 a 34 años (025)",2050,1808,6,536,562,369,290,40,5,,242,4303
"De 35 a 39 años (026)",2090,1935,10,384,491,454,447,122,24,3,155,5704
"De 40 a 44 años (027)",1918,1835,9,275,420,455,448,178,45,5,83,6000
"De 45 a 49 años (028)",1639,1540,6,183,322,305,405,204,95,20,99,5850
"De 50 y más años (029)",2894,2795,12,340,368,416,692,521,279,167,99,12907
"Desocupada (030)",549,378,1,147,91,54,43,23,11,8,171,1002
"De 12 a 14 años (031)",1,1,,1,,,,,,,,1
"De 15 a 19 años (032)",17,15,,12,2,1,,,,,2,19
"De 20 a 24 años (033)",119,62,1,48,8,4,,1,,,57,82
"De 25 a 29 años (034)",132,72,,37,21,11,3,,,,60,125
"De 30 a 34 años (035)",80,50,,24,12,7,7,,,,30,97
"De 35 a 39 años (036)",62,55,,16,14,12,10,3,,,7,143
"De 40 a 44 años (037)",43,36,,5,14,5,6,4,2,,7,118
"De 45 a 49 años (038)",44,39,,3,10,10,7,8,,1,5,146
"De 50 y más años (039)",51,48,,1,10,4,10,7,9,7,3,271
"No PEA (040)",51084,48395,144,8259,8352,7261,10957,6919,4188,2315,2689,200337
"De 12 a 14 años (041)",72,33,3,25,5,,,,,,39,35
"De 15 a 19 años (042)",1606,1374,9,1152,195,15,3,,,,232,1599
"De 20 a 24 años (043)",5528,4714,16,2615,1453,486,137,7,,,814,7598
"De 25 a 29 años (044)",6247,5760,15,1571,1972,1259,869,72,2,,487,13468
"De 30 a 34 años (045)",6234,5919,8,874,1542,1495,1627,320,48,5,315,17979
"De 35 a 39 años (046)",5590,5366,5,453,1005,1111,1915,683,154,40,224,20291
"De 40 a 44 años (047)",4904,4767,11,388,621,838,1583,917,314,95,137,20687
"De 45 a 49 años (048)",4381,4275,11,292,464,606,1279,935,510,178,106,21016
"De 50 y más años (049)",16522,16187,66,889,1095,1451,3544,3985,3160,1997,335,97664
,,,,,,,,,,,,
"URBANA (060)",34105,31232,117,6803,6738,5490,6470,3287,1590,737,2873,107654
"De 12 a 14 años (061)",48,19,3,13,3,,,,,,29,19
"De 15 a 19 años (062)",717,610,6,534,64,5,1,,,,107,681
"De 20 a 24 años (063)",3342,2531,14,1684,643,146,36,8,,,811,3609
"De 25 a 29 años (064)",4230,3519,12,1403,1266,577,248,12,1,,711,6793
"De 30 a 34 años (065)",4291,3912,6,987,1275,920,622,91,9,2,379,9631
"De 35 a 39 años (066)",4167,3925,11,585,1028,975,1040,243,34,9,242,11992
"De 40 a 44 años (067)",3783,3639,14,449,787,893,1033,360,89,14,144,12397
"De 45 a 49 años (068)",3318,3179,10,328,606,669,931,439,165,31,139,12184
"De 50 y más años (069)",10209,9898,41,820,1066,1305,2559,2134,1292,681,311,50348
"PEA (070)",10766,9400,47,2496,2305,1825,1697,694,244,92,1366,27461
"De 12 a 14 años (071)",5,2,,1,1,,,,,,3,3
"De 15 a 19 años (072)",106,92,1,85,4,2,,,,,14,99
"De 20 a 24 años (073)",911,568,6,424,107,22,6,3,,,343,748
"De 25 a 29 años (074)",1429,987,5,508,325,115,31,2,1,,442,1654
"De 30 a 34 años (075)",1563,1360,3,477,445,264,153,17,1,,203,2926
"De 35 a 39 años (076)",1626,1505,9,324,422,380,302,61,6,1,121,4071
"De 40 a 44 años (077)",1553,1480,8,244,379,395,331,96,24,3,73,4453
"De 45 a 49 años (078)",1348,1266,5,156,302,278,330,143,46,6,82,4406
"De 50 y más años (079)",2225,2140,10,277,320,369,544,372,166,82,85,9101
"Ocupada (080)",10357,9111,47,2382,2234,1781,1665,681,234,87,1246,26714
"De 12 a 14 años (081)",4,1,,,1,,,,,,3,2
"De 15 a 19 años (082)",97,84,1,79,3,1,,,,,13,88
"De 20 a 24 años (083)",829,527,6,390,104,18,6,3,,,302,696
"De 25 a 29 años (084)",1324,929,5,476,307,108,30,2,1,,395,1560
"De 30 a 34 años (085)",1502,1317,3,455,434,258,149,17,1,,185,2848
"De 35 a 39 años (086)",1580,1463,9,313,409,370,295,60,6,1,117,3967
"De 40 a 44 años (087)",1522,1453,8,239,371,391,325,93,23,3,69,4365
"De 45 a 49 años (088)",1315,1236,5,154,293,270,323,139,46,6,79,4305
"De 50 y más años (089)",2184,2101,10,276,312,365,537,367,157,77,83,8883
"Desocupada (090)",409,289,,114,71,44,32,13,10,5,120,747
"De 12 a 14 años (091)",1,1,,1,,,,,,,,1
"De 15 a 19 años (092)",9,8,,6,1,1,,,,,1,11
"De 20 a 24 años (093)",82,41,,34,3,4,,,,,41,52
"De 25 a 29 años (094)",105,58,,32,18,7,1,,,,47,94
"De 30 a 34 años (095)",61,43,,22,11,6,4,,,,18,78
"De 35 a 39 años (096)",46,42,,11,13,10,7,1,,,4,104
"De 40 a 44 años (097)",31,27,,5,8,4,6,3,1,,4,88
"De 45 a 49 años (098)",33,30,,2,9,8,7,4,,,3,101
"De 50 y más años (099)",41,39,,1,8,4,7,5,9,5,2,218
"No PEA (100)",23339,21832,70,4307,4433,3665,4773,2593,1346,645,1507,80193
"De 12 a 14 años (101)",43,17,3,12,2,,,,,,26,16
"De 15 a 19 años (102)",611,518,5,449,60,3,1,,,,93,582
"De 20 a 24 años (103)",2431,1963,8,1260,536,124,30,5,,,468,2861
"De 25 a 29 años (104)",2801,2532,7,895,941,462,217,10,,,269,5139
"De 30 a 34 años (105)",2728,2552,3,510,830,656,469,74,8,2,176,6705
"De 35 a 39 años (106)",2541,2420,2,261,606,595,738,182,28,8,121,7921
"De 40 a 44 años (107)",2230,2159,6,205,408,498,702,264,65,11,71,7944
"De 45 a 49 años (108)",1970,1913,5,172,304,391,601,296,119,25,57,7778
"De 50 y más años (109)",7984,7758,31,543,746,936,2015,1762,1126,599,226,41247
,,,,,,,,,,,,
"RURAL (120)",31343,29706,90,4582,4493,4063,6911,4728,3058,1781,1637,132154
"De 12 a 14 años (121)",31,17,,14,3,,,,,,14,20
"De 15 a 19 años (122)",1068,917,6,751,143,14,3,,,,151,1091
"De 20 a 24 años (123)",3520,3029,11,1510,1002,388,114,4,,,491,5180
"De 25 a 29 años (124)",3990,3641,11,813,1157,885,709,64,2,,349,9239
"De 30 a 34 años (125)",4073,3865,8,447,841,951,1302,269,44,3,208,12748
"De 35 a 39 años (126)",3575,3431,4,268,482,602,1332,565,144,34,144,14146
"De 40 a 44 años (127)",3082,2999,6,219,268,405,1004,739,272,86,83,14408
"De 45 a 49 años (128)",2746,2675,7,150,190,252,760,708,440,168,71,14828
"De 50 y más años (129)",9258,9132,37,410,407,566,1687,2379,2156,1490,126,60494
"PEA (130)",3598,3143,16,630,574,467,727,402,216,111,455,12010
"De 12 a 14 años (131)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (132)",73,61,2,48,8,2,1,,,,12,74
"De 20 a 24 años (133)",423,278,3,155,85,26,7,2,,,145,443
"De 25 a 29 años (134)",544,413,3,137,126,88,57,2,,,131,910
"De 30 a 34 años (135)",567,498,3,83,129,112,144,23,4,,69,1474
"De 35 a 39 años (136)",526,485,1,76,83,86,155,64,18,2,41,1776
"De 40 a 44 años (137)",408,391,1,36,55,65,123,86,23,2,17,1665
"De 45 a 49 años (138)",335,313,1,30,30,37,82,69,49,15,22,1590
"De 50 y más años (139)",720,703,2,64,58,51,158,156,122,92,17,4077
"Ocupada (140)",3458,3054,15,597,554,457,716,392,215,108,404,11755
"De 12 a 14 años (141)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (142)",65,54,2,42,7,2,1,,,,11,66
"De 20 a 24 años (143)",386,257,2,141,80,26,7,1,,,129,413
"De 25 a 29 años (144)",517,399,3,132,123,84,55,2,,,118,879
"De 30 a 34 años (145)",548,491,3,81,128,111,141,23,4,,57,1455
"De 35 a 39 años (146)",510,472,1,71,82,84,152,62,18,2,38,1737
"De 40 a 44 años (147)",396,382,1,36,49,64,123,85,22,2,14,1635
"De 45 a 49 años (148)",324,304,1,29,29,35,82,65,49,14,20,1545
"De 50 y más años (149)",710,694,2,64,56,51,155,154,122,90,16,4024
"Desocupada (150)",140,89,1,33,20,10,11,10,1,3,51,255
"De 15 a 19 años (152)",8,7,,6,1,,,,,,1,8
"De 20 a 24 años (153)",37,21,1,14,5,,,1,,,16,30
"De 25 a 29 años (154)",27,14,,5,3,4,2,,,,13,31
"De 30 a 34 años (155)",19,7,,2,1,1,3,,,,12,19
"De 35 a 39 años (156)",16,13,,5,1,2,3,2,,,3,39
"De 40 a 44 años (157)",12,9,,,6,1,,1,1,,3,30
"De 45 a 49 años (158)",11,9,,1,1,2,,4,,1,2,45
"De 50 y más años (159)",10,9,,,2,,3,2,,2,1,53
"No PEA (160)",27745,26563,74,3952,3919,3596,6184,4326,2842,1670,1182,120144
"De 12 a 14 años (161)",29,16,,13,3,,,,,,13,19
"De 15 a 19 años (162)",995,856,4,703,135,12,2,,,,139,1017
"De 20 a 24 años (163)",3097,2751,8,1355,917,362,107,2,,,346,4737
"De 25 a 29 años (164)",3446,3228,8,676,1031,797,652,62,2,,218,8329
"De 30 a 34 años (165)",3506,3367,5,364,712,839,1158,246,40,3,139,11274
"De 35 a 39 años (166)",3049,2946,3,192,399,516,1177,501,126,32,103,12370
"De 40 a 44 años (167)",2674,2608,5,183,213,340,881,653,249,84,66,12743
"De 45 a 49 años (168)",2411,2362,6,120,160,215,678,639,391,153,49,13238
"De 50 y más años (169)",8538,8429,35,346,349,515,1529,2223,2034,1398,109,56417
