"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hijo(a)/ hijastro(a) (039)",2677213,212602,128078,628670,930763,191467,162385,212882,210366
"Yerno/ nuera (040)",156861,581,137,6540,76486,18215,21220,11592,22090
"Nieto(a) (041)",358936,65418,37050,127114,89596,12612,6354,14496,6296
"Padres/ suegros (042)",118479,25171,2,49395,27993,2012,4994,1864,7048
"Otro(a) pariente (043)",659515,34267,12062,118800,293060,53925,51177,41211,55013
"Trabajador(a) del hogar (044)",35177,736,61,9194,19489,2444,2100,615,538
"Pensionista (045)",12374,146,6,1348,6233,1195,1159,1008,1279
"Otro(a) no pariente (046)",149387,4970,1697,21829,66612,13683,13998,11257,15341
"Hombres (048)",3470410,174204,92830,645003,1370198,261341,260635,259487,406712
"Jefe o Jefa (049)",1288377,10235,478,161935,528210,106931,136506,97654,246428
"Esposa(o)/ compa¤era(o) (050)",105716,1340,117,13368,50325,8817,9969,7559,14221
"Hijo(a)/ hijastro(a) (051)",1366173,109390,66343,323914,500004,94603,69049,109984,92886
"Yerno/ nuera (052)",83696,211,71,2724,38903,9445,11383,7100,13859
"Nieto(a) (053)",184818,33337,18870,64806,47883,6445,3056,7440,2981
"Padres/ suegros (054)",32967,3256,2,15237,8906,765,1398,768,2635
"Otro(a) pariente (055)",328554,14403,6105,52960,156821,27145,22943,22452,25725
"Trabajador(a) del hogar (056)",1814,33,1,362,1068,122,99,69,60
"Pensionista (057)",6565,30,3,611,3477,607,584,565,688
"Otro(a) no pariente (058)",71730,1969,840,9086,34601,6461,5648,5896,7229
"Mujeres (060)",3680040,242428,87862,794051,1325204,263728,341244,221220,404303
"Jefe o Jefa (061)",569439,26857,301,118412,204333,39976,65691,30392,83477
"Esposa(o)/ compa¤era(o) (062)",1018976,34309,703,182449,402302,73792,126326,50177,148918
"Hijo(a)/ hijastro(a) (063)",1311040,103212,61735,304756,430759,96864,93336,102898,117480
"Yerno/ nuera (064)",73165,370,66,3816,37583,8770,9837,4492,8231
"Nieto(a) (065)",174118,32081,18180,62308,41713,6167,3298,7056,3315
"Padres/ suegros (066)",85512,21915,,34158,19087,1247,3596,1096,4413
"Otro(a) pariente (067)",330961,19864,5957,65840,136239,26780,28234,18759,29288
"Trabajador(a) del hogar (068)",33363,703,60,8832,18421,2322,2001,546,478
"Pensionista (069)",5809,116,3,737,2756,588,575,443,591
"Otro(a) no pariente (070)",77657,3001,857,12743,32011,7222,8350,5361,8112
,,,,,,,,,
"RURAL (072)",9113,998,267,3036,3831,348,239,193,201
"Jefe o Jefa (073)",2753,206,2,888,1279,120,91,79,88
"Esposa(o)/ compa¤era(o) (074)",1665,196,4,585,704,49,61,20,46
"Hijo(a)/ hijastro(a) (075)",3467,411,230,1187,1342,126,56,71,44
"Yerno/ nuera (076)",131,3,,17,81,12,9,3,6
"Nieto(a) (077)",272,75,16,111,59,2,1,5,3
"Padres/ suegros (078)",85,43,,32,7,,,1,2
"Otro(a) pariente (079)",547,55,12,167,258,27,15,6,7
"Trabajador(a) del hogar (080)",16,,,7,7,,,2,
"Pensionista (081)",2,,,2,,,,,
"Otro(a) no pariente (082)",175,9,3,40,94,12,6,6,5
"Hombres (084)",4826,387,142,1561,2210,187,105,127,107
"Jefe o Jefa (085)",2182,98,,701,1084,98,61,68,72
"Esposa(o)/ compa¤era(o) (086)",124,3,,36,71,3,1,5,5
"Hijo(a)/ hijastro(a) (087)",1797,207,123,606,735,49,22,39,16
"Yerno/ nuera (088)",73,1,,10,42,8,5,3,4
"Nieto(a) (089)",158,43,11,64,34,1,1,2,2
"Padres/ suegros (090)",24,5,,15,3,,,,1
"Otro(a) pariente (091)",337,27,7,98,168,19,10,5,3
"Trabajador(a) del hogar (092)",3,,,1,1,,,1,
"Pensionista (093)",2,,,2,,,,,
"Otro(a) no pariente (094)",126,3,1,28,72,9,5,4,4
"Mujeres (096)",4287,611,125,1475,1621,161,134,66,94
"Jefe o Jefa (097)",571,108,2,187,195,22,30,11,16
"Esposa(o)/ compa¤era(o) (098)",1541,193,4,549,633,46,60,15,41
"Hijo(a)/ hijastro(a) (099)",1670,204,107,581,607,77,34,32,28
"Yerno/ nuera (100)",58,2,,7,39,4,4,,2
"Nieto(a) (101)",114,32,5,47,25,1,,3,1
"Padres/ suegros (102)",61,38,,17,4,,,1,1
"Otro(a) pariente (103)",210,28,5,69,90,8,5,1,4
"Trabajador(a) del hogar (104)",13,,,6,6,,,1,
"Otro(a) no pariente (106)",49,6,2,12,22,3,1,2,1
