"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",1412,68,,387,325,82,243,63,244
"Esposa(o)/ compa¤era(o) (050)",83,6,,13,25,5,11,11,12
"Hijo(a)/ hijastro(a) (051)",1573,184,86,552,539,64,45,70,33
"Yerno/ nuera (052)",41,1,,4,11,5,6,4,10
"Nieto(a) (053)",166,34,13,74,40,,,2,3
"Padres/ suegros (054)",34,11,,18,3,,2,,
"Otro(a) pariente (055)",263,23,7,61,103,20,20,17,12
"Pensionista (057)",6,,,1,2,,2,,1
"Otro(a) no pariente (058)",61,6,1,14,15,8,3,7,7
"Mujeres (060)",3706,691,101,1164,875,138,299,183,255
"Jefe o Jefa (061)",526,149,1,114,75,24,65,28,70
"Esposa(o)/ compa¤era(o) (062)",1155,220,3,323,235,45,157,45,127
"Hijo(a)/ hijastro(a) (063)",1433,181,75,540,439,44,50,79,25
"Yerno/ nuera (064)",38,5,,4,15,5,4,1,4
"Nieto(a) (065)",149,24,16,72,29,4,2,2,
"Padres/ suegros (066)",105,70,,29,6,,,,
"Otro(a) pariente (067)",217,34,5,63,54,10,11,25,15
"Trabajador(a) del hogar (068)",24,2,,11,10,,,1,
"Pensionista (069)",5,,,,1,,,1,3
"Otro(a) no pariente (070)",54,6,1,8,11,6,10,1,11
,,,,,,,,,
"RURAL (072)",21077,6440,844,9029,3939,287,243,144,151
"Jefe o Jefa (073)",5132,1815,7,2157,849,76,130,30,68
"Esposa(o)/ compa¤era(o) (074)",3660,1972,9,1280,315,16,29,19,20
"Hijo(a)/ hijastro(a) (075)",9776,1722,689,4693,2331,156,56,86,43
"Yerno/ nuera (076)",160,17,1,61,60,8,2,1,10
"Nieto(a) (077)",942,243,84,428,167,14,3,2,1
"Padres/ suegros (078)",353,314,,38,1,,,,
"Otro(a) pariente (079)",990,336,52,355,205,13,18,6,5
"Trabajador(a) del hogar (080)",6,2,,1,3,,,,
"Pensionista (081)",2,,,,,,2,,
"Otro(a) no pariente (082)",56,19,2,16,8,4,3,,4
"Hombres (084)",10304,2222,436,4614,2463,207,178,82,102
"Jefe o Jefa (085)",3966,1069,6,1846,774,68,115,28,60
"Esposa(o)/ compa¤era(o) (086)",169,39,1,75,37,2,2,9,4
"Hijo(a)/ hijastro(a) (087)",5049,802,354,2282,1393,115,40,41,22
"Yerno/ nuera (088)",61,2,,18,27,5,1,,8
"Nieto(a) (089)",459,113,39,199,97,8,1,1,1
"Padres/ suegros (090)",80,61,,18,1,,,,
"Otro(a) pariente (091)",490,130,35,170,127,6,15,3,4
"Trabajador(a) del hogar (092)",2,,,,2,,,,
"Pensionista (093)",1,,,,,,1,,
"Otro(a) no pariente (094)",27,6,1,6,5,3,3,,3
"Mujeres (096)",10773,4218,408,4415,1476,80,65,62,49
"Jefe o Jefa (097)",1166,746,1,311,75,8,15,2,8
"Esposa(o)/ compa¤era(o) (098)",3491,1933,8,1205,278,14,27,10,16
"Hijo(a)/ hijastro(a) (099)",4727,920,335,2411,938,41,16,45,21
"Yerno/ nuera (100)",99,15,1,43,33,3,1,1,2
"Nieto(a) (101)",483,130,45,229,70,6,2,1,
"Padres/ suegros (102)",273,253,,20,,,,,
"Otro(a) pariente (103)",500,206,17,185,78,7,3,3,1
"Trabajador(a) del hogar (104)",4,2,,1,1,,,,
"Pensionista (105)",1,,,,,,1,,
"Otro(a) no pariente (106)",29,13,1,10,3,1,,,1
