"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",103,79,18,6,
"Empleado (057)",8,4,1,3,
"Obrero (058)",32,19,11,2,
"Trabajador independiente (059)",12,11,1,,
"Trabajador familiar no remunerado (061)",40,34,5,1,
"Trabajador del hogar (062)",11,11,,,
"De 15 a 29 años (064)",4924,2953,958,671,342
"Empleado (065)",1250,642,220,187,201
"Obrero (066)",2009,830,573,470,136
"Trabajador independiente (067)",1244,1114,130,,
"Empleador o patrono (068)",43,28,7,5,3
"Trabajador familiar no remunerado (069)",227,188,28,9,2
"Trabajador del hogar (070)",151,151,,,
"De 30 a 44 años (072)",7123,4227,1104,1051,741
"Empleado (073)",1943,626,312,503,502
"Obrero (074)",2339,1004,574,527,234
"Trabajador independiente (075)",2374,2181,193,,
"Empleador o patrono (076)",123,86,16,18,3
"Trabajador familiar no remunerado (077)",220,206,9,3,2
"Trabajador del hogar (078)",124,124,,,
"De 45 a 64 años (080)",5453,3647,670,560,576
"Empleado (081)",1125,355,126,235,409
"Obrero (082)",1544,707,367,304,166
"Trabajador independiente (083)",2374,2242,132,,
"Empleador o patrono (084)",160,114,29,17,
"Trabajador familiar no remunerado (085)",174,153,16,4,1
"Trabajador del hogar (086)",76,76,,,
"De 65 y más años (088)",1147,996,83,40,28
"Empleado (089)",79,33,17,11,18
"Obrero (090)",172,104,35,23,10
"Trabajador independiente (091)",773,751,22,,
"Empleador o patrono (092)",46,38,5,3,
"Trabajador familiar no remunerado (093)",70,63,4,3,
"Trabajador del hogar (094)",7,7,,,
,,,,,
"RURAL (096)",2521,1429,383,441,268
"Empleado (097)",240,55,17,43,125
"Obrero (098)",1451,617,300,392,142
"Trabajador independiente (099)",491,454,37,,
"Empleador o patrono (100)",140,116,20,4,
"Trabajador familiar no remunerado (101)",190,178,9,2,1
"Trabajador del hogar (102)",9,9,,,
"De 06 a 14 años (104)",35,26,8,,1
"Obrero (106)",11,6,5,,
"Trabajador independiente (107)",1,,1,,
"Trabajador familiar no remunerado (109)",20,17,2,,1
"Trabajador del hogar (110)",3,3,,,
"De 15 a 29 años (112)",724,338,139,147,100
"Empleado (113)",81,24,4,13,40
"Obrero (114)",516,200,124,132,60
"Trabajador independiente (115)",59,52,7,,
"Empleador o patrono (116)",13,11,2,,
"Trabajador familiar no remunerado (117)",54,50,2,2,
"Trabajador del hogar (118)",1,1,,,
"De 30 a 44 años (120)",898,447,142,191,118
"Empleado (121)",110,20,9,18,63
"Obrero (122)",549,217,105,172,55
"Trabajador independiente (123)",141,120,21,,
"Empleador o patrono (124)",34,28,5,1,
"Trabajador familiar no remunerado (125)",62,60,2,,
"Trabajador del hogar (126)",2,2,,,
"De 45 a 64 años (128)",657,432,84,93,48
"Empleado (129)",45,9,4,10,22
"Obrero (130)",322,155,60,81,26
"Trabajador independiente (131)",190,182,8,,
"Empleador o patrono (132)",58,46,10,2,
"Trabajador familiar no remunerado (133)",40,38,2,,
"Trabajador del hogar (134)",2,2,,,
"De 65 y más años (136)",207,186,10,10,1
"Empleado (137)",4,2,,2,
"Obrero (138)",53,39,6,7,1
"Trabajador independiente (139)",100,100,,,
"Empleador o patrono (140)",35,31,3,1,
"Trabajador familiar no remunerado (141)",14,13,1,,
"Trabajador del hogar (142)",1,1,,,
