"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",11,62,54,,87.1,,
"De 45 a 49 años (038)",9,41,36,,87.8,,
"De 50 y más años (039)",27,158,118,,74.7,,
"No PEA (040)",26946,81972,71724,1394,87.5,1.7,
"De 12 a 14 años (041)",4214,13,13,2,100,15.4,
"De 15 a 19 años (042)",4106,686,675,200,98.4,29.2,
"De 20 a 24 años (043)",2759,3217,3126,366,97.2,11.4,
"De 25 a 29 años (044)",2367,5416,5193,298,95.9,5.5,
"De 30 a 34 años (045)",2069,6992,6569,234,94,3.3,
"De 35 a 39 años (046)",1999,8881,8110,174,91.3,2,
"De 40 a 44 años (047)",1736,9539,8622,89,90.4,0.9,
"De 45 a 49 años (048)",1538,9314,8325,31,89.4,0.3,
"De 50 y más años (049)",6158,37914,31091,,82,,
,,,,,,,
"URBANA (060)",9367,26130,23676,374,90.6,1.4,
"De 12 a 14 años (061)",1077,7,7,,100,,
"De 15 a 19 años (062)",1265,155,151,38,97.4,24.5,
"De 20 a 24 años (063)",987,802,783,96,97.6,12,
"De 25 a 29 años (064)",882,1531,1484,71,96.9,4.6,
"De 30 a 34 años (065)",852,2185,2104,76,96.3,3.5,
"De 35 a 39 años (066)",869,3016,2856,59,94.7,2,
"De 40 a 44 años (067)",762,3424,3201,25,93.5,0.7,
"De 45 a 49 años (068)",620,3175,2930,9,92.3,0.3,
"De 50 y más años (069)",2053,11835,10160,,85.8,,
"PEA (070)",3360,10407,9491,137,91.2,1.3,
"De 12 a 14 años (071)",68,,,,,,
"De 15 a 19 años (072)",240,49,47,10,95.9,20.4,
"De 20 a 24 años (073)",390,292,287,37,98.3,12.7,
"De 25 a 29 años (074)",432,649,626,31,96.5,4.8,
"De 30 a 34 años (075)",426,977,936,29,95.8,3,
"De 35 a 39 años (076)",426,1382,1310,18,94.8,1.3,
"De 40 a 44 años (077)",396,1652,1535,11,92.9,0.7,
"De 45 a 49 años (078)",297,1404,1274,1,90.7,0.1,
"De 50 y más años (079)",685,4002,3476,,86.9,,
"Ocupada (080)",3238,10140,9257,132,91.3,1.3,
"De 12 a 14 años (081)",65,,,,,,
"De 15 a 19 años (082)",232,47,45,9,95.7,19.1,
"De 20 a 24 años (083)",356,279,274,36,98.2,12.9,
"De 25 a 29 años (084)",409,624,602,29,96.5,4.6,
"De 30 a 34 años (085)",409,943,902,29,95.7,3.1,
"De 35 a 39 años (086)",415,1347,1275,17,94.7,1.3,
"De 40 a 44 años (087)",387,1599,1489,11,93.1,0.7,
"De 45 a 49 años (088)",293,1383,1258,1,91,0.1,
"De 50 y más años (089)",672,3918,3412,,87.1,,
"Desocupada (090)",122,267,234,5,87.6,1.9,
"De 12 a 14 años (091)",3,,,,,,
"De 15 a 19 años (092)",8,2,2,1,100,50,
"De 20 a 24 años (093)",34,13,13,1,100,7.7,
"De 25 a 29 años (094)",23,25,24,2,96,8,
"De 30 a 34 años (095)",17,34,34,,100,,
"De 35 a 39 años (096)",11,35,35,1,100,2.9,
"De 40 a 44 años (097)",9,53,46,,86.8,,
"De 45 a 49 años (098)",4,21,16,,76.2,,
"De 50 y más años (099)",13,84,64,,76.2,,
"No PEA (100)",6007,15723,14185,237,90.2,1.5,
"De 12 a 14 años (101)",1009,7,7,,100,,
"De 15 a 19 años (102)",1025,106,104,28,98.1,26.4,
"De 20 a 24 años (103)",597,510,496,59,97.3,11.6,
"De 25 a 29 años (104)",450,882,858,40,97.3,4.5,
"De 30 a 34 años (105)",426,1208,1168,47,96.7,3.9,
"De 35 a 39 años (106)",443,1634,1546,41,94.6,2.5,
"De 40 a 44 años (107)",366,1772,1666,14,94,0.8,
"De 45 a 49 años (108)",323,1771,1656,8,93.5,0.5,
"De 50 y más años (109)",1368,7833,6684,,85.3,,
,,,,,,,
"RURAL (120)",26883,87388,76244,1477,87.2,1.7,
"De 12 a 14 años (121)",3326,9,9,2,100,22.2,
"De 15 a 19 años (122)",3643,728,718,207,98.6,28.4,
"De 20 a 24 años (123)",3008,3532,3421,381,96.9,10.8,
"De 25 a 29 años (124)",2674,5966,5710,331,95.7,5.5,
"De 30 a 34 años (125)",2289,7694,7181,250,93.3,3.2,
"De 35 a 39 años (126)",2200,9779,8905,173,91.1,1.8,
"De 40 a 44 años (127)",1929,10799,9711,103,89.9,1,
"De 45 a 49 años (128)",1703,10446,9226,30,88.3,0.3,
"De 50 y más años (129)",6111,38435,31363,,81.6,,
"PEA (130)",5944,21139,18705,323,88.5,1.5,
"De 12 a 14 años (131)",121,3,3,,100,,
"De 15 a 19 años (132)",562,148,147,36,99.3,24.3,
"De 20 a 24 años (133)",846,825,791,74,95.9,9,
"De 25 a 29 años (134)",757,1432,1375,74,96,5.2,
"De 30 a 34 años (135)",646,1910,1780,63,93.2,3.3,
"De 35 a 39 años (136)",644,2532,2341,41,92.5,1.6,
"De 40 a 44 años (137)",559,3032,2755,28,90.9,0.9,
"De 45 a 49 años (138)",488,2903,2557,7,88.1,0.2,
"De 50 y más años (139)",1321,8354,6956,,83.3,,
"Ocupada (140)",5792,20940,18532,316,88.5,1.5,
"De 12 a 14 años (141)",114,3,3,,100,,
"De 15 a 19 años (142)",522,141,140,34,99.3,24.1,
"De 20 a 24 años (143)",808,813,779,72,95.8,8.9,
"De 25 a 29 años (144)",732,1403,1347,72,96,5.1,
"De 30 a 34 años (145)",637,1887,1758,62,93.2,3.3,
"De 35 a 39 años (146)",632,2507,2319,41,92.5,1.6,
"De 40 a 44 años (147)",557,3023,2747,28,90.9,0.9,
"De 45 a 49 años (148)",483,2883,2537,7,88,0.2,
"De 50 y más años (149)",1307,8280,6902,,83.4,,
"Desocupada (150)",152,199,173,7,86.9,3.5,
"De 12 a 14 años (151)",7,,,,,,
"De 15 a 19 años (152)",40,7,7,2,100,28.6,
"De 20 a 24 años (153)",38,12,12,2,100,16.7,
"De 25 a 29 años (154)",25,29,28,2,96.6,6.9,
"De 30 a 34 años (155)",9,23,22,1,95.7,4.3,
"De 35 a 39 años (156)",12,25,22,,88,,
"De 40 a 44 años (157)",2,9,8,,88.9,,
"De 45 a 49 años (158)",5,20,20,,100,,
"De 50 y más años (159)",14,74,54,,73,,
"No PEA (160)",20939,66249,57539,1154,86.9,1.7,
"De 12 a 14 años (161)",3205,6,6,2,100,33.3,
"De 15 a 19 años (162)",3081,580,571,171,98.4,29.5,
"De 20 a 24 años (163)",2162,2707,2630,307,97.2,11.3,
"De 25 a 29 años (164)",1917,4534,4335,257,95.6,5.7,
"De 30 a 34 años (165)",1643,5784,5401,187,93.4,3.2,
"De 35 a 39 años (166)",1556,7247,6564,132,90.6,1.8,
"De 40 a 44 años (167)",1370,7767,6956,75,89.6,1,
"De 45 a 49 años (168)",1215,7543,6669,23,88.4,0.3,
"De 50 y más años (169)",4790,30081,24407,,81.1,,
