"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",265,254,8,2,1
"Educación inicial (062)",7,6,1,,
"Primaria (063)",1101,1019,54,17,11
"Secundaria (064)",671,583,42,18,28
"Superior no univ. incompleta (065)",80,59,2,10,9
"Superior no univ. completa (066)",124,61,16,14,33
"Superior univ. incompleta (067)",89,63,5,3,18
"Superior univ. completa (068)",242,98,31,40,73
"De 06 a 14 años (070)",34,32,1,1,
"Sin nivel (071)",3,3,,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",22,22,,,
"Secundaria (074)",8,6,1,1,
"De 15 a 29 años (080)",849,694,60,29,66
"Sin nivel (081)",42,37,4,,1
"Educación inicial (082)",6,5,1,,
"Primaria (083)",268,245,17,4,2
"Secundaria (084)",336,293,25,11,7
"Superior no univ. incompleta (085)",47,37,,4,6
"Superior no univ. completa (086)",46,26,1,2,17
"Superior univ. incompleta (087)",28,21,1,2,4
"Superior univ. completa (088)",76,30,11,6,29
"De 30 a 44 años (090)",975,777,69,50,79
"Sin nivel (091)",82,80,,2,
"Primaria (093)",415,382,22,8,3
"Secundaria (094)",227,195,14,4,14
"Superior no univ. incompleta (095)",22,14,2,4,2
"Superior no univ. completa (096)",63,28,13,9,13
"Superior univ. incompleta (097)",40,27,3,,10
"Superior univ. completa (098)",126,51,15,23,37
"De 45 a 64 años (100)",595,519,27,22,27
"Sin nivel (101)",107,103,4,,
"Primaria (103)",311,290,13,3,5
"Secundaria (104)",94,83,2,2,7
"Superior no univ. incompleta (105)",10,7,,2,1
"Superior no univ. completa (106)",14,6,2,3,3
"Superior univ. incompleta (107)",20,14,1,1,4
"Superior univ. completa (108)",39,16,5,11,7
"De 65 y más años (110)",126,121,2,2,1
"Sin nivel (111)",31,31,,,
"Primaria (113)",85,80,2,2,1
"Secundaria (114)",6,6,,,
"Superior no univ. incompleta (115)",1,1,,,
"Superior no univ. completa (116)",1,1,,,
"Superior univ. incompleta (117)",1,1,,,
"Superior univ. completa (118)",1,1,,,
,,,,,
"RURAL (120)",14087,13263,678,83,63
"Sin nivel (121)",3109,2986,112,10,1
"Educación inicial (122)",42,40,2,,
"Primaria (123)",9089,8608,426,44,11
"Secundaria (124)",1589,1461,102,9,17
"Superior no univ. incompleta (125)",49,43,3,1,2
"Superior no univ. completa (126)",53,26,9,8,10
"Superior univ. incompleta (127)",33,24,3,,6
"Superior univ. completa (128)",123,75,21,11,16
"De 06 a 14 años (130)",391,360,27,4,
"Sin nivel (131)",77,72,5,,
"Educación inicial (132)",3,3,,,
"Primaria (133)",293,267,22,4,
"Secundaria (134)",18,18,,,
"De 15 a 29 años (140)",5758,5333,355,42,28
"Sin nivel (141)",638,609,25,3,1
"Educación inicial (142)",28,26,2,,
"Primaria (143)",3824,3571,223,26,4
"Secundaria (144)",1133,1035,82,6,10
"Superior no univ. incompleta (145)",33,28,3,1,1
"Superior no univ. completa (146)",26,11,5,3,7
"Superior univ. incompleta (147)",20,17,2,,1
"Superior univ. completa (148)",56,36,13,3,4
"De 30 a 44 años (150)",4173,3948,180,21,24
"Sin nivel (151)",904,856,47,1,
"Educación inicial (152)",11,11,,,
"Primaria (153)",2833,2713,106,9,5
"Secundaria (154)",336,313,18,1,4
"Superior no univ. incompleta (155)",11,11,,,
"Superior no univ. completa (156)",22,12,3,5,2
"Superior univ. incompleta (157)",9,5,,,4
"Superior univ. completa (158)",47,27,6,5,9
"De 45 a 64 años (160)",2794,2671,97,15,11
"Sin nivel (161)",988,956,27,5,
"Primaria (163)",1677,1606,64,5,2
"Secundaria (164)",98,91,2,2,3
"Superior no univ. incompleta (165)",5,4,,,1
"Superior no univ. completa (166)",4,2,1,,1
"Superior univ. incompleta (167)",4,2,1,,1
"Superior univ. completa (168)",18,10,2,3,3
"De 65 y más años (170)",971,951,19,1,
"Sin nivel (171)",502,493,8,1,
"Primaria (173)",462,451,11,,
"Secundaria (174)",4,4,,,
"Superior no univ. completa (176)",1,1,,,
"Superior univ. completa (178)",2,2,,,
