"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",3356,3110,166,46,34
"Trabajador del hogar (054)",911,911,,,
"De 06 a 14 años (056)",617,564,39,12,2
"Empleado (057)",81,70,9,1,1
"Obrero (058)",50,39,7,4,
"Trabajador independiente (059)",141,136,5,,
"Trabajador familiar no remunerado (061)",307,281,18,7,1
"Trabajador del hogar (062)",38,38,,,
"De 15 a 29 años (064)",15727,10625,1596,1288,2218
"Empleado (065)",6218,2273,886,1037,2022
"Obrero (066)",1797,1167,232,219,179
"Trabajador independiente (067)",5709,5327,382,,
"Empleador o patrono (068)",217,168,25,18,6
"Trabajador familiar no remunerado (069)",1240,1144,71,14,11
"Trabajador del hogar (070)",546,546,,,
"De 30 a 44 años (072)",21197,11617,2068,2482,5030
"Empleado (073)",9910,1671,1372,2177,4690
"Obrero (074)",1923,1124,207,270,322
"Trabajador independiente (075)",7994,7590,404,,
"Empleador o patrono (076)",352,269,47,24,12
"Trabajador familiar no remunerado (077)",818,763,38,11,6
"Trabajador del hogar (078)",200,200,,,
"De 45 a 64 años (080)",14340,8031,1093,1380,3836
"Empleado (081)",6305,753,673,1224,3655
"Obrero (082)",1131,722,118,126,165
"Trabajador independiente (083)",5792,5571,221,,
"Empleador o patrono (084)",297,218,50,20,9
"Trabajador familiar no remunerado (085)",703,655,31,10,7
"Trabajador del hogar (086)",112,112,,,
"De 65 y más años (088)",1919,1653,72,69,125
"Empleado (089)",218,49,25,44,100
"Obrero (090)",165,129,4,17,15
"Trabajador independiente (091)",1183,1163,20,,
"Empleador o patrono (092)",50,30,15,4,1
"Trabajador familiar no remunerado (093)",288,267,8,4,9
"Trabajador del hogar (094)",15,15,,,
,,,,,
"RURAL (096)",39880,36931,1525,330,1094
"Empleado (097)",1308,273,160,105,770
"Obrero (098)",3253,2403,355,189,306
"Trabajador independiente (099)",21253,20723,530,,
"Empleador o patrono (100)",180,142,23,8,7
"Trabajador familiar no remunerado (101)",13767,13271,457,28,11
"Trabajador del hogar (102)",119,119,,,
"De 06 a 14 años (104)",564,507,56,1,
"Empleado (105)",2,2,,,
"Obrero (106)",23,22,1,,
"Trabajador independiente (107)",54,53,1,,
"Trabajador familiar no remunerado (109)",479,424,54,1,
"Trabajador del hogar (110)",6,6,,,
"De 15 a 29 años (112)",10298,9275,557,131,335
"Empleado (113)",435,127,61,35,212
"Obrero (114)",1200,837,167,81,115
"Trabajador independiente (115)",4192,4063,129,,
"Empleador o patrono (116)",37,25,7,3,2
"Trabajador familiar no remunerado (117)",4371,4160,193,12,6
"Trabajador del hogar (118)",63,63,,,
"De 30 a 44 años (120)",11177,10143,487,108,439
"Empleado (121)",484,90,52,36,306
"Obrero (122)",1008,710,109,63,126
"Trabajador independiente (123)",6164,5975,189,,
"Empleador o patrono (124)",79,61,12,3,3
"Trabajador familiar no remunerado (125)",3415,3280,125,6,4
"Trabajador del hogar (126)",27,27,,,
"De 45 a 64 años (128)",11487,10750,359,79,299
"Empleado (129)",355,43,41,33,238
"Obrero (130)",758,593,68,38,59
"Trabajador independiente (131)",6821,6646,175,,
"Empleador o patrono (132)",44,39,3,1,1
"Trabajador familiar no remunerado (133)",3489,3409,72,7,1
"Trabajador del hogar (134)",20,20,,,
"De 65 y más años (136)",6354,6256,66,11,21
"Empleado (137)",32,11,6,1,14
"Obrero (138)",264,241,10,7,6
"Trabajador independiente (139)",4022,3986,36,,
"Empleador o patrono (140)",20,17,1,1,1
"Trabajador familiar no remunerado (141)",2013,1998,13,2,
"Trabajador del hogar (142)",3,3,,,
