"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",10,8,1,1,
"Obrero (058)",9,6,2,1,
"Trabajador independiente (059)",31,28,3,,
"Trabajador familiar no remunerado (061)",110,95,15,,
"Trabajador del hogar (062)",11,11,,,
"De 15 a 29 años (064)",1794,1293,250,118,133
"Empleado (065)",401,167,64,67,103
"Obrero (066)",286,147,63,48,28
"Trabajador independiente (067)",781,699,82,,
"Empleador o patrono (068)",38,28,9,,1
"Trabajador familiar no remunerado (069)",231,195,32,3,1
"Trabajador del hogar (070)",57,57,,,
"De 30 a 44 años (072)",2234,1552,286,191,205
"Empleado (073)",464,129,60,122,153
"Obrero (074)",308,128,67,61,52
"Trabajador independiente (075)",1260,1132,128,,
"Empleador o patrono (076)",45,33,8,4,
"Trabajador familiar no remunerado (077)",149,122,23,4,
"Trabajador del hogar (078)",8,8,,,
"De 45 a 64 años (080)",1644,1213,206,105,120
"Empleado (081)",236,58,32,70,76
"Obrero (082)",246,126,46,33,41
"Trabajador independiente (083)",995,891,104,,
"Empleador o patrono (084)",34,26,5,2,1
"Trabajador familiar no remunerado (085)",121,100,19,,2
"Trabajador del hogar (086)",12,12,,,
"De 65 y más años (088)",483,426,43,9,5
"Empleado (089)",10,4,1,3,2
"Obrero (090)",23,16,3,1,3
"Trabajador independiente (091)",381,354,27,,
"Empleador o patrono (092)",17,9,5,3,
"Trabajador familiar no remunerado (093)",49,40,7,2,
"Trabajador del hogar (094)",3,3,,,
,,,,,
"RURAL (096)",10331,8559,1244,250,278
"Empleado (097)",570,257,78,89,146
"Obrero (098)",1062,568,241,127,126
"Trabajador independiente (099)",6433,5727,706,,
"Empleador o patrono (100)",225,167,43,11,4
"Trabajador familiar no remunerado (101)",1946,1745,176,23,2
"Trabajador del hogar (102)",95,95,,,
"De 06 a 14 años (104)",193,166,24,3,
"Empleado (105)",4,3,1,,
"Obrero (106)",8,8,,,
"Trabajador independiente (107)",22,16,6,,
"Trabajador familiar no remunerado (109)",150,130,17,3,
"Trabajador del hogar (110)",9,9,,,
"De 15 a 29 años (112)",2829,2304,339,82,104
"Empleado (113)",264,139,40,27,58
"Obrero (114)",409,224,91,50,44
"Trabajador independiente (115)",1232,1099,133,,
"Empleador o patrono (116)",46,31,11,2,2
"Trabajador familiar no remunerado (117)",820,753,64,3,
"Trabajador del hogar (118)",58,58,,,
"De 30 a 44 años (120)",3312,2679,428,102,103
"Empleado (121)",196,83,21,37,55
"Obrero (122)",368,185,83,54,46
"Trabajador independiente (123)",2187,1926,261,,
"Empleador o patrono (124)",72,55,10,6,1
"Trabajador familiar no remunerado (125)",475,416,53,5,1
"Trabajador del hogar (126)",14,14,,,
"De 45 a 64 años (128)",2942,2443,376,58,65
"Empleado (129)",101,30,15,24,32
"Obrero (130)",234,118,62,22,32
"Trabajador independiente (131)",2145,1900,245,,
"Empleador o patrono (132)",75,58,17,,
"Trabajador familiar no remunerado (133)",373,323,37,12,1
"Trabajador del hogar (134)",14,14,,,
"De 65 y más años (136)",1055,967,77,5,6
"Empleado (137)",5,2,1,1,1
"Obrero (138)",43,33,5,1,4
"Trabajador independiente (139)",847,786,61,,
"Empleador o patrono (140)",32,23,5,3,1
"Trabajador familiar no remunerado (141)",128,123,5,,
