"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",62,59,3,,
,,,,,
"URBANA (036)",2857,2165,285,233,174
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",23,,5,1,17
"Profes., científicos e intelectuales (038)",420,113,138,150,19
"Técnicos de nivel medio y trab. asimilados (039)",95,47,8,13,27
"Jefes y empleados de oficina (040)",115,18,18,20,59
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",302,291,7,3,1
"Agricult.trabaj.calif.agrop.y pesqueros (042)",668,647,21,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",281,260,11,2,8
"Obreros construc.,conf.,papel, fab., instr. (044)",132,102,17,9,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",710,600,50,31,29
"Otra (046)",9,,,,9
"Ocupación no especificada (047)",102,87,10,4,1
"Hombres (048)",1853,1410,174,148,121
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",16,,2,1,13
"Profes., científicos e intelectuales (050)",197,37,66,85,9
"Técnicos de nivel medio y trab. asimilados (051)",58,27,7,7,17
"Jefes y empleados de oficina (052)",62,5,10,13,34
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",94,92,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",544,530,14,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",249,229,10,2,8
"Obreros construc.,conf.,papel, fab., instr. (056)",128,98,17,9,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",435,344,38,27,26
"Otra (058)",9,,,,9
"Ocupación no especificada (059)",61,48,8,4,1
"Mujeres (060)",1004,755,111,85,53
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,,3,,4
"Profes., científicos e intelectuales (062)",223,76,72,65,10
"Técnicos de nivel medio y trab. asimilados (063)",37,20,1,6,10
"Jefes y empleados de oficina (064)",53,13,8,7,25
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",208,199,5,3,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",124,117,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",32,31,1,,
"Obreros construc.,conf.,papel, fab., instr. (068)",4,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",275,256,12,4,3
"Ocupación no especificada (071)",41,39,2,,
,,,,,
"RURAL (072)",1012,917,62,11,22
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",12,,6,,6
"Profes., científicos e intelectuales (074)",52,21,27,1,3
"Técnicos de nivel medio y trab. asimilados (075)",13,10,,1,2
"Jefes y empleados de oficina (076)",2,,,,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",55,54,,1,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",384,378,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",38,36,2,,
"Obreros construc.,conf.,papel, fab., instr. (080)",25,20,3,1,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",375,348,13,6,8
"Ocupación no especificada (083)",56,50,5,1,
"Hombres (084)",762,692,44,10,16
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,,3,,5
"Profes., científicos e intelectuales (086)",31,12,16,1,2
"Técnicos de nivel medio y trab. asimilados (087)",7,5,,1,1
"Jefes y empleados de oficina (088)",1,,,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",22,21,,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",333,327,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",36,34,2,,
"Obreros construc.,conf.,papel, fab., instr. (092)",25,20,3,1,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",264,243,10,5,6
"Ocupación no especificada (095)",35,30,4,1,
"Mujeres (096)",250,225,18,1,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,,3,,1
"Profes., científicos e intelectuales (098)",21,9,11,,1
"Técnicos de nivel medio y trab. asimilados (099)",6,5,,,1
"Jefes y empleados de oficina (100)",1,,,,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",33,33,,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",51,51,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",111,105,3,1,2
"Ocupación no especificada (107)",21,20,1,,
