"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trabajador(a) del hogar (044)",108,4,,39,62,2,,1,
"Pensionista (045)",118,2,,23,64,5,8,1,15
"Otro(a) no pariente (046)",1447,101,18,340,639,80,94,70,105
"Hombres (048)",63279,4230,1723,19111,27591,2771,2462,2331,3060
"Jefe o Jefa (049)",24414,647,10,7618,10984,1171,1304,838,1842
"Esposa(o)/ compa¤era(o) (050)",1763,59,5,492,868,86,92,47,114
"Hijo(a)/ hijastro(a) (051)",26278,2427,1260,7647,11343,1092,715,1087,707
"Yerno/ nuera (052)",1389,7,3,128,823,105,106,76,141
"Nieto(a) (053)",3617,678,339,1372,1006,67,40,77,38
"Padres/ suegros (054)",626,99,,388,114,5,6,2,12
"Otro(a) pariente (055)",4316,266,96,1272,2002,202,156,167,155
"Trabajador(a) del hogar (056)",11,1,,1,9,,,,
"Pensionista (057)",73,1,,14,48,1,3,1,5
"Otro(a) no pariente (058)",792,45,10,179,394,42,40,36,46
"Mujeres (060)",64647,6611,1683,20830,23592,2865,3384,2327,3355
"Jefe o Jefa (061)",9859,1050,9,3657,3161,416,591,288,687
"Esposa(o)/ compa¤era(o) (062)",19537,1608,17,6460,7646,762,1262,486,1296
"Hijo(a)/ hijastro(a) (063)",24644,2263,1218,7262,9240,1304,1141,1229,987
"Yerno/ nuera (064)",1212,15,3,112,773,93,93,58,65
"Nieto(a) (065)",3455,639,342,1334,879,85,46,82,48
"Padres/ suegros (066)",1409,586,,635,132,9,22,4,21
"Otro(a) pariente (067)",3734,390,86,1162,1447,152,170,145,182
"Trabajador(a) del hogar (068)",97,3,,38,53,2,,1,
"Pensionista (069)",45,1,,9,16,4,5,,10
"Otro(a) no pariente (070)",655,56,8,161,245,38,54,34,59
,,,,,,,,,
"RURAL (072)",25118,3715,662,9200,8595,819,852,631,644
"Jefe o Jefa (073)",7046,983,4,2946,2306,175,236,143,253
"Esposa(o)/ compa¤era(o) (074)",4590,992,12,1856,1292,109,139,66,124
"Hijo(a)/ hijastro(a) (075)",9714,1047,479,3126,3717,431,358,355,201
"Yerno/ nuera (076)",491,8,1,77,303,31,38,14,19
"Nieto(a) (077)",1373,285,140,537,328,29,21,27,6
"Padres/ suegros (078)",315,189,,104,18,1,2,,1
"Otro(a) pariente (079)",1380,193,23,483,543,38,49,24,27
"Trabajador(a) del hogar (080)",20,1,,11,8,,,,
"Pensionista (081)",10,1,,4,5,,,,
"Otro(a) no pariente (082)",179,16,3,56,75,5,9,2,13
"Hombres (084)",13108,1415,326,4820,5079,392,388,325,363
"Jefe o Jefa (085)",5774,586,3,2448,2057,152,188,111,229
"Esposa(o)/ compa¤era(o) (086)",113,4,,40,54,3,4,3,5
"Hijo(a)/ hijastro(a) (087)",5241,513,243,1665,2227,198,131,178,86
"Yerno/ nuera (088)",243,5,1,36,156,7,18,7,13
"Nieto(a) (089)",709,146,64,281,176,15,13,10,4
"Padres/ suegros (090)",105,53,,44,6,1,,,1
"Otro(a) pariente (091)",783,98,14,259,339,13,29,15,16
"Trabajador(a) del hogar (092)",8,1,,3,4,,,,
"Pensionista (093)",7,,,3,4,,,,
"Otro(a) no pariente (094)",125,9,1,41,56,3,5,1,9
"Mujeres (096)",12010,2300,336,4380,3516,427,464,306,281
"Jefe o Jefa (097)",1272,397,1,498,249,23,48,32,24
"Esposa(o)/ compa¤era(o) (098)",4477,988,12,1816,1238,106,135,63,119
"Hijo(a)/ hijastro(a) (099)",4473,534,236,1461,1490,233,227,177,115
"Yerno/ nuera (100)",248,3,,41,147,24,20,7,6
"Nieto(a) (101)",664,139,76,256,152,14,8,17,2
"Padres/ suegros (102)",210,136,,60,12,,2,,
"Otro(a) pariente (103)",597,95,9,224,204,25,20,9,11
"Trabajador(a) del hogar (104)",12,,,8,4,,,,
"Pensionista (105)",3,1,,1,1,,,,
"Otro(a) no pariente (106)",54,7,2,15,19,2,4,1,4
