"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleador o patrono (052)",1703,1161,232,185,125
"Trabajador familiar no remunerado (053)",1992,1770,144,55,23
"Trabajador del hogar (054)",2902,2902,,,
"De 06 a 14 años (056)",759,670,63,21,5
"Empleado (057)",129,99,20,7,3
"Obrero (058)",131,102,20,8,1
"Trabajador independiente (059)",146,139,7,,
"Trabajador familiar no remunerado (061)",239,216,16,6,1
"Trabajador del hogar (062)",114,114,,,
"De 15 a 29 años (064)",23709,14969,3285,2907,2548
"Empleado (065)",10335,4289,1892,2233,1921
"Obrero (066)",4256,2302,777,600,577
"Trabajador independiente (067)",6161,5677,484,,
"Empleador o patrono (068)",473,312,67,53,41
"Trabajador familiar no remunerado (069)",720,625,65,21,9
"Trabajador del hogar (070)",1764,1764,,,
"De 30 a 44 años (072)",25305,13486,3400,3639,4780
"Empleado (073)",12041,3056,2254,2986,3745
"Obrero (074)",3662,1617,523,556,966
"Trabajador independiente (075)",7738,7259,479,,
"Empleador o patrono (076)",674,427,102,85,60
"Trabajador familiar no remunerado (077)",536,473,42,12,9
"Trabajador del hogar (078)",654,654,,,
"De 45 a 64 años (080)",14458,8578,1446,1682,2752
"Empleado (081)",5855,1245,866,1381,2363
"Obrero (082)",1855,990,252,250,363
"Trabajador independiente (083)",5586,5332,254,,
"Empleador o patrono (084)",476,354,58,41,23
"Trabajador familiar no remunerado (085)",372,343,16,10,3
"Trabajador del hogar (086)",314,314,,,
"De 65 y más años (088)",1924,1626,108,79,111
"Empleado (089)",296,105,45,54,92
"Obrero (090)",195,139,26,13,17
"Trabajador independiente (091)",1172,1145,27,,
"Empleador o patrono (092)",80,68,5,6,1
"Trabajador familiar no remunerado (093)",125,113,5,6,1
"Trabajador del hogar (094)",56,56,,,
,,,,,
"RURAL (096)",40041,33275,2470,1122,3174
"Empleado (097)",3052,1167,477,352,1056
"Obrero (098)",10187,6204,1178,715,2090
"Trabajador independiente (099)",19593,19097,496,,
"Empleador o patrono (100)",563,468,53,26,16
"Trabajador familiar no remunerado (101)",5792,5485,266,29,12
"Trabajador del hogar (102)",854,854,,,
"De 06 a 14 años (104)",804,746,45,12,1
"Empleado (105)",10,9,,1,
"Obrero (106)",96,81,12,3,
"Trabajador independiente (107)",120,116,4,,
"Empleador o patrono (108)",3,3,,,
"Trabajador familiar no remunerado (109)",545,507,29,8,1
"Trabajador del hogar (110)",30,30,,,
"De 15 a 29 años (112)",15291,12571,1068,464,1188
"Empleado (113)",1352,616,206,135,395
"Obrero (114)",4396,2765,534,316,781
"Trabajador independiente (115)",5741,5564,177,,
"Empleador o patrono (116)",172,143,19,3,7
"Trabajador familiar no remunerado (117)",3091,2944,132,10,5
"Trabajador del hogar (118)",539,539,,,
"De 30 a 44 años (120)",12982,10187,859,447,1489
"Empleado (121)",1278,413,209,169,487
"Obrero (122)",3671,2011,408,258,994
"Trabajador independiente (123)",6510,6341,169,,
"Empleador o patrono (124)",197,155,23,14,5
"Trabajador familiar no remunerado (125)",1122,1063,50,6,3
"Trabajador del hogar (126)",204,204,,,
"De 45 a 64 años (128)",8304,7195,435,188,486
"Empleado (129)",392,116,59,45,172
"Obrero (130)",1737,1100,199,131,307
"Trabajador independiente (131)",5198,5074,124,,
"Empleador o patrono (132)",149,129,8,8,4
"Trabajador familiar no remunerado (133)",752,700,45,4,3
"Trabajador del hogar (134)",76,76,,,
"De 65 y más años (136)",2660,2576,63,11,10
"Empleado (137)",20,13,3,2,2
"Obrero (138)",287,247,25,7,8
"Trabajador independiente (139)",2024,2002,22,,
"Empleador o patrono (140)",42,38,3,1,
"Trabajador familiar no remunerado (141)",282,271,10,1,
"Trabajador del hogar (142)",5,5,,,
