"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",151,132,13,5,1
"Empleado (057)",14,12,2,,
"Obrero (058)",35,27,4,3,1
"Trabajador independiente (059)",22,20,2,,
"Trabajador familiar no remunerado (061)",65,58,5,2,
"Trabajador del hogar (062)",15,15,,,
"De 15 a 29 años (064)",1980,1272,250,177,281
"Empleado (065)",536,222,88,74,152
"Obrero (066)",566,251,102,96,117
"Trabajador independiente (067)",591,548,43,,
"Empleador o patrono (068)",55,35,5,3,12
"Trabajador familiar no remunerado (069)",135,119,12,4,
"Trabajador del hogar (070)",97,97,,,
"De 30 a 44 años (072)",2022,1151,275,207,389
"Empleado (073)",693,187,106,143,257
"Obrero (074)",464,186,94,59,125
"Trabajador independiente (075)",692,633,59,,
"Empleador o patrono (076)",59,37,12,3,7
"Trabajador familiar no remunerado (077)",78,72,4,2,
"Trabajador del hogar (078)",36,36,,,
"De 45 a 64 años (080)",1094,747,123,69,155
"Empleado (081)",243,67,46,40,90
"Obrero (082)",241,120,43,24,54
"Trabajador independiente (083)",494,468,26,,
"Empleador o patrono (084)",53,32,6,5,10
"Trabajador familiar no remunerado (085)",45,42,2,,1
"Trabajador del hogar (086)",18,18,,,
"De 65 y más años (088)",146,127,8,3,8
"Empleado (089)",16,8,3,1,4
"Obrero (090)",20,16,1,1,2
"Trabajador independiente (091)",81,78,3,,
"Empleador o patrono (092)",9,7,,,2
"Trabajador familiar no remunerado (093)",16,14,1,1,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",7562,6447,883,142,90
"Empleado (097)",306,112,121,36,37
"Obrero (098)",2015,1595,270,99,51
"Trabajador independiente (099)",2065,1890,175,,
"Empleador o patrono (100)",72,52,16,4,
"Trabajador familiar no remunerado (101)",3063,2757,301,3,2
"Trabajador del hogar (102)",41,41,,,
"De 06 a 14 años (104)",692,580,110,2,
"Obrero (106)",63,54,7,2,
"Trabajador independiente (107)",24,22,2,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",601,500,101,,
"Trabajador del hogar (110)",3,3,,,
"De 15 a 29 años (112)",3177,2721,360,61,35
"Empleado (113)",109,39,46,11,13
"Obrero (114)",1009,804,139,45,21
"Trabajador independiente (115)",790,723,67,,
"Empleador o patrono (116)",22,12,7,3,
"Trabajador familiar no remunerado (117)",1230,1126,101,2,1
"Trabajador del hogar (118)",17,17,,,
"De 30 a 44 años (120)",2228,1859,280,56,33
"Empleado (121)",151,52,65,16,18
"Obrero (122)",599,459,86,39,15
"Trabajador independiente (123)",677,617,60,,
"Empleador o patrono (124)",27,20,6,1,
"Trabajador familiar no remunerado (125)",757,694,63,,
"Trabajador del hogar (126)",17,17,,,
"De 45 a 64 años (128)",1285,1121,124,21,19
"Empleado (129)",45,20,10,9,6
"Obrero (130)",308,249,36,11,12
"Trabajador independiente (131)",491,448,43,,
"Empleador o patrono (132)",19,16,3,,
"Trabajador familiar no remunerado (133)",418,384,32,1,1
"Trabajador del hogar (134)",4,4,,,
"De 65 y más años (136)",180,166,9,2,3
"Empleado (137)",1,1,,,
"Obrero (138)",36,29,2,2,3
"Trabajador independiente (139)",83,80,3,,
"Empleador o patrono (140)",3,3,,,
"Trabajador familiar no remunerado (141)",57,53,4,,
