"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",5,5,,,
"Trabajador familiar no remunerado (061)",31,27,4,,
"Trabajador del hogar (062)",5,5,,,
"De 15 a 29 años (064)",835,640,79,48,68
"Empleado (065)",166,57,32,29,48
"Obrero (066)",186,129,21,18,18
"Trabajador independiente (067)",352,334,18,,
"Empleador o patrono (068)",4,1,2,1,
"Trabajador familiar no remunerado (069)",110,102,6,,2
"Trabajador del hogar (070)",17,17,,,
"De 30 a 44 años (072)",904,607,113,115,69
"Empleado (073)",316,68,82,106,60
"Obrero (074)",113,86,11,9,7
"Trabajador independiente (075)",387,373,14,,
"Empleador o patrono (076)",7,7,,,
"Trabajador familiar no remunerado (077)",70,62,6,,2
"Trabajador del hogar (078)",11,11,,,
"De 45 a 64 años (080)",749,566,82,67,34
"Empleado (081)",198,47,59,64,28
"Obrero (082)",84,64,11,3,6
"Trabajador independiente (083)",389,380,9,,
"Empleador o patrono (084)",4,4,,,
"Trabajador familiar no remunerado (085)",63,60,3,,
"Trabajador del hogar (086)",11,11,,,
"De 65 y más años (088)",309,296,7,3,3
"Empleado (089)",7,3,2,,2
"Obrero (090)",31,26,2,2,1
"Trabajador independiente (091)",212,210,2,,
"Empleador o patrono (092)",4,3,1,,
"Trabajador familiar no remunerado (093)",51,50,,1,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",1012,917,62,11,22
"Empleado (097)",84,30,35,5,14
"Obrero (098)",202,176,12,6,8
"Trabajador independiente (099)",515,505,10,,
"Empleador o patrono (100)",3,3,,,
"Trabajador familiar no remunerado (101)",202,197,5,,
"Trabajador del hogar (102)",6,6,,,
"De 06 a 14 años (104)",9,9,,,
"Obrero (106)",2,2,,,
"Trabajador familiar no remunerado (109)",7,7,,,
"De 15 a 29 años (112)",241,220,11,4,6
"Empleado (113)",14,8,2,1,3
"Obrero (114)",63,53,4,3,3
"Trabajador independiente (115)",94,92,2,,
"Trabajador familiar no remunerado (117)",65,62,3,,
"Trabajador del hogar (118)",5,5,,,
"De 30 a 44 años (120)",310,261,35,4,10
"Empleado (121)",50,16,25,2,7
"Obrero (122)",67,56,6,2,3
"Trabajador independiente (123)",136,133,3,,
"Empleador o patrono (124)",2,2,,,
"Trabajador familiar no remunerado (125)",55,54,1,,
"De 45 a 64 años (128)",282,261,14,2,5
"Empleado (129)",18,5,8,2,3
"Obrero (130)",46,42,2,,2
"Trabajador independiente (131)",163,159,4,,
"Trabajador familiar no remunerado (133)",54,54,,,
"Trabajador del hogar (134)",1,1,,,
"De 65 y más años (136)",170,166,2,1,1
"Empleado (137)",2,1,,,1
"Obrero (138)",24,23,,1,
"Trabajador independiente (139)",122,121,1,,
"Empleador o patrono (140)",1,1,,,
"Trabajador familiar no remunerado (141)",21,20,1,,
