"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",844,85,6,206,341,37,81,22,66
"Hombres (048)",18995,1927,642,7122,6428,623,865,610,778
"Jefe o Jefa (049)",6251,417,4,2191,2209,282,496,188,464
"Esposa(o)/ compa¤era(o) (050)",657,47,,181,272,32,40,39,46
"Hijo(a)/ hijastro(a) (051)",8692,1062,502,3477,2810,215,182,299,145
"Yerno/ nuera (052)",229,1,,30,117,10,47,4,20
"Nieto(a) (053)",764,167,86,335,145,9,7,8,7
"Padres/ suegros (054)",129,47,,55,16,1,2,3,5
"Otro(a) pariente (055)",1748,152,47,721,623,57,50,55,43
"Trabajador(a) del hogar (056)",19,2,,5,10,,,1,1
"Pensionista (057)",23,,,5,15,,,1,2
"Otro(a) no pariente (058)",483,32,3,122,211,17,41,12,45
"Mujeres (060)",20502,3800,637,7616,5608,710,1095,387,649
"Jefe o Jefa (061)",4024,1076,3,1291,967,145,302,57,183
"Esposa(o)/ compa¤era(o) (062)",4801,994,10,1715,1260,184,344,71,223
"Hijo(a)/ hijastro(a) (063)",8211,1028,490,3367,2394,272,301,193,166
"Yerno/ nuera (064)",226,7,2,39,123,18,20,8,9
"Nieto(a) (065)",763,182,70,353,135,8,6,8,1
"Padres/ suegros (066)",324,225,,76,11,2,5,4,1
"Otro(a) pariente (067)",1698,222,58,665,548,57,74,33,41
"Trabajador(a) del hogar (068)",72,11,1,24,30,3,3,,
"Pensionista (069)",22,2,,2,10,1,,3,4
"Otro(a) no pariente (070)",361,53,3,84,130,20,40,10,21
,,,,,,,,,
"RURAL (072)",46453,12314,1227,22824,9241,301,296,119,131
"Jefe o Jefa (073)",12935,3699,7,6309,2603,90,125,40,62
"Esposa(o)/ compa¤era(o) (074)",7598,3034,19,3434,1017,41,30,3,20
"Hijo(a)/ hijastro(a) (075)",20660,4198,1042,10798,4331,126,89,55,21
"Yerno/ nuera (076)",400,16,,145,205,9,18,4,3
"Nieto(a) (077)",1577,396,114,834,222,7,1,3,
"Padres/ suegros (078)",461,375,,79,6,1,,,
"Otro(a) pariente (079)",2295,527,41,1018,640,21,18,10,20
"Trabajador(a) del hogar (080)",30,3,,12,15,,,,
"Pensionista (081)",2,1,,,,,,,1
"Otro(a) no pariente (082)",495,65,4,195,202,6,15,4,4
"Hombres (084)",23325,4220,613,12122,5859,189,161,90,71
"Jefe o Jefa (085)",9295,1551,4,5198,2300,83,84,35,40
"Esposa(o)/ compa¤era(o) (086)",429,86,1,221,105,5,7,,4
"Hijo(a)/ hijastro(a) (087)",10798,2072,534,5423,2593,74,47,41,14
"Yerno/ nuera (088)",178,3,,58,98,7,9,2,1
"Nieto(a) (089)",817,193,48,428,144,2,1,1,
"Padres/ suegros (090)",131,73,,55,3,,,,
"Otro(a) pariente (091)",1290,213,24,573,442,13,7,7,11
"Trabajador(a) del hogar (092)",10,1,,4,5,,,,
"Otro(a) no pariente (094)",377,28,2,162,169,5,6,4,1
"Mujeres (096)",23128,8094,614,10702,3382,112,135,29,60
"Jefe o Jefa (097)",3640,2148,3,1111,303,7,41,5,22
"Esposa(o)/ compa¤era(o) (098)",7169,2948,18,3213,912,36,23,3,16
"Hijo(a)/ hijastro(a) (099)",9862,2126,508,5375,1738,52,42,14,7
"Yerno/ nuera (100)",222,13,,87,107,2,9,2,2
"Nieto(a) (101)",760,203,66,406,78,5,,2,
"Padres/ suegros (102)",330,302,,24,3,1,,,
"Otro(a) pariente (103)",1005,314,17,445,198,8,11,3,9
"Trabajador(a) del hogar (104)",20,2,,8,10,,,,
"Pensionista (105)",2,1,,,,,,,1
"Otro(a) no pariente (106)",118,37,2,33,33,1,9,,3
