"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",5509,127,1,2740,1813,217,331,86,194
"Esposa(o)/ compa¤era(o) (050)",160,6,,78,61,4,8,,3
"Hijo(a)/ hijastro(a) (051)",5182,658,259,2300,1717,117,69,35,27
"Yerno/ nuera (052)",157,1,,52,71,7,16,2,8
"Nieto(a) (053)",588,146,57,258,115,2,4,3,3
"Padres/ suegros (054)",103,14,,81,6,,2,,
"Otro(a) pariente (055)",838,74,18,350,311,38,28,3,16
"Trabajador(a) del hogar (056)",12,1,,5,6,,,,
"Pensionista (057)",9,,,2,5,,2,,
"Otro(a) no pariente (058)",341,10,1,112,154,20,26,6,12
"Mujeres (060)",11809,1397,325,5728,3334,310,456,84,175
"Jefe o Jefa (061)",992,97,2,505,245,40,60,12,31
"Esposa(o)/ compa¤era(o) (062)",4707,339,10,2504,1345,124,247,39,99
"Hijo(a)/ hijastro(a) (063)",4233,610,235,1922,1237,92,90,24,23
"Yerno/ nuera (064)",259,7,,97,129,16,5,3,2
"Nieto(a) (065)",466,127,55,202,76,2,2,,2
"Padres/ suegros (066)",248,109,,125,10,2,1,1,
"Otro(a) pariente (067)",596,87,20,261,176,27,15,4,6
"Trabajador(a) del hogar (068)",92,3,,48,41,,,,
"Pensionista (069)",4,,,,,,2,,2
"Otro(a) no pariente (070)",212,18,3,64,75,7,34,1,10
,,,,,,,,,
"RURAL (072)",20059,3167,586,12540,3424,110,137,35,60
"Jefe o Jefa (073)",5185,422,6,3577,1048,42,47,19,24
"Esposa(o)/ compa¤era(o) (074)",3990,608,9,2659,650,19,31,3,11
"Hijo(a)/ hijastro(a) (075)",7921,1573,493,4601,1187,33,20,8,6
"Yerno/ nuera (076)",292,11,,173,98,4,6,,
"Nieto(a) (077)",559,173,43,294,47,1,,,1
"Padres/ suegros (078)",272,97,,167,8,,,,
"Otro(a) pariente (079)",1454,258,32,870,276,6,6,1,5
"Trabajador(a) del hogar (080)",16,,,14,2,,,,
"Pensionista (081)",22,,,3,10,1,5,2,1
"Otro(a) no pariente (082)",348,25,3,182,98,4,22,2,12
"Hombres (084)",10977,1323,286,7028,2148,65,71,25,31
"Jefe o Jefa (085)",4636,279,5,3285,963,32,39,16,17
"Esposa(o)/ compa¤era(o) (086)",152,8,,99,42,2,1,,
"Hijo(a)/ hijastro(a) (087)",4453,793,240,2612,769,18,12,5,4
"Yerno/ nuera (088)",104,2,,57,40,3,2,,
"Nieto(a) (089)",314,90,22,167,34,1,,,
"Padres/ suegros (090)",113,19,,87,7,,,,
"Otro(a) pariente (091)",895,116,16,554,198,4,3,,4
"Trabajador(a) del hogar (092)",4,,,4,,,,,
"Pensionista (093)",18,,,3,9,1,3,2,
"Otro(a) no pariente (094)",288,16,3,160,86,4,11,2,6
"Mujeres (096)",9082,1844,300,5512,1276,45,66,10,29
"Jefe o Jefa (097)",549,143,1,292,85,10,8,3,7
"Esposa(o)/ compa¤era(o) (098)",3838,600,9,2560,608,17,30,3,11
"Hijo(a)/ hijastro(a) (099)",3468,780,253,1989,418,15,8,3,2
"Yerno/ nuera (100)",188,9,,116,58,1,4,,
"Nieto(a) (101)",245,83,21,127,13,,,,1
"Padres/ suegros (102)",159,78,,80,1,,,,
"Otro(a) pariente (103)",559,142,16,316,78,2,3,1,1
"Trabajador(a) del hogar (104)",12,,,10,2,,,,
"Pensionista (105)",4,,,,1,,2,,1
"Otro(a) no pariente (106)",60,9,,22,12,,11,,6
