"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",8800,842,184,3491,2584,399,787,164,349
"Jefe o Jefa (049)",3769,287,5,1591,919,142,514,62,249
"Esposa(o)/ compa¤era(o) (050)",194,15,1,60,55,11,31,5,16
"Hijo(a)/ hijastro(a) (051)",3516,372,144,1375,1212,154,149,69,41
"Yerno/ nuera (052)",162,6,,41,55,12,36,6,6
"Nieto(a) (053)",394,85,29,173,88,9,3,3,4
"Padres/ suegros (054)",59,25,,29,4,,1,,
"Otro(a) pariente (055)",558,44,5,183,193,45,45,15,28
"Trabajador(a) del hogar (056)",5,,,1,1,2,1,,
"Pensionista (057)",5,1,,1,3,,,,
"Otro(a) no pariente (058)",138,7,,37,54,24,7,4,5
"Mujeres (060)",9187,2092,219,3282,2036,405,793,114,246
"Jefe o Jefa (061)",1307,450,2,386,205,65,121,14,64
"Esposa(o)/ compa¤era(o) (062)",2988,905,9,980,501,95,366,27,105
"Hijo(a)/ hijastro(a) (063)",3372,401,156,1377,974,171,190,61,42
"Yerno/ nuera (064)",203,23,,47,88,12,22,4,7
"Nieto(a) (065)",396,82,41,187,70,10,4,1,1
"Padres/ suegros (066)",135,107,,20,7,1,,,
"Otro(a) pariente (067)",583,96,11,190,141,46,75,5,19
"Trabajador(a) del hogar (068)",87,11,,52,22,1,1,,
"Pensionista (069)",4,1,,1,2,,,,
"Otro(a) no pariente (070)",112,16,,42,26,4,14,2,8
,,,,,,,,,
"RURAL (072)",64797,18463,1611,34973,8971,334,320,62,63
"Jefe o Jefa (073)",17423,5226,9,10208,1762,63,111,15,29
"Esposa(o)/ compa¤era(o) (074)",12251,6740,15,4929,521,19,18,3,6
"Hijo(a)/ hijastro(a) (075)",27698,4397,1276,16026,5571,216,150,38,24
"Yerno/ nuera (076)",1293,151,,792,307,14,24,2,3
"Nieto(a) (077)",3092,720,241,1701,414,10,2,4,
"Padres/ suegros (078)",668,563,,100,4,,,,1
"Otro(a) pariente (079)",2208,608,67,1140,374,9,10,,
"Trabajador(a) del hogar (080)",24,9,,12,3,,,,
"Pensionista (081)",1,,,,1,,,,
"Otro(a) no pariente (082)",139,49,3,65,14,3,5,,
"Hombres (084)",30710,5108,819,18490,5779,209,220,44,41
"Jefe o Jefa (085)",13421,2546,7,9059,1613,59,100,13,24
"Esposa(o)/ compa¤era(o) (086)",194,47,,116,31,,,,
"Hijo(a)/ hijastro(a) (087)",13737,1854,660,7500,3469,126,89,26,13
"Yerno/ nuera (088)",593,29,,349,181,10,19,2,3
"Nieto(a) (089)",1484,330,112,794,238,6,1,3,
"Padres/ suegros (090)",154,86,,65,2,,,,1
"Otro(a) pariente (091)",1056,201,39,569,233,7,7,,
"Trabajador(a) del hogar (092)",4,1,,1,2,,,,
"Pensionista (093)",1,,,,1,,,,
"Otro(a) no pariente (094)",66,14,1,37,9,1,4,,
"Mujeres (096)",34087,13355,792,16483,3192,125,100,18,22
"Jefe o Jefa (097)",4002,2680,2,1149,149,4,11,2,5
"Esposa(o)/ compa¤era(o) (098)",12057,6693,15,4813,490,19,18,3,6
"Hijo(a)/ hijastro(a) (099)",13961,2543,616,8526,2102,90,61,12,11
"Yerno/ nuera (100)",700,122,,443,126,4,5,,
"Nieto(a) (101)",1608,390,129,907,176,4,1,1,
"Padres/ suegros (102)",514,477,,35,2,,,,
"Otro(a) pariente (103)",1152,407,28,571,141,2,3,,
"Trabajador(a) del hogar (104)",20,8,,11,1,,,,
"Otro(a) no pariente (106)",73,35,2,28,5,2,1,,
