"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",212,199,5,2,6
"Educación inicial (062)",8,6,1,,1
"Primaria (063)",1283,1152,91,17,23
"Secundaria (064)",1165,979,103,38,45
"Superior no univ. incompleta (065)",219,157,29,16,17
"Superior no univ. completa (066)",733,378,192,98,65
"Superior univ. incompleta (067)",149,88,31,10,20
"Superior univ. completa (068)",574,254,133,84,103
"De 06 a 14 años (070)",76,69,4,3,
"Educación inicial (072)",1,1,,,
"Primaria (073)",48,43,4,1,
"Secundaria (074)",27,25,,2,
"De 15 a 29 años (080)",1240,923,166,68,83
"Sin nivel (081)",16,13,1,,2
"Educación inicial (082)",4,2,1,,1
"Primaria (083)",262,221,28,9,4
"Secundaria (084)",489,403,54,19,13
"Superior no univ. incompleta (085)",86,65,11,3,7
"Superior no univ. completa (086)",177,106,36,18,17
"Superior univ. incompleta (087)",65,40,12,6,7
"Superior univ. completa (088)",141,73,23,13,32
"De 30 a 44 años (090)",1711,1175,290,121,125
"Sin nivel (091)",57,53,1,,3
"Educación inicial (092)",3,3,,,
"Primaria (093)",385,338,36,6,5
"Secundaria (094)",397,337,29,10,21
"Superior no univ. incompleta (095)",94,67,12,8,7
"Superior no univ. completa (096)",422,215,122,52,33
"Superior univ. incompleta (097)",63,38,14,3,8
"Superior univ. completa (098)",290,124,76,42,48
"De 45 a 64 años (100)",1014,766,110,70,68
"Sin nivel (101)",81,78,2,1,
"Primaria (103)",392,360,18,1,13
"Secundaria (104)",227,196,14,7,10
"Superior no univ. incompleta (105)",34,21,6,4,3
"Superior no univ. completa (106)",128,53,33,27,15
"Superior univ. incompleta (107)",19,9,5,1,4
"Superior univ. completa (108)",133,49,32,29,23
"De 65 y más años (110)",302,280,15,3,4
"Sin nivel (111)",58,55,1,1,1
"Primaria (113)",196,190,5,,1
"Secundaria (114)",25,18,6,,1
"Superior no univ. incompleta (115)",5,4,,1,
"Superior no univ. completa (116)",6,4,1,1,
"Superior univ. incompleta (117)",2,1,,,1
"Superior univ. completa (118)",10,8,2,,
,,,,,
"RURAL (120)",10099,9536,389,91,83
"Sin nivel (121)",1492,1449,38,3,2
"Educación inicial (122)",20,16,4,,
"Primaria (123)",6852,6555,235,43,19
"Secundaria (124)",1401,1316,33,19,33
"Superior no univ. incompleta (125)",60,53,4,,3
"Superior no univ. completa (126)",160,94,41,13,12
"Superior univ. incompleta (127)",39,25,3,3,8
"Superior univ. completa (128)",75,28,31,10,6
"De 06 a 14 años (130)",487,428,55,4,
"Sin nivel (131)",45,42,3,,
"Educación inicial (132)",9,5,4,,
"Primaria (133)",413,362,47,4,
"Secundaria (134)",20,19,1,,
"De 15 a 29 años (140)",3386,3179,133,36,38
"Sin nivel (141)",267,255,10,1,1
"Educación inicial (142)",7,7,,,
"Primaria (143)",2228,2119,83,18,8
"Secundaria (144)",761,714,19,10,18
"Superior no univ. incompleta (145)",32,28,2,,2
"Superior no univ. completa (146)",58,35,14,5,4
"Superior univ. incompleta (147)",16,11,,1,4
"Superior univ. completa (148)",17,10,5,1,1
"De 30 a 44 años (150)",2961,2760,135,29,37
"Sin nivel (151)",377,361,15,1,
"Educación inicial (152)",4,4,,,
"Primaria (153)",1952,1869,66,9,8
"Secundaria (154)",462,435,8,6,13
"Superior no univ. incompleta (155)",21,18,2,,1
"Superior no univ. completa (156)",86,50,21,7,8
"Superior univ. incompleta (157)",18,11,3,1,3
"Superior univ. completa (158)",41,12,20,5,4
"De 45 a 64 años (160)",2341,2256,56,21,8
"Sin nivel (161)",493,485,6,1,1
"Primaria (163)",1661,1613,34,11,3
"Secundaria (164)",145,135,5,3,2
"Superior no univ. incompleta (165)",7,7,,,
"Superior no univ. completa (166)",15,8,6,1,
"Superior univ. incompleta (167)",5,3,,1,1
"Superior univ. completa (168)",15,5,5,4,1
"De 65 y más años (170)",924,913,10,1,
"Sin nivel (171)",310,306,4,,
"Primaria (173)",598,592,5,1,
"Secundaria (174)",13,13,,,
"Superior no univ. completa (176)",1,1,,,
"Superior univ. completa (178)",2,1,1,,
