"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Admin.pub. y defensa; p. segur.soc afil (038)",1632,,383,687,535,27
"Enseñanza (039)",1663,,255,796,586,26
"Servicios sociales y de salud (040)",429,,84,194,130,21
"Otras activ. serv.comun.soc y personales (041)",1569,22,612,517,336,82
"Hogares privados con servicio doméstico (042)",112,2,49,37,20,4
"Organiz. y organos extraterritoriales (043)",1,,,,,1
"Actividad economica no especificada (044)",486,1,188,148,116,33
"Desocupado (045)",1985,24,985,546,345,85
"Mujeres (046)",30620,340,10019,11809,7292,1160
"Agric., ganadería, caza y silvicultura (047)",8211,111,2490,3058,2144,408
"Pesca (048)",28,2,3,11,11,1
"Explotación de minas y canteras (049)",34,,15,17,2,
"Industrias manufactureras (050)",874,3,312,336,190,33
"Suministro de electricidad, gas y agua (051)",35,,11,19,5,
"Construcción (052)",109,,51,38,19,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",7606,124,2166,2914,2012,390
"Venta, mant.y rep. veh.autom.y motoc. (054)",131,1,55,55,19,1
"Comercio al por mayor (055)",371,1,127,136,98,9
"Comercio al por menor (056)",7104,122,1984,2723,1895,380
"Hoteles y restaurantes (057)",2830,46,924,942,784,134
"Trans., almac. y comunicaciones (058)",441,2,252,135,48,4
"Intermediación financiera (059)",155,1,84,58,12,
"Activid.inmobil., empres. y alquileres (060)",845,1,402,304,130,8
"Admin.pub. y defensa; p. segur.soc afil (061)",1110,,412,461,224,13
"Enseñanza (062)",2682,,562,1455,646,19
"Servicios sociales y de salud (063)",1003,1,302,415,277,8
"Otras activ. serv.comun.soc y personales (064)",940,4,373,381,158,24
"Hogares privados con servicio doméstico (065)",2133,33,879,790,381,50
"Actividad economica no especificada (067)",586,,207,189,145,45
"Desocupado (068)",998,12,574,286,104,22
,,,,,,
"URBANA (069)",71620,831,24282,26003,17216,3288
"Agric., ganadería, caza y silvicultura (070)",18373,271,5789,6081,4808,1424
"Pesca (071)",479,6,124,152,170,27
"Explotación de minas y canteras (072)",951,,377,472,99,3
"Industrias manufactureras (073)",3295,32,1252,1197,688,126
"Suministro de electricidad, gas y agua (074)",181,,46,68,62,5
"Construcción (075)",5866,21,2224,2259,1227,135
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",13233,270,4117,4700,3416,730
"Venta, mant.y rep. veh.autom.y motoc. (077)",1380,14,525,458,322,61
"Comercio al por mayor (078)",867,7,355,294,192,19
"Comercio al por menor (079)",10986,249,3237,3948,2902,650
"Hoteles y restaurantes (080)",3629,79,1230,1143,991,186
"Trans., almac. y comunicaciones (081)",6432,46,2563,2303,1366,154
"Intermediación financiera (082)",292,1,140,116,35,
"Activid.inmobil., empres. y alquileres (083)",3139,11,1206,1201,636,85
"Admin.pub. y defensa; p. segur.soc afil (084)",2552,,742,1067,706,37
"Enseñanza (085)",4074,,742,2113,1176,43
"Servicios sociales y de salud (086)",1323,1,342,567,385,28
"Otras activ. serv.comun.soc y personales (087)",2183,26,848,779,438,92
"Hogares privados con servicio doméstico (088)",1996,33,812,729,373,49
"Organiz. y organos extraterritoriales (089)",1,,,,,1
"Actividad economica no especificada (090)",955,,339,305,240,71
"Desocupado (091)",2666,34,1389,751,400,92
"Hombres (092)",45149,539,15662,15729,10902,2317
"Agric., ganadería, caza y silvicultura (093)",12507,198,3980,3856,3315,1158
"Pesca (094)",463,4,124,145,164,26
"Explotación de minas y canteras (095)",920,,364,456,97,3
"Industrias manufactureras (096)",2527,29,987,906,512,93
"Suministro de electricidad, gas y agua (097)",147,,35,50,57,5
"Construcción (098)",5771,21,2182,2223,1211,134
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",6177,153,2104,2013,1541,366
"Venta, mant.y rep. veh.autom.y motoc. (100)",1260,13,474,410,303,60
"Comercio al por mayor (101)",518,6,234,171,96,11
"Comercio al por menor (102)",4399,134,1396,1432,1142,295
"Hoteles y restaurantes (103)",1002,33,385,264,261,59
"Trans., almac. y comunicaciones (104)",6037,44,2337,2185,1321,150
"Intermediación financiera (105)",140,,56,60,24,
"Activid.inmobil., empres. y alquileres (106)",2372,10,846,923,516,77
"Admin.pub. y defensa; p. segur.soc afil (107)",1500,,353,633,490,24
"Enseñanza (108)",1570,,239,748,557,26
"Servicios sociales y de salud (109)",400,,76,181,123,20
"Otras activ. serv.comun.soc y personales (110)",1330,22,516,437,285,70
"Hogares privados con servicio doméstico (111)",95,2,44,30,16,3
"Organiz. y organos extraterritoriales (112)",1,,,,,1
"Actividad economica no especificada (113)",419,,150,132,108,29
"Desocupado (114)",1771,23,884,487,304,73
"Mujeres (115)",26471,292,8620,10274,6314,971
"Agric., ganadería, caza y silvicultura (116)",5866,73,1809,2225,1493,266
"Pesca (117)",16,2,,7,6,1
"Explotación de minas y canteras (118)",31,,13,16,2,
"Industrias manufactureras (119)",768,3,265,291,176,33
"Suministro de electricidad, gas y agua (120)",34,,11,18,5,
"Construcción (121)",95,,42,36,16,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",7056,117,2013,2687,1875,364
"Venta, mant.y rep. veh.autom.y motoc. (123)",120,1,51,48,19,1
"Comercio al por mayor (124)",349,1,121,123,96,8
"Comercio al por menor (125)",6587,115,1841,2516,1760,355
"Hoteles y restaurantes (126)",2627,46,845,879,730,127
"Trans., almac. y comunicaciones (127)",395,2,226,118,45,4
"Intermediación financiera (128)",152,1,84,56,11,
"Activid.inmobil., empres. y alquileres (129)",767,1,360,278,120,8
"Admin.pub. y defensa; p. segur.soc afil (130)",1052,,389,434,216,13
"Enseñanza (131)",2504,,503,1365,619,17
"Servicios sociales y de salud (132)",923,1,266,386,262,8
"Otras activ. serv.comun.soc y personales (133)",853,4,332,342,153,22
"Hogares privados con servicio doméstico (134)",1901,31,768,699,357,46
"Actividad economica no especificada (136)",536,,189,173,132,42
"Desocupado (137)",895,11,505,264,96,19
,,,,,,
"RURAL (138)",14022,139,4611,4847,3500,925
"Agric., ganadería, caza y silvicultura (139)",8485,113,2506,2740,2349,777
"Pesca (140)",88,4,29,25,27,3
"Explotación de minas y canteras (141)",66,,32,26,8,
"Industrias manufactureras (142)",492,1,230,180,68,13
"Suministro de electricidad, gas y agua (143)",26,,11,8,7,
"Construcción (144)",951,2,323,371,243,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",955,10,299,377,223,46
"Venta, mant.y rep. veh.autom.y motoc. (146)",110,,49,39,20,2
"Comercio al por mayor (147)",57,,19,26,11,1
"Comercio al por menor (148)",788,10,231,312,192,43
"Hoteles y restaurantes (149)",297,,117,99,74,7
"Trans., almac. y comunicaciones (150)",557,4,211,211,123,8
"Intermediación financiera (151)",7,,2,4,1,
"Activid.inmobil., empres. y alquileres (152)",519,,200,215,92,12
"Admin.pub. y defensa; p. segur.soc afil (153)",190,,53,81,53,3
"Enseñanza (154)",271,,75,138,56,2
"Servicios sociales y de salud (155)",109,,44,42,22,1
"Otras activ. serv.comun.soc y personales (156)",326,,137,119,56,14
"Hogares privados con servicio doméstico (157)",249,2,116,98,28,5
"Actividad economica no especificada (159)",117,1,56,32,21,7
"Desocupado (160)",317,2,170,81,49,15
"Hombres (161)",9873,91,3212,3312,2522,736
"Agric., ganadería, caza y silvicultura (162)",6140,75,1825,1907,1698,635
"Pesca (163)",76,4,26,21,22,3
"Explotación de minas y canteras (164)",63,,30,25,8,
"Industrias manufactureras (165)",386,1,183,135,54,13
"Suministro de electricidad, gas y agua (166)",25,,11,7,7,
"Construcción (167)",937,2,314,369,240,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",405,3,146,150,86,20
"Venta, mant.y rep. veh.autom.y motoc. (169)",99,,45,32,20,2
"Comercio al por mayor (170)",35,,13,13,9,
"Comercio al por menor (171)",271,3,88,105,57,18
"Hoteles y restaurantes (172)",94,,38,36,20,
"Trans., almac. y comunicaciones (173)",511,4,185,194,120,8
"Intermediación financiera (174)",4,,2,2,,
"Activid.inmobil., empres. y alquileres (175)",441,,158,189,82,12
"Admin.pub. y defensa; p. segur.soc afil (176)",132,,30,54,45,3
"Enseñanza (177)",93,,16,48,29,
"Servicios sociales y de salud (178)",29,,8,13,7,1
"Otras activ. serv.comun.soc y personales (179)",239,,96,80,51,12
"Hogares privados con servicio doméstico (180)",17,,5,7,4,1
"Actividad economica no especificada (182)",67,1,38,16,8,4
"Desocupado (183)",214,1,101,59,41,12
"Mujeres (184)",4149,48,1399,1535,978,189
"Agric., ganadería, caza y silvicultura (185)",2345,38,681,833,651,142
"Pesca (186)",12,,3,4,5,
"Explotación de minas y canteras (187)",3,,2,1,,
"Industrias manufactureras (188)",106,,47,45,14,
"Suministro de electricidad, gas y agua (189)",1,,,1,,
"Construcción (190)",14,,9,2,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",550,7,153,227,137,26
"Venta, mant.y rep. veh.autom.y motoc. (192)",11,,4,7,,
"Comercio al por mayor (193)",22,,6,13,2,1
"Comercio al por menor (194)",517,7,143,207,135,25
"Hoteles y restaurantes (195)",203,,79,63,54,7
"Trans., almac. y comunicaciones (196)",46,,26,17,3,
"Intermediación financiera (197)",3,,,2,1,
"Activid.inmobil., empres. y alquileres (198)",78,,42,26,10,
"Admin.pub. y defensa; p. segur.soc afil (199)",58,,23,27,8,
"Enseñanza (200)",178,,59,90,27,2
"Servicios sociales y de salud (201)",80,,36,29,15,
"Otras activ. serv.comun.soc y personales (202)",87,,41,39,5,2
"Hogares privados con servicio doméstico (203)",232,2,111,91,24,4
"Actividad economica no especificada (205)",50,,18,16,13,3
"Desocupado (206)",103,1,69,22,8,3
