"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",1722,1583,104,30,5
"Trabajador del hogar (054)",845,845,,,
"De 06 a 14 años (056)",557,468,63,26,
"Empleado (057)",81,70,11,,
"Obrero (058)",122,81,26,15,
"Trabajador independiente (059)",88,87,1,,
"Empleador o patrono (060)",2,2,,,
"Trabajador familiar no remunerado (061)",208,172,25,11,
"Trabajador del hogar (062)",56,56,,,
"De 15 a 29 años (064)",8879,6767,954,579,579
"Empleado (065)",2787,1415,476,403,493
"Obrero (066)",1619,1118,257,165,79
"Trabajador independiente (067)",3136,2973,163,,
"Empleador o patrono (068)",151,126,15,6,4
"Trabajador familiar no remunerado (069)",748,697,43,5,3
"Trabajador del hogar (070)",438,438,,,
"De 30 a 44 años (072)",9663,6947,829,755,1132
"Empleado (073)",2956,911,436,596,1013
"Obrero (074)",1200,779,165,144,112
"Trabajador independiente (075)",4584,4408,176,,
"Empleador o patrono (076)",264,221,29,8,6
"Trabajador familiar no remunerado (077)",454,423,23,7,1
"Trabajador del hogar (078)",205,205,,,
"De 45 a 64 años (080)",6497,4954,438,398,707
"Empleado (081)",1547,429,176,312,630
"Obrero (082)",793,547,101,70,75
"Trabajador independiente (083)",3567,3443,124,,
"Empleador o patrono (084)",215,179,24,11,1
"Trabajador familiar no remunerado (085)",243,224,13,5,1
"Trabajador del hogar (086)",132,132,,,
"De 65 y más años (088)",953,867,44,15,27
"Empleado (089)",87,40,15,8,24
"Obrero (090)",112,97,7,5,3
"Trabajador independiente (091)",625,607,18,,
"Empleador o patrono (092)",46,42,4,,
"Trabajador familiar no remunerado (093)",69,67,,2,
"Trabajador del hogar (094)",14,14,,,
,,,,,
"RURAL (096)",17656,16949,460,92,155
"Empleado (097)",442,229,56,23,134
"Obrero (098)",3852,3580,192,60,20
"Trabajador independiente (099)",9689,9559,130,,
"Empleador o patrono (100)",663,635,26,2,
"Trabajador familiar no remunerado (101)",2759,2695,56,7,1
"Trabajador del hogar (102)",251,251,,,
"De 06 a 14 años (104)",584,559,21,4,
"Empleado (105)",4,4,,,
"Obrero (106)",144,135,6,3,
"Trabajador independiente (107)",7,7,,,
"Trabajador familiar no remunerado (109)",419,403,15,1,
"Trabajador del hogar (110)",10,10,,,
"De 15 a 29 años (112)",6490,6180,197,39,74
"Empleado (113)",200,117,16,7,60
"Obrero (114)",1914,1764,108,29,13
"Trabajador independiente (115)",2550,2508,42,,
"Empleador o patrono (116)",129,124,4,1,
"Trabajador familiar no remunerado (117)",1562,1532,27,2,1
"Trabajador del hogar (118)",135,135,,,
"De 30 a 44 años (120)",5670,5424,152,32,62
"Empleado (121)",159,67,27,8,57
"Obrero (122)",1102,1024,52,21,5
"Trabajador independiente (123)",3616,3560,56,,
"Empleador o patrono (124)",258,249,9,,
"Trabajador familiar no remunerado (125)",475,464,8,3,
"Trabajador del hogar (126)",60,60,,,
"De 45 a 64 años (128)",3843,3726,82,17,18
"Empleado (129)",73,36,13,8,16
"Obrero (130)",569,536,24,7,2
"Trabajador independiente (131)",2724,2697,27,,
"Empleador o patrono (132)",205,192,12,1,
"Trabajador familiar no remunerado (133)",239,232,6,1,
"Trabajador del hogar (134)",33,33,,,
"De 65 y más años (136)",1069,1060,8,,1
"Empleado (137)",6,5,,,1
"Obrero (138)",123,121,2,,
"Trabajador independiente (139)",792,787,5,,
"Empleador o patrono (140)",71,70,1,,
"Trabajador familiar no remunerado (141)",64,64,,,
"Trabajador del hogar (142)",13,13,,,
