"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",23,2,8,3,7,3
"Actividad economica no especificada (043)",184,1,66,60,34,23
"Mujeres (045)",6495,128,1841,2289,1747,490
"Agric., ganadería, caza y silvicultura (046)",2987,91,722,971,874,329
"Pesca (047)",8,,4,3,1,
"Explotación de minas y canteras (048)",24,,20,4,,
"Industrias manufactureras (049)",272,2,114,97,48,11
"Suministro de electricidad, gas y agua (050)",3,,1,1,1,
"Construcción (051)",22,,9,11,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1163,11,311,421,345,75
"Venta, mant.y rep. veh.autom.y motoc. (053)",24,,10,11,3,
"Comercio al por mayor (054)",40,,14,16,9,1
"Comercio al por menor (055)",1099,11,287,394,333,74
"Hoteles y restaurantes (056)",366,5,102,128,109,22
"Trans., almac. y comunicaciones (057)",71,2,32,25,12,
"Intermediación financiera (058)",12,,6,5,1,
"Activid.inmobil., empres. y alquileres (059)",152,,68,64,16,4
"Admin.pub. y defensa; p. segur.soc.afil (060)",109,,44,41,22,2
"Enseñanza (061)",459,,115,232,112,
"Servicios sociales y de salud (062)",149,,41,69,39,
"Otras activ. serv.comun.soc y personales (063)",153,4,57,57,25,10
"Hogares privados con servicio doméstico (064)",240,12,108,65,46,9
"Actividad economica no especificada (066)",305,1,87,95,94,28
,,,,,,
"URBANA (067)",11123,227,3210,3835,2983,868
"Agric., ganadería, caza y silvicultura (068)",4397,155,1098,1322,1266,556
"Pesca (069)",16,,6,7,3,
"Explotación de minas y canteras (070)",91,,33,36,21,1
"Industrias manufactureras (071)",654,10,260,202,142,40
"Suministro de electricidad, gas y agua (072)",16,,3,6,7,
"Construcción (073)",536,1,164,215,137,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1861,27,533,647,527,127
"Venta, mant.y rep. veh.autom.y motoc. (075)",236,1,86,87,54,8
"Comercio al por mayor (076)",78,2,24,30,20,2
"Comercio al por menor (077)",1547,24,423,530,453,117
"Hoteles y restaurantes (078)",454,11,138,146,132,27
"Trans., almac. y comunicaciones (079)",728,5,278,287,143,15
"Intermediación financiera (080)",22,,14,7,1,
"Activid.inmobil., empres. y alquileres (081)",337,1,121,132,75,8
"Admin.pub. y defensa; p. segur.soc.afil (082)",310,,68,146,91,5
"Enseñanza (083)",694,,139,336,210,9
"Servicios sociales y de salud (084)",205,,55,90,58,2
"Otras activ. serv.comun.soc y personales (085)",291,6,111,104,52,18
"Hogares privados con servicio doméstico (086)",207,9,89,52,47,10
"Actividad economica no especificada (088)",304,2,100,100,71,31
"Hombres (089)",6458,133,1937,2155,1713,520
"Agric., ganadería, caza y silvicultura (090)",2678,92,724,765,746,351
"Pesca (091)",10,,3,5,2,
"Explotación de minas y canteras (092)",90,,32,36,21,1
"Industrias manufactureras (093)",435,8,166,127,104,30
"Suministro de electricidad, gas y agua (094)",13,,2,5,6,
"Construcción (095)",517,1,156,206,135,19
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",829,17,267,274,217,54
"Venta, mant.y rep. veh.autom.y motoc. (097)",214,1,77,77,51,8
"Comercio al por mayor (098)",44,2,12,16,13,1
"Comercio al por menor (099)",571,14,178,181,153,45
"Hoteles y restaurantes (100)",126,6,49,34,31,6
"Trans., almac. y comunicaciones (101)",662,3,250,263,131,15
"Intermediación financiera (102)",11,,9,2,,
"Activid.inmobil., empres. y alquileres (103)",210,1,69,75,59,6
"Admin.pub. y defensa; p. segur.soc.afil (104)",209,,30,106,70,3
"Enseñanza (105)",309,,46,140,114,9
"Servicios sociales y de salud (106)",74,,22,30,20,2
"Otras activ. serv.comun.soc y personales (107)",148,3,58,48,30,9
"Hogares privados con servicio doméstico (108)",18,1,7,2,7,1
"Actividad economica no especificada (110)",119,1,47,37,20,14
"Mujeres (112)",4665,94,1273,1680,1270,348
"Agric., ganadería, caza y silvicultura (113)",1719,63,374,557,520,205
"Pesca (114)",6,,3,2,1,
"Explotación de minas y canteras (115)",1,,1,,,
"Industrias manufactureras (116)",219,2,94,75,38,10
"Suministro de electricidad, gas y agua (117)",3,,1,1,1,
"Construcción (118)",19,,8,9,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1032,10,266,373,310,73
"Venta, mant.y rep. veh.autom.y motoc. (120)",22,,9,10,3,
"Comercio al por mayor (121)",34,,12,14,7,1
"Comercio al por menor (122)",976,10,245,349,300,72
"Hoteles y restaurantes (123)",328,5,89,112,101,21
"Trans., almac. y comunicaciones (124)",66,2,28,24,12,
"Intermediación financiera (125)",11,,5,5,1,
"Activid.inmobil., empres. y alquileres (126)",127,,52,57,16,2
"Admin.pub. y defensa; p. segur.soc.afil (127)",101,,38,40,21,2
"Enseñanza (128)",385,,93,196,96,
"Servicios sociales y de salud (129)",131,,33,60,38,
"Otras activ. serv.comun.soc y personales (130)",143,3,53,56,22,9
"Hogares privados con servicio doméstico (131)",189,8,82,50,40,9
"Actividad economica no especificada (133)",185,1,53,63,51,17
,,,,,,
"RURAL (134)",7838,102,2488,2626,1927,695
"Agric., ganadería, caza y silvicultura (135)",5913,92,1736,1856,1580,649
"Pesca (136)",7,,2,4,1,
"Explotación de minas y canteras (137)",408,1,181,191,35,
"Industrias manufactureras (138)",163,1,61,63,32,6
"Construcción (140)",190,,79,71,33,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",251,1,93,99,54,4
"Venta, mant.y rep. veh.autom.y motoc. (142)",45,,23,19,3,
"Comercio al por mayor (143)",7,,2,3,2,
"Comercio al por menor (144)",199,1,68,77,49,4
"Hoteles y restaurantes (145)",61,,21,27,12,1
"Trans., almac. y comunicaciones (146)",210,1,98,75,33,3
"Intermediación financiera (147)",3,,1,2,,
"Activid.inmobil., empres. y alquileres (148)",133,,59,60,12,2
"Admin.pub. y defensa; p. segur.soc.afil (149)",64,,23,26,15,
"Enseñanza (150)",138,,30,60,48,
"Servicios sociales y de salud (151)",31,,13,16,2,
"Otras activ. serv.comun.soc y personales (152)",25,1,11,5,7,1
"Hogares privados con servicio doméstico (153)",56,5,27,16,6,2
"Actividad economica no especificada (155)",185,,53,55,57,20
"Hombres (156)",6008,68,1920,2017,1450,553
"Agric., ganadería, caza y silvicultura (157)",4645,64,1388,1442,1226,525
"Pesca (158)",5,,1,3,1,
"Explotación de minas y canteras (159)",385,1,162,187,35,
"Industrias manufactureras (160)",110,1,41,41,22,5
"Construcción (162)",187,,78,69,33,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",120,,48,51,19,2
"Venta, mant.y rep. veh.autom.y motoc. (164)",43,,22,18,3,
"Comercio al por mayor (165)",1,,,1,,
"Comercio al por menor (166)",76,,26,32,16,2
"Hoteles y restaurantes (167)",23,,8,11,4,
"Trans., almac. y comunicaciones (168)",205,1,94,74,33,3
"Intermediación financiera (169)",2,,,2,,
"Activid.inmobil., empres. y alquileres (170)",108,,43,53,12,
"Admin.pub. y defensa; p. segur.soc.afil (171)",56,,17,25,14,
"Enseñanza (172)",64,,8,24,32,
"Servicios sociales y de salud (173)",13,,5,7,1,
"Otras activ. serv.comun.soc y personales (174)",15,,7,4,4,
"Hogares privados con servicio doméstico (175)",5,1,1,1,,2
"Actividad economica no especificada (177)",65,,19,23,14,9
"Mujeres (179)",1830,34,568,609,477,142
"Agric., ganadería, caza y silvicultura (180)",1268,28,348,414,354,124
"Pesca (181)",2,,1,1,,
"Explotación de minas y canteras (182)",23,,19,4,,
"Industrias manufactureras (183)",53,,20,22,10,1
"Construcción (185)",3,,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",131,1,45,48,35,2
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,1,1,,
"Comercio al por mayor (188)",6,,2,2,2,
"Comercio al por menor (189)",123,1,42,45,33,2
"Hoteles y restaurantes (190)",38,,13,16,8,1
"Trans., almac. y comunicaciones (191)",5,,4,1,,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",25,,16,7,,2
"Admin.pub. y defensa; p. segur.soc.afil (194)",8,,6,1,1,
"Enseñanza (195)",74,,22,36,16,
"Servicios sociales y de salud (196)",18,,8,9,1,
"Otras activ. serv.comun.soc y personales (197)",10,1,4,1,3,1
"Hogares privados con servicio doméstico (198)",51,4,26,15,6,
"Actividad economica no especificada (200)",120,,34,32,43,11
