"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Activid.inmobil., empres. y alquileres (037)",3004,6,1053,1330,567,48
"Admin.pub. y defensa; p. segur.soc afil (038)",2155,,455,916,743,41
"Enseñanza (039)",3293,1,555,1653,1033,51
"Servicios sociales y de salud (040)",867,,179,384,282,22
"Otras activ. serv.comun.soc y personales (041)",1965,32,838,697,327,71
"Hogares privados con servicio doméstico (042)",118,11,59,23,18,7
"Organiz. y organos extraterritoriales (043)",4,,2,1,1,
"Actividad economica no especificada (044)",2988,12,1055,1133,676,112
"Desocupado (045)",4846,114,2437,1413,743,139
"Mujeres (046)",33675,606,13405,12132,6536,996
"Agric., ganadería, caza y silvicultura (047)",3898,239,1536,1051,796,276
"Pesca (048)",1,,,1,,
"Explotación de minas y canteras (049)",323,,167,139,17,
"Industrias manufactureras (050)",1357,18,506,478,303,52
"Suministro de electricidad, gas y agua (051)",27,,9,11,7,
"Construcción (052)",316,3,126,142,44,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",6911,76,2326,2512,1683,314
"Venta, mant.y rep. veh.autom.y motoc. (054)",148,3,83,43,16,3
"Comercio al por mayor (055)",295,1,136,100,50,8
"Comercio al por menor (056)",6468,72,2107,2369,1617,303
"Hoteles y restaurantes (057)",2451,49,1070,772,493,67
"Trans., almac. y comunicaciones (058)",602,1,390,164,46,1
"Intermediación financiera (059)",233,,141,85,7,
"Activid.inmobil., empres. y alquileres (060)",1343,3,645,539,152,4
"Admin.pub. y defensa; p. segur.soc afil (061)",848,,312,338,196,2
"Enseñanza (062)",4468,,858,2498,1089,23
"Servicios sociales y de salud (063)",1408,,440,585,377,6
"Otras activ. serv.comun.soc y personales (064)",1417,16,480,576,304,41
"Hogares privados con servicio doméstico (065)",3638,133,2244,835,372,54
"Organiz. y organos extraterritoriales (066)",2,,1,1,,
"Actividad economica no especificada (067)",2830,11,1178,986,525,130
"Desocupado (068)",1602,57,976,419,125,25
,,,,,,
"URBANA (069)",69628,804,25491,26404,14921,2008
"Agric., ganadería, caza y silvicultura (070)",3471,63,895,1021,1061,431
"Pesca (071)",8,1,2,4,1,
"Explotación de minas y canteras (072)",2032,,539,1159,328,6
"Industrias manufactureras (073)",4516,81,1717,1543,992,183
"Suministro de electricidad, gas y agua (074)",185,,57,73,53,2
"Construcción (075)",6376,54,2398,2424,1390,110
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",12696,231,4614,4418,2917,516
"Venta, mant.y rep. veh.autom.y motoc. (077)",2066,34,999,690,309,34
"Comercio al por mayor (078)",646,5,262,233,128,18
"Comercio al por menor (079)",9984,192,3353,3495,2480,464
"Hoteles y restaurantes (080)",3451,90,1630,1012,629,90
"Trans., almac. y comunicaciones (081)",6226,51,2842,2283,972,78
"Intermediación financiera (082)",456,,222,185,49,
"Activid.inmobil., empres. y alquileres (083)",4021,9,1543,1748,673,48
"Admin.pub. y defensa; p. segur.soc afil (084)",2567,,626,1069,834,38
"Enseñanza (085)",7284,1,1253,3899,2057,74
"Servicios sociales y de salud (086)",2060,,553,872,607,28
"Otras activ. serv.comun.soc y personales (087)",2936,44,1147,1102,548,95
"Hogares privados con servicio doméstico (088)",2902,114,1764,654,314,56
"Organiz. y organos extraterritoriales (089)",6,,3,2,1,
"Actividad economica no especificada (090)",4962,20,1904,1837,1032,169
"Desocupado (091)",3473,45,1782,1099,463,84
"Hombres (092)",43406,514,15464,16433,9613,1382
"Agric., ganadería, caza y silvicultura (093)",2925,45,748,842,903,387
"Pesca (094)",7,1,2,3,1,
"Explotación de minas y canteras (095)",1838,,449,1063,320,6
"Industrias manufactureras (096)",3540,70,1400,1180,744,146
"Suministro de electricidad, gas y agua (097)",164,,50,64,48,2
"Construcción (098)",6137,52,2302,2316,1358,109
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",6551,163,2518,2208,1407,255
"Venta, mant.y rep. veh.autom.y motoc. (100)",1928,31,923,650,293,31
"Comercio al por mayor (101)",371,4,137,139,81,10
"Comercio al por menor (102)",4252,128,1458,1419,1033,214
"Hoteles y restaurantes (103)",1300,45,719,329,176,31
"Trans., almac. y comunicaciones (104)",5656,50,2473,2125,930,78
"Intermediación financiera (105)",226,,83,101,42,
"Activid.inmobil., empres. y alquileres (106)",2742,6,936,1232,524,44
"Admin.pub. y defensa; p. segur.soc afil (107)",1785,,355,748,646,36
"Enseñanza (108)",3038,1,473,1529,984,51
"Servicios sociales y de salud (109)",775,,162,336,255,22
"Otras activ. serv.comun.soc y personales (110)",1693,30,719,594,290,60
"Hogares privados con servicio doméstico (111)",97,9,47,19,15,7
"Organiz. y organos extraterritoriales (112)",4,,2,1,1,
"Actividad economica no especificada (113)",2624,10,926,1000,607,81
"Desocupado (114)",2304,32,1100,743,362,67
"Mujeres (115)",26222,290,10027,9971,5308,626
"Agric., ganadería, caza y silvicultura (116)",546,18,147,179,158,44
"Pesca (117)",1,,,1,,
"Explotación de minas y canteras (118)",194,,90,96,8,
"Industrias manufactureras (119)",976,11,317,363,248,37
"Suministro de electricidad, gas y agua (120)",21,,7,9,5,
"Construcción (121)",239,2,96,108,32,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",6145,68,2096,2210,1510,261
"Venta, mant.y rep. veh.autom.y motoc. (123)",138,3,76,40,16,3
"Comercio al por mayor (124)",275,1,125,94,47,8
"Comercio al por menor (125)",5732,64,1895,2076,1447,250
"Hoteles y restaurantes (126)",2151,45,911,683,453,59
"Trans., almac. y comunicaciones (127)",570,1,369,158,42,
"Intermediación financiera (128)",230,,139,84,7,
"Activid.inmobil., empres. y alquileres (129)",1279,3,607,516,149,4
"Admin.pub. y defensa; p. segur.soc afil (130)",782,,271,321,188,2
"Enseñanza (131)",4246,,780,2370,1073,23
"Servicios sociales y de salud (132)",1285,,391,536,352,6
"Otras activ. serv.comun.soc y personales (133)",1243,14,428,508,258,35
"Hogares privados con servicio doméstico (134)",2805,105,1717,635,299,49
"Organiz. y organos extraterritoriales (135)",2,,1,1,,
"Actividad economica no especificada (136)",2338,10,978,837,425,88
"Desocupado (137)",1169,13,682,356,101,17
,,,,,,
"RURAL (138)",43016,930,16922,13715,8709,2740
"Agric., ganadería, caza y silvicultura (139)",24195,659,8307,7052,5857,2320
"Pesca (140)",8,,5,2,1,
"Explotación de minas y canteras (141)",2205,2,840,1076,283,4
"Industrias manufactureras (142)",2448,36,1132,808,399,73
"Suministro de electricidad, gas y agua (143)",81,,33,29,18,1
"Construcción (144)",3781,28,1652,1420,622,59
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",1768,20,696,645,325,82
"Venta, mant.y rep. veh.autom.y motoc. (146)",314,2,187,103,22,
"Comercio al por mayor (147)",79,,45,27,6,1
"Comercio al por menor (148)",1375,18,464,515,297,81
"Hoteles y restaurantes (149)",489,7,263,149,61,9
"Trans., almac. y comunicaciones (150)",1445,15,799,482,141,8
"Intermediación financiera (151)",11,,3,7,1,
"Activid.inmobil., empres. y alquileres (152)",326,,155,121,46,4
"Admin.pub. y defensa; p. segur.soc afil (153)",436,,141,185,105,5
"Enseñanza (154)",477,,160,252,65,
"Servicios sociales y de salud (155)",215,,66,97,52,
"Otras activ. serv.comun.soc y personales (156)",446,4,171,171,83,17
"Hogares privados con servicio doméstico (157)",854,30,539,204,76,5
"Actividad economica no especificada (159)",856,3,329,282,169,73
"Desocupado (160)",2975,126,1631,733,405,80
"Hombres (161)",35563,614,13544,11554,7481,2370
"Agric., ganadería, caza y silvicultura (162)",20843,438,6918,6180,5219,2088
"Pesca (163)",8,,5,2,1,
"Explotación de minas y canteras (164)",2076,2,763,1033,274,4
"Industrias manufactureras (165)",2067,29,943,693,344,58
"Suministro de electricidad, gas y agua (166)",75,,31,27,16,1
"Construcción (167)",3704,27,1622,1386,610,59
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",1002,12,466,343,152,29
"Venta, mant.y rep. veh.autom.y motoc. (169)",304,2,180,100,22,
"Comercio al por mayor (170)",59,,34,21,3,1
"Comercio al por menor (171)",639,10,252,222,127,28
"Hoteles y restaurantes (172)",189,3,104,60,21,1
"Trans., almac. y comunicaciones (173)",1413,15,778,476,137,7
"Intermediación financiera (174)",8,,1,6,1,
"Activid.inmobil., empres. y alquileres (175)",262,,117,98,43,4
"Admin.pub. y defensa; p. segur.soc afil (176)",370,,100,168,97,5
"Enseñanza (177)",255,,82,124,49,
"Servicios sociales y de salud (178)",92,,17,48,27,
"Otras activ. serv.comun.soc y personales (179)",272,2,119,103,37,11
"Hogares privados con servicio doméstico (180)",21,2,12,4,3,
"Actividad economica no especificada (182)",364,2,129,133,69,31
"Desocupado (183)",2542,82,1337,670,381,72
"Mujeres (184)",7453,316,3378,2161,1228,370
"Agric., ganadería, caza y silvicultura (185)",3352,221,1389,872,638,232
"Explotación de minas y canteras (187)",129,,77,43,9,
"Industrias manufactureras (188)",381,7,189,115,55,15
"Suministro de electricidad, gas y agua (189)",6,,2,2,2,
"Construcción (190)",77,1,30,34,12,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",766,8,230,302,173,53
"Venta, mant.y rep. veh.autom.y motoc. (192)",10,,7,3,,
"Comercio al por mayor (193)",20,,11,6,3,
"Comercio al por menor (194)",736,8,212,293,170,53
"Hoteles y restaurantes (195)",300,4,159,89,40,8
"Trans., almac. y comunicaciones (196)",32,,21,6,4,1
"Intermediación financiera (197)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (198)",64,,38,23,3,
"Admin.pub. y defensa; p. segur.soc afil (199)",66,,41,17,8,
"Enseñanza (200)",222,,78,128,16,
"Servicios sociales y de salud (201)",123,,49,49,25,
"Otras activ. serv.comun.soc y personales (202)",174,2,52,68,46,6
"Hogares privados con servicio doméstico (203)",833,28,527,200,73,5
"Actividad economica no especificada (205)",492,1,200,149,100,42
"Desocupado (206)",433,44,294,63,24,8
